,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.18,98.64,99.18,98.8,99.18,98.64,0,98.65,,98.89
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,98.6,99.16,98.8,99.16,98.6,0,98.65,,98.87
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.62,99.26,98.62,99,100.26,99.3,0,98.63,,98.96
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.47,99.05,98.77,98.85,100.3,99,0,98.55,,98.84
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.63,99.03,98.56,98.7,100.25,98.7,0,98.57,,98.73
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.46,98.7,98.45,98.6,100.25,98.55,0,98.41,,98.55
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.08,98.21,98.22,98.25,100.26,98.24,0,98.21,,98.23
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.25,99.22,98.18,98.6,100.28,98.2,0,98.51,,98.56
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.39,98.32,98.32,98.45,100.98,98.3,0,98.35,,98.37
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.46,98.55,98.5,98.85,100.33,99.62,0,98.57,,98.82
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.11,100.3,100.07,100.25,100.02,100.3,0,100.33,,100.21
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.95,100.04,99.96,100,105.2,100,0,99.99,,100
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.65,99.62,99.67,99.55,99.66,99.55,0,99.66,,99.63
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.66,95.66,94.83,95.35,95.62,95.6,0,95.5,,95.38
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.74,99.73,99.74,99.75,99.76,99.72,0,99.79,,99.74
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.97,99.94,99.96,99.95,99.95,99.95,0,99.96,,99.95
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.85,99.8,99.74,99.85,99.8,99.8,0,99.87,,99.82
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.34,95.12,95.12,95.28,95.37,95.3,0,95.3,,95.27
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,98.41,98.62,98.62,98.7,98.85,98.72,0,98.74,,98.68
PIB-FRB-20,9-Feb-23,9-Feb-26,Quarterly,99.56,99.54,99.55,99.55,99.56,99.72,0,99.6,,99.56
PIB-FRB-21,6-Apr-23,6-Apr-25,Quarterly,99.91,99.92,99.89,99.9,99.91,99.9,0,99.92,,99.91
PIB-FRB-22,6-Apr-23,6-Apr-28,Half-Yearly,97.87,97.82,97.75,97.72,97.76,97.77,0,97.92,,97.79
PIB-FRB-23,10-Aug-23,10-Aug-28,Half-Yearly,97.46,97.53,97.37,97.48,97.38,97.36,0,97.49,,97.44
PIB-FRB-24,21-Sep-23,21-Sep-25,Quarterly,99.6,99.52,99.55,99.58,99.56,99.52,0,99.57,,99.56
PIB-FRB-25,21-Sep-23,21-Sep-26,Quarterly,99.16,98.57,99.14,99,98.88,98.9,0,99.12,,99.01
PIB-FRB-26,21-Sep-23,21-Sep-28,Half-Yearly,98.18,97.61,97.64,97.6,97.17,97.56,0,97.7,,97.62
PIB-FRB-27,19-Oct-23,19-Oct-26,Quarterly,99.04,98.96,99.1,99.1,99.18,99.01,0,99.1,,99.07
PIB-FRB-28,19-Oct-23,19-Oct-28,Half-Yearly,97.48,97.46,97.43,97.4,97.42,97.43,0,97.53,,97.44
PIB-FRB-29,14-Dec-23,14-Dec-28,Half-Yearly,97.47,97.29,97.45,97.42,97.17,97.29,0,97.41,,97.37
PIB-FRB-30,14-Dec-23,14-Dec-33,Half-Yearly,92.59,93.15,93.31,93.15,93.22,93.1,0,93.17,,93.16
PIB-FRB-31,7-Feb-24,7-Feb-29,Half-Yearly,97.87,97.07,97.02,97,97,97,0,97.21,,97.06
PIB-FRB-32,7-Feb-24,7-Feb-34,Half-Yearly,94.16,93.24,93.15,93.5,93.5,93.49,0,93.91,,93.53
PIB-FRB-33,18-Apr-24,18-Apr-29,Half-Yearly,97.02,97.04,97.09,97.1,97.1,97.06,0,97.11,,97.08
PIB-FRB-34,18-Apr-24,18-Apr-34,Half-Yearly,93.7,93.67,93.69,93.55,93.33,93.44,0,93.56,,93.58
PIB-FRB-35,27-Jun-24,27-Jun-29,Half-Yearly,97.01,96.97,96.97,97.01,96.94,97,0,97.14,,96.99
PIB-FRB-36,5-Sep-24,5-Sep-29,Half-Yearly,97.19,97.03,97.15,97.17,96.61,97.13,0,97.24,,97.13
PIB-FRB-37,5-Sep-24,5-Sep-34,Half-Yearly,94.79,94.52,94.34,94.47,94.16,94.31,0,94.5,,94.43
PIB-FRB-38,3-Oct-24,3-Oct-26,Half-Yearly,99.66,99.8,99.81,99.7,99.69,99.78,0,99.81,,99.76
PIB-FRB-39,3-Oct-24,3-Oct-29,Half-Yearly,96.84,96.79,96.89,96.85,96.83,96.79,0,96.87,,96.84
PIB-FRB-40,3-Oct-24,3-Oct-34,Half-Yearly,93.72,93.77,93.79,93.78,93.36,93.69,0,93.81,,93.75
PIB-FRB-41,7-Feb-24,7-Feb-27,Quarterly,98.73,98.8,98.88,98.75,98.55,98.9,0,98.82,,98.8
PIB-FRB-42,14-Nov-24,14-Nov-29,Half-Yearly,97.27,97.42,97.49,97.42,97.27,97.18,0,97.43,,97.36
PIB-FRB-43,14-Nov-24,14-Nov-34,Half-Yearly,92.84,94.03,93.31,93.28,92.98,93.05,0,93.37,,93.2
PIB-FRB-44,12-Dec-24,12-Dec-29,Half-Yearly,96.87,97.01,96.86,96.85,96.76,96.98,0,96.97,,96.91
PIB-FRB-45,12-Dec-24,12-Dec-34,Half-Yearly,93.17,93.15,93.16,93.05,93.31,92.8,0,93.12,,93.13
PIB-FRB-46,9-Jan-25,9-Jan-27,Semiannually,99.64,99.97,100.05,99.99,99.97,100,0,100,,99.99
PIB-FRB-47,9-Jan-25,9-Jan-30,Semiannually,96.89,96.83,96.77,96.85,96.71,96.84,0,96.78,,96.81
PIB-FRB-48,9-Jan-25,9-Jan-35,Semiannually,92.65,92.89,92.9,92.89,92.91,92.89,0,92.21,,92.84
