,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,97.87,97.75,97.88,98.05,98,98.05,,97.99
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,97.75,97.88,98,97.95,98.05,,97.97
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.34,98.29,98.35,98.3,,98.34
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,98.1,98.1,98.29,98.2,98.2,,98.20
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,98.35,98.01,98.14,98.15,98.2,,98.19
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.97,98.16,98.5,98.48,,98.42
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,98.02,98.24,98.22,98.18,,98.17
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,98.15,98.07,98.15,98.2,98.23,,98.20
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.25,98.38,98.15,98.18,98.15,98.25,98.25,,98.24
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,98.31,98.05,98.22,98.19,,98.19
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.9,99.74,99.92,99.9,99.86,,99.89
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.96,98.48,98.17,97.69,98.45,98.4,98.22,,98.27
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.71,98.39,98.35,98.87,98.34,98.35,98.35,,98.42
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.71,94.6,95,95.22,94.94,95,94.91,,95.00
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.66,98.66,98.66,98.64,98.7,98.65,98.62,,98.65
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.84,99.82,99.84,99.82,99.85,99.82,99.82,99.84,,99.83
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.34,99.32,99.39,99.31,98.66,99.32,99.2,,99.27
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.75,98.82,98.74,98.94,98.91,98.9,98.9,,98.84
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.67,99.75,99.76,99.73,99.78,99.72,99.74,99.67,,99.73
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.6,95.59,95.66,95.53,95.59,95.69,95.56,95.58,,95.60
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.16,97.27,97.27,97.34,97.38,97.35,97.2,,97.27
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.28,99.3,99.22,99.18,99.27,99.2,99.19,,99.24
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.45,98.52,98.52,98.58,98.48,98.52,98.51,,98.50
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.09,99.08,99.03,98.9,99.13,99.07,99.16,,99.09
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,97.09,97.07,96.97,97.07,96.95,97.09,96.99,96.94,,97.02
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,96.35,96.77,96.64,96.7,96.59,96.89,96.69,96.5,,96.65
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.56,98.64,98.41,98.47,98.68,98.63,98.45,,98.57
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.93,98.01,98.06,98.1,98.08,98.05,98.09,,98.06
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,96.25,96.56,96.56,96.56,96.25,96.56,96.54,96.3,,96.46
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,97.89,98.17,98.13,97.98,98.05,98.1,98.09,,98.08
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,96.77,96.86,96.82,96.81,96.82,96.89,96.84,96.81,,96.83
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,96.65,96.77,96.67,96.72,96.59,96.77,96.58,96.6,,96.67
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,94.52,94.92,95,94,94.41,94.92,94.94,94.57,,94.71
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,96.33,96.65,96.59,96.74,96.51,96.65,96.51,96.48,,96.57
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,94.5,94.81,95.08,94.34,94.66,94.97,94.55,94.45,,94.66
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,96.8,96.74,96.72,96.75,96.67,96.75,96.68,96.74,,96.73
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,95.04,94.82,95.05,94.63,94.67,94.81,96.67,94.81,,94.87
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,96.6,96.71,96.56,96.54,96.66,96.57,96.6,96.57,,96.59
