,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.18,98.64,98.65,0,97.85,0,98.65,98.65,,98.6
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.23,98.6,98.65,0,98.03,0,98.6,98.65,,98.63
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.64,99.26,98.38,0,98.39,0,98.55,98.56,,98.63
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.53,99.05,98.37,0,98.24,0,98.49,98.37,,98.51
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.57,99.03,98.17,0,98.17,0,98.4,98.46,,98.47
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.4,98.7,98.4,0,98.24,0,98.36,98.37,,98.41
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.21,98.21,0,98.11,0,98.22,98.32,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.46,99.22,98.5,0,98.54,0,98.49,98.49,,98.62
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.53,98.32,98.32,0,98.32,0,98.32,98.29,,98.35
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.55,98.55,98.55,0,98.26,0,98.55,98.51,,98.5
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.48,100.6,100.5,0,100.33,0,100.5,100.51,,100.49
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.98,100.04,99.96,0,99.96,0,99.95,99.97,,99.98
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.31,99.57,99.2,0,99.19,0,99.25,99.39,,99.32
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.96,95.66,95.31,0,95.14,0,95.32,95.68,,95.35
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.72,99.71,99.78,0,99.72,0,99.76,99.72,,99.74
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,100.09,100.11,100.1,0,100.15,0,100.06,100.1,,100.1
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.65,99.99,99.99,0,99.65,0,99.9,99.65,,99.81
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,94.72,95.05,94.84,0,94.84,0,95.04,94.68,,94.86
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.65,97.64,97.64,0,97.65,0,97.63,97.53,,97.62
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.93,99.93,99.94,0,99.94,0,99.94,99.86,,99.92
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.88,99.72,99.67,0,99.09,0,99.72,99.04,,99.35
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.76,99.86,99.74,0,99.89,0,99.86,99.75,,99.81
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.76,97.78,97.7,0,97.71,0,97.7,97.68,,97.72
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.88,97.87,97.87,0,97.87,0,97.87,97.9,,97.88
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,99.45,99.48,99.44,0,99.63,0,99.63,99.42,,99.51
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.87,99.24,98.86,0,98.8,0,99.24,99.05,,99.01
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.04,98.03,98.03,0,98.03,0,98.02,97.96,,98.02
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.72,98.87,98.7,0,98.64,0,99.03,98.72,,98.78
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.44,97.38,97.38,0,97.44,0,97.44,97.39,,97.41
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.75,97.11,97.45,0,97.1,0,97.48,97.62,,97.42
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,93.92,93.82,95.05,0,95.24,0,95.05,95.05,,94.69
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,98.01,97.98,97.97,0,97.98,0,97.97,97.87,,97.96
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,96.24,95.79,95.86,0,95.8,0,95.86,95.54,,95.85
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.84,96.99,96.83,0,96.93,0,96.84,96.54,,96.83
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.53,93.39,93.39,0,94.09,0,93.39,93.39,,93.53
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.4,96.56,97.3,0,96.83,0,97.3,97.31,,97.12
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.84,97.9,97.74,0,97.75,0,97.76,97.66,,97.78
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.27,94.43,94.43,0,94.02,0,94.42,94.52,,94.35
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.6,99.78,99.71,0,99.63,0,99.74,99.73,,99.7
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.38,97.47,97.47,0,97.64,0,97.48,97.35,,97.47
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.95,93.72,93.95,0,93.5,0,93.95,93.72,,93.8
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.89,98.71,98.7,0,98.44,0,98.75,98.66,,98.69
PIB-FRB-43,14-Nov-24,14-Nov-29,Half-Yearly,96.73,96.69,96.69,0,96.79,0,96.69,96.69,,96.71
PIB-FRB-44,14-Nov-24,14-Nov-34,Half-Yearly,93.03,93.03,93.03,0,92.79,0,93.03,93.03,,92.99
