,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,97.87,97.75,97.88,0,98,98.05,,97.98
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,97.75,97.87,0,97.95,98.05,,97.96
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.36,0,98.35,98.3,,98.35
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,98.1,98.12,0,98.2,98.2,,98.18
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,98.35,98.02,0,98.15,98.15,,98.19
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.97,0,98.5,98.4,,98.45
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,98.02,0,98.22,98.11,,98.15
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,98.15,98.06,0,98.2,98.15,,98.19
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.25,98.38,98.15,98.17,0,98.25,98.25,,98.26
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,98.33,0,98.22,98.13,,98.20
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.9,99.75,0,99.9,99.86,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.96,98.48,98.17,97.69,0,98.4,98.35,,98.26
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.71,98.39,98.35,98.91,0,98.35,98.38,,98.44
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.71,94.6,95,95.28,0,95,94.95,,95.03
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.74,98.74,98.74,98.74,0,98.73,98.62,,98.71
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.89,99.89,99.89,99.88,99.84,0,99.9,99.87,,99.88
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.35,99.32,99.39,99.34,0,99.32,99.32,,99.33
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,99,98.82,98.74,98.99,0,98.9,98.9,,98.87
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.82,99.81,99.82,99.73,99.8,0,99.74,99.79,,99.79
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.6,95.59,95.66,95.6,95.6,0,95.59,95.58,,95.60
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.72,97.27,97.72,97.37,0,97.39,97.27,,97.40
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.38,99.3,99.22,99.21,0,99.2,99.23,,99.25
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.72,98.52,98.52,98.62,0,97.89,98.51,,98.52
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.1,99.08,99.03,98.92,0,99.07,99.15,,99.09
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,97.09,97.2,97.2,97.2,97.15,0,97.17,97.09,,97.16
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,96.77,96.77,96.72,96.77,96.74,0,96.76,96.71,,96.75
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.58,98.78,98.41,98.48,0,98.63,98.57,,98.60
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.94,98.01,98.06,98.14,0,98.05,98.09,,98.05
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,96.25,96.58,96.7,96.58,96.25,0,96.57,96.3,,96.46
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,97.9,98.17,98.13,98.02,0,98.1,98.09,,98.09
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,96.77,96.9,96.95,96.95,96.82,0,97,96.81,,96.89
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,96.65,96.72,96.78,96.72,96.72,0,96.53,96.65,,96.69
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,94.52,94.91,95,94,94.4,0,94.94,94.5,,94.65
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,96.33,96.62,96.59,96.56,96.62,0,96.51,96.5,,96.56
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,94.5,94.83,95.08,94.34,94.68,0,94.55,94.5,,94.61
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,96.73,96.75,96.78,96.75,96.76,0,96.8,96.74,,96.76
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,95.04,94.82,95.05,94.63,94.68,0,96.67,95.01,,94.92
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,96.6,96.62,96.71,96.63,96.69,0,96.65,96.57,,96.64
