,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,97.87,97.75,0,96.93,0,98.07,,97.82
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.86,97.75,0,98.19,0,98.08,,97.99
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,0,98.41,0,98.4,,98.35
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.18,98.35,98.1,0,98.24,0,98.13,,98.20
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.13,98.42,98.35,0,98.22,0,98.13,,98.23
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,0,98.31,0,98.35,,98.47
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,0,98.38,0,98.15,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.36,98.15,0,98.33,0,98.15,,98.23
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.22,98.38,98.15,0,98.33,0,98.18,,98.28
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,0,98.29,0,98.18,,98.22
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.91,99.89,99.85,0,99.25,0,99.85,,99.77
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,97.83,98.38,98.55,0,98.04,0,98.19,,98.20
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,0,98.57,0,98.35,,98.40
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,0,95.5,0,94.95,,95.05
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.57,98.65,98.56,0,98.53,0,98.35,,98.51
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.67,99.65,99.64,0,99.65,0,99.61,,99.65
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,95.22,99.14,99.11,0,99.17,0,99.1,,98.47
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.87,98.82,98.74,0,98.87,0,98.65,,98.78
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.57,99.6,99.54,0,99.51,0,99.51,,99.55
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.4,95.34,95.38,95.45,0,95.42,0,95.37,,95.39
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.28,97.19,97.35,0,97.51,0,97.05,,97.26
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.11,99.11,99.02,99.1,0,99.06,0,99.02,,99.07
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.39,98.33,98.52,98.52,0,98.38,0,98.35,,98.42
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,98.95,98.89,98.81,98.83,0,98.93,0,98.71,,98.85
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.97,96.97,96.99,0,97.07,0,97.05,,97.01
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.29,96.41,96.42,0,96.34,0,96.25,,96.34
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.51,98.3,98.46,0,98.45,0,98.25,,98.40
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.88,98.01,98.06,0,97.63,0,97.95,,97.93
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.35,96.35,96.36,0,96.33,0,96.15,,96.30
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,97.81,97.97,98.13,0,97.81,0,97.97,,97.95
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.75,96.81,96.79,96.79,0,96.84,0,96.7,,96.78
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.35,96.41,96.61,96.41,0,96.68,0,96.21,,96.45
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.5,94.61,95,94.6,0,94.79,0,94.78,,94.71
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.2,95.9,96.03,96.04,0,96.46,0,96.01,,96.11
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.45,94.32,94.14,94.32,0,94.33,0,94.25,,94.30
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.7,96.58,96.59,96.59,0,96.59,0,96.61,,96.61
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.5,94.64,94.83,94.84,0,94.76,0,94.65,,94.70
