,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.12,98.1,98.13,98,98.05,98.05,98.1,0,,98.08
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.14,98.05,98.11,98,97.99,98,98.1,0,,98.05
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.65,98.25,98.48,99.38,98.45,0,,98.55
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.21,98.2,98.59,98.2,98.37,99.49,98.28,0,,98.33
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.59,98.42,98.5,98.25,98.35,98.14,98.35,0,,98.37
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.39,98.39,98.47,98.25,98.42,98.16,98.4,0,,98.37
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.18,98.21,98.44,98.2,98.32,98.24,98.25,0,,98.24
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.27,98.3,98.57,98.2,98.42,98.15,98.2,0,,98.28
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.6,98.2,98.44,98.15,98.35,0,,98.34
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.51,98.55,98.64,98.2,98.41,99.62,98.42,0,,98.51
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.14,100.11,100.18,100.15,100.23,100.2,100.15,0,,100.16
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.84,99.54,99.71,99.71,99.71,99.8,99.75,0,,99.74
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.92,98.71,98.39,99.11,99.04,98.34,98.3,0,,98.68
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.42,95.71,94.95,95,95.42,94.94,95.1,0,,95.18
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.38,99.35,99.38,99.32,99.33,99.38,99.38,0,,99.36
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.96,100,99.99,99.94,99.97,99.97,99.98,0,,99.97
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.55,99.64,99.62,99.56,99.64,99.64,99.55,0,,99.60
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,99.39,99.51,99.18,99.51,99.34,99.38,99.4,0,,99.40
PIB-FRB-19,4-Nov-21,4-Nov-31,Half-Yearly,96.76,96.59,96.24,96.42,96.25,96.59,96.42,0,,96.45
PIB-FRB-20,17-Nov-22,17-Nov-27,Half-Yearly,97.82,98.14,98.14,97.55,98.14,98.2,98.13,0,,98.07
PIB-FRB-21,9-Feb-23,9-Feb-25,Quarterly,99.54,99.36,99.52,99.22,99.45,99.48,99.4,0,,99.44
PIB-FRB-22,9-Feb-23,9-Feb-26,Quarterly,98.74,98.79,98.73,99.14,98.86,99.03,98.8,0,,98.84
PIB-FRB-23,6-Apr-23,6-Apr-25,Quarterly,99.4,99.3,99.35,99.3,99.21,99.3,99.2,0,,99.29
PIB-FRB-24,6-Apr-23,6-Apr-28,Half-Yearly,97.52,97.61,97.49,97.52,97.52,97.54,97.57,0,,97.53
PIB-FRB-25,10-Aug-23,10-Aug-28,Half-Yearly,97.55,97.55,97.42,97.68,97.55,97.81,97.81,0,,97.63
PIB-FRB-26,21-Sep-23,21-Sep-25,Quarterly,98.75,98.76,98.8,98.41,98.67,98.76,98.8,0,,98.75
PIB-FRB-27,21-Sep-23,21-Sep-26,Quarterly,98.2,98.4,98.3,98.39,98.36,98.76,98.35,0,,98.36
PIB-FRB-28,21-Sep-23,21-Sep-28,Half-Yearly,97.77,97.9,97.71,97.77,97.77,97.84,97.77,0,,97.78
PIB-FRB-29,19-Oct-23,19-Oct-26,Quarterly,98.28,98.33,98.45,98.31,98.46,98.49,98.4,0,,98.39
PIB-FRB-30,19-Oct-23,19-Oct-28,Half-Yearly,97.25,97.35,97.32,97.35,97.33,97.4,97.3,0,,97.33
PIB-FRB-31,14-Dec-23,14-Dec-28,Half-Yearly,97.43,98.83,97.16,97.83,97.16,97.83,97.7,0,,97.59
PIB-FRB-32,14-Dec-23,14-Dec-33,Half-Yearly,94.71,95.27,94.85,94.89,94.9,95.47,94.8,0,,94.94
PIB-FRB-33,7-Feb-24,7-Feb-29,Half-Yearly,97.32,97.23,97.24,97.51,97.29,97.79,97.65,0,,97.40
PIB-FRB-34,7-Feb-24,7-Feb-34,Half-Yearly,95.02,95.15,95.08,94.79,94.78,95.37,94.8,0,,94.97
PIB-FRB-35,18-Apr-24,18-Apr-29,Half-Yearly,97.11,97.16,97.1,97.17,97.08,97.3,97.15,0,,97.14
PIB-FRB-36,18-Apr-24,18-Apr-34,Half-Yearly,95.49,95.49,94.85,95.48,95.3,95.67,95.67,0,,95.49
PIB-FRB-37,27-Jun-24,27-Jun-29,Half-Yearly,97.67,97.53,97.38,97.67,97.3,97.67,97.5,0,,97.55
PIB-FRB-38,5-Sep-24,5-Sep-29,Half-Yearly,97.28,97.59,97.13,97.01,97.13,97.75,97.44,0,,97.31
PIB-FRB-39,5-Sep-24,5-Sep-34,Half-Yearly,94.45,94.66,94.26,94.46,94.45,95.17,94.4,0,,94.48
