,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.1,97.87,97.75,97.85,98.05,97.9,97.87,,97.94
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.05,97.86,97.75,97.91,98,97.88,97.81,,97.91
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.19,98.29,98.35,98.17,,98.29
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,98.1,97.9,98.29,98.2,98.09,,98.18
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,98.35,97.86,98.14,98.35,98.15,,98.22
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.87,98.16,98.5,98.49,,98.42
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,97.91,98.24,98.2,98.11,,98.16
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,98.15,98,98.15,98.18,98.15,,98.18
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.25,98.38,98.15,98.01,98.15,98.3,98.15,,98.23
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,98.08,98.05,98.15,98.09,,98.13
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.9,99.8,99.92,99.9,99.85,,99.89
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,97.84,98.5,98.17,97.67,98.21,98.3,98.15,,98.15
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,98.8,98.34,98.35,98.21,,98.36
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,95.37,94.94,94.9,94.79,,94.98
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.5,98.57,98.57,98.5,98.57,98.6,98.57,,98.55
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.7,99.7,99.71,99.71,99.71,99.65,99.61,,99.69
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.36,99.14,99.28,99.23,99.29,99.35,99.05,,99.23
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.69,98.82,98.74,98.9,99.06,98.8,98.63,,98.78
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.56,99.58,99.67,99.54,99.63,99.52,99.6,99.49,,99.57
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.15,95.5,95.16,95.16,95.5,95.4,95.15,,95.31
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.04,97.05,97.16,97.16,97.27,97.18,97.11,,97.14
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.15,99.12,99.12,99.26,99.01,98.99,99.1,98.99,,99.08
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.37,98.52,98.52,98.51,98.5,98.5,98.25,,98.48
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99,98.94,98.94,99.01,99.08,98.98,99.05,99.01,,99
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.91,96.71,96.84,96.91,96.84,96.78,96.71,,96.83
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.34,96.33,96.2,96.22,96.47,96.37,96.33,,96.32
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.4,98.83,98.41,98.4,98.23,98.38,98.23,,98.37
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.93,98.01,98.06,98.07,97.98,98,98.01,,98.02
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.38,96.24,96.11,96.25,96.38,96.3,96.19,,96.27
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,97.86,97.97,98.13,97.95,97.9,97.98,97.99,,97.97
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.78,96.66,96.32,96.64,96.66,96.66,96.63,96.64,,96.65
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.4,96.29,96.35,96.2,96.33,96.2,96.3,96.17,,96.28
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.78,95,94,94.37,94.56,94.78,94.51,,94.59
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.25,96.09,96.21,96.06,96.01,96.01,95.95,96.01,,96.07
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.55,94.14,94.34,94.36,94.55,94.55,94.35,,94.44
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.2,96.44,96.5,96.5,96.39,96.33,96.39,96.45,,96.42
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.55,95.19,94.64,94.63,94.22,94.63,94.63,94.59,,94.61
