Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.28,0.00
PIBFR10YQ2033-12-14,94.74,-0.08
PIBFR10YS2028-05-31,98.56,-0.09
PIBFR10YS2028-06-28,98.53,-0.10
PIBFR10YS2028-08-09,98.67,-0.01
PIBFR10YS2029-02-21,98.53,0.00
PIBFR10YS2029-03-21,98.36,0.00
PIBFR10YS2029-04-18,98.34,0.00
PIBFR10YS2029-05-30,98.21,0.00
PIBFR10YS2029-06-27,98.47,0.02
PIBFR10YS2029-07-25,98.35,0.00
PIBFR10YS2029-08-22,98.52,0.02
PIBFR10YS2030-06-18,99.95,0.00
PIBFR10YS2031-11-04,94.82,0.00
PIBFR10YS2034-02-07,95.91,0.00
PIBFR10YS2034-04-18,93.46,0.00
PIBFR10YS2034-09-05,94.41,0.00
PIBFR10YS2034-10-03,93.87,0.00
PIBFR10YS2034-11-14,92.99,0.00
PIBFR2YQ2025-02-09,99.87,0.02
PIBFR2YQ2025-04-06,99.76,0.01
PIBFR2YQ2025-09-21,99.41,0.00
PIBFR2YS2026-10-03,99.72,0.00
PIBFR3YQ2025-04-07,100.10,0.00
PIBFR3YQ2025-09-08,99.60,0.01
PIBFR3YQ2026-02-09,98.97,0.00
PIBFR3YQ2026-09-21,98.90,0.00
PIBFR3YQ2026-10-19,98.69,0.00
PIBFR3YQ2027-02-07,98.77,0.00
PIBFR5YQ2025-10-22,99.25,0.02
PIBFR5YS2025-06-18,100.51,0.02
PIBFR5YS2026-05-06,99.74,0.05
PIBFR5YS2027-11-17,97.62,0.00
PIBFR5YS2028-04-06,97.72,0.00
PIBFR5YS2028-08-10,97.86,0.00
PIBFR5YS2028-09-21,98.03,0.01
PIBFR5YS2028-10-19,97.28,0.02
PIBFR5YS2028-12-14,97.40,-0.01
PIBFR5YS2029-02-07,97.95,0.01
PIBFR5YS2029-04-18,96.93,0.00
PIBFR5YS2029-06-27,97.19,-0.01
PIBFR5YS2029-09-05,97.77,0.00
PIBFR5YS2029-10-03,97.48,0.00
PIBFR5YS2029-11-14,96.69,0.00
