,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.12,98.1,98.13,98,0,98.05,98.1,98.18,,98.10
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.14,98.05,98.11,98,0,98,98.1,98.23,,98.08
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.65,98.25,0,98.29,98.4,98.42,,98.46
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.21,98.2,98.59,98.2,0,98.29,98.3,98.32,,98.26
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.6,98.42,98.5,98.25,0,98.14,98.25,98.3,,98.34
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.39,98.39,98.47,98.25,0,98.16,98.45,98.52,,98.39
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.18,98.21,98.44,98.2,0,98.24,98.25,98.26,,98.23
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.27,98.3,98.57,98.2,0,98.15,98.2,98.22,,98.24
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.6,98.2,0,98.15,98.35,98.39,,98.33
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.51,98.55,98.64,98.2,0,98.05,98.42,98.42,,98.42
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.14,100.11,100.18,100.15,0,100.2,100.15,100.2,,100.16
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.84,99.54,99.71,99.71,0,99.8,97.36,99.87,,99.72
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.92,98.71,98.39,99.11,0,98.34,98.3,98.5,,98.57
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.42,95.71,94.95,95,0,94.94,95.1,95.31,,95.16
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.25,99.31,99.32,99.32,0,99.31,99.35,99.28,,99.31
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.95,100,99.94,99.94,0,99.99,99.94,99.98,,99.96
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.54,99.59,99.5,99.56,0,99.64,99.55,99.75,,99.58
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,99.38,99.51,99.18,99.51,0,99.38,99.35,99.38,,99.40
PIB-FRB-19,4-Nov-21,4-Nov-31,Half-Yearly,96.25,96.49,96.24,96.42,0,96.48,96.24,96.27,,96.33
PIB-FRB-20,17-Nov-22,17-Nov-27,Half-Yearly,97.75,98.09,98.05,97.55,0,98.02,97.92,97.92,,97.93
PIB-FRB-21,9-Feb-23,9-Feb-25,Quarterly,99.54,99.36,99.52,99.22,0,99.3,99.4,99.49,,99.41
PIB-FRB-22,9-Feb-23,9-Feb-26,Quarterly,98.74,98.79,98.73,99.14,0,99.02,98.8,98.82,,98.83
PIB-FRB-23,6-Apr-23,6-Apr-25,Quarterly,99.39,99.2,99.35,99.3,0,99.16,99.18,99.35,,99.28
PIB-FRB-24,6-Apr-23,6-Apr-28,Half-Yearly,97.52,97.54,97.49,97.52,0,97.51,97.3,97.3,,97.47
PIB-FRB-25,10-Aug-23,10-Aug-28,Half-Yearly,97.55,97.55,97.42,97.68,0,97.81,97.5,97.5,,97.56
PIB-FRB-26,21-Sep-23,21-Sep-25,Quarterly,98.75,98.76,98.8,98.41,0,98.82,98.8,98.8,,98.78
PIB-FRB-27,21-Sep-23,21-Sep-26,Quarterly,98.2,98.4,98.3,98.39,0,98.76,98.35,98.38,,98.36
PIB-FRB-28,21-Sep-23,21-Sep-28,Half-Yearly,97.77,97.76,97.71,97.77,0,97.84,97.45,97.73,,97.75
PIB-FRB-29,19-Oct-23,19-Oct-26,Quarterly,98.28,98.33,98.45,98.31,0,98.49,98.4,98.45,,98.39
PIB-FRB-30,19-Oct-23,19-Oct-28,Half-Yearly,97.25,97.35,97.32,97.3,0,97.34,97.34,97.37,,97.33
PIB-FRB-31,14-Dec-23,14-Dec-28,Half-Yearly,97.43,97.83,97.16,97.83,0,97.83,97.16,97.16,,97.48
PIB-FRB-32,14-Dec-23,14-Dec-33,Half-Yearly,94.71,95.27,94.85,94.89,0,95.47,94.8,94.85,,94.93
PIB-FRB-33,7-Feb-24,7-Feb-29,Half-Yearly,97.32,97.23,97.24,97.51,0,97.79,97.25,97.34,,97.33
PIB-FRB-34,7-Feb-24,7-Feb-34,Half-Yearly,95.02,95.15,95.08,94.79,0,95.37,94.8,94.85,,94.98
PIB-FRB-35,18-Apr-24,18-Apr-29,Half-Yearly,97.11,97.11,97.1,97.08,0,97.16,97.15,97.1,,97.11
PIB-FRB-36,18-Apr-24,18-Apr-34,Half-Yearly,95.3,95.48,94.85,95.48,0,95.66,95.1,96.04,,95.40
PIB-FRB-37,27-Jun-24,27-Jun-29,Half-Yearly,97.67,97.52,97.38,97.67,0,97.52,97.5,97.57,,97.56
PIB-FRB-38,5-Sep-24,5-Sep-29,Half-Yearly,97.13,97.13,97.13,97.01,0,97.44,97.13,97.19,,97.14
PIB-FRB-39,5-Sep-24,5-Sep-34,Half-Yearly,94.45,94.45,94.26,94.46,0,95.17,94.4,94.6,,94.47
