,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,0,97.87,97.75,97.85,98.05,97.9,97.87,,97.91
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,0,97.86,97.75,97.9,98,97.88,97.81,,97.89
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,0,98.43,98.05,98.18,98.29,98.45,98.17,,98.27
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,0,98.35,98.1,97.9,98.29,98.35,98.09,,98.21
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,0,98.42,98.35,97.86,98.14,98.38,98.09,,98.22
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,0,98.77,98.1,97.87,98.16,98.78,98.49,,98.40
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,0,98.21,98.1,97.91,98.24,98.24,98.11,,98.15
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,0,98.36,98.15,98.05,98.15,98.35,98.11,,98.18
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,0,98.38,98.15,98,98.15,98.4,98.15,,98.25
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,0,98.42,98.15,98.07,98.05,98.42,98.09,,98.17
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,0,99.89,99.9,99.8,99.92,99.9,99.85,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,0,98.5,98.17,97.68,98.2,98.35,98.09,,98.20
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,0,98.39,98.35,98.8,98.34,98.41,98.21,,98.34
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,0,94.6,95,95.37,94.94,94.7,94.79,,94.87
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,0,98.57,98.57,98.5,98.57,98.6,98.57,,98.56
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,0,99.65,99.64,99.73,99.67,99.65,99.61,,99.65
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,0,99.14,99.28,99.25,99.28,99.15,99.05,,99.18
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,0,98.82,98.74,98.89,98.66,98.8,98.63,,98.74
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.56,0,99.67,99.54,99.63,99.56,99.6,99.49,,99.58
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,0,95.5,95.43,95.13,95.5,95.4,95.15,,95.40
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,0,97.05,97.16,97.16,97.16,97.2,97.11,,97.15
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.15,0,99.12,99.26,99,98.99,99.05,98.99,,99.06
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,0,98.52,98.52,99.08,98.5,98.5,98.25,,98.50
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.14,0,99.2,99.11,98.8,99.11,99.14,99.15,,99.13
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,0,96.71,96.74,96.67,96.67,96.78,96.71,,96.72
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,0,96.33,96.2,96.34,96.47,96.5,96.33,,96.36
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,0,98.83,98.41,98.2,98.23,98.33,98.23,,98.32
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,0,98.01,98.06,98.1,97.95,97.99,98.01,,98.02
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,0,96.24,96.11,96.3,96.38,96.4,96.19,,96.27
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,0,97.97,98.13,97.94,97.9,97.98,97.99,,97.98
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.78,0,96.32,96.48,96.4,96.48,96.75,96.59,,96.54
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.4,0,96.35,96.2,96.33,96.06,96.5,96.17,,96.29
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,0,95,94,94.37,94.56,94.85,94.51,,94.56
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.25,0,96.21,96.06,95.95,96.07,96.15,96.21,,96.14
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,0,94.14,94.34,94.36,94.55,94.3,94.35,,94.37
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.2,0,96.36,96.31,96.33,96.31,96.36,96.33,,96.33
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.55,0,94.64,94.64,94.45,94.63,94.5,94.59,,94.58
