Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,96.59,0.08,,
PIBFR10YQ2033-12-14,95.44,-0.18,,
PIBFR10YS2028-05-31,99.41,0.11,,
PIBFR10YS2028-06-28,99.34,0.10,,
PIBFR10YS2028-08-09,99.23,0.23,,
PIBFR10YS2029-02-21,99.10,0.27,,
PIBFR10YS2029-03-21,98.95,0.27,,
PIBFR10YS2029-04-18,98.85,0.28,,
PIBFR10YS2029-05-30,98.72,0.32,,
PIBFR10YS2029-06-27,98.69,0.30,,
PIBFR10YS2029-07-25,98.77,0.29,,
PIBFR10YS2029-08-22,99.33,0.33,,
PIBFR10YS2030-06-18,100.76,0.03,,
PIBFR10YS2031-11-04,96.98,-0.09,,
PIBFR10YS2034-02-07,95.54,-0.01,,
PIBFR10YS2034-04-18,95.71,-0.04,,
PIBFR10YS2034-09-05,95.36,-0.01,,
PIBFR10YS2034-10-03,95.44,-0.10,,
PIBFR10YS2034-11-14,95.53,-0.03,,
PIBFR10YS2034-12-12,95.09,-0.08,,
PIBFR10YS2035-01-09,95.39,-0.01,,
PIBFR10YS2035-04-17,95.35,-0.10,,
PIBFR10YS2035-05-29,95.25,-0.02,,
PIBFR2YQ2025-09-21,99.91,0.01,,
PIBFR2YS2026-10-03,99.78,0.01,,
PIBFR2YS2027-01-09,99.86,0.02,,
PIBFR3YQ2025-09-08,99.97,-0.01,,
PIBFR3YQ2026-02-09,99.80,-0.01,,
PIBFR3YQ2026-09-21,99.60,0.00,,
PIBFR3YQ2026-10-19,99.53,-0.03,,
PIBFR3YQ2027-02-07,99.25,-0.07,,
PIBFR5YQ2025-10-22,99.86,0.07,,
PIBFR5YS2025-06-18,100.01,0.00,,
PIBFR5YS2026-05-06,100.17,-0.01,,
PIBFR5YS2027-11-17,98.99,0.07,,
PIBFR5YS2028-04-06,98.86,-0.15,,
PIBFR5YS2028-08-10,98.59,-0.05,,
PIBFR5YS2028-09-21,98.70,-0.04,,
PIBFR5YS2028-10-19,98.70,-0.07,,
PIBFR5YS2028-12-14,98.43,-0.03,,
PIBFR5YS2029-02-07,98.34,0.01,,
PIBFR5YS2029-04-18,98.47,-0.02,,
PIBFR5YS2029-06-27,98.23,-0.01,,
PIBFR5YS2029-09-05,98.33,-0.04,,
PIBFR5YS2029-10-03,98.17,0.00,,
PIBFR5YS2029-11-14,98.32,0.00,,
PIBFR5YS2029-12-12,97.88,-0.11,,
PIBFR5YS2030-01-09,97.95,0.07,,
PIBFR5YS2030-04-17,98.10,-0.06,,
