,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.18,98.64,98.65,98.6,97.85,98.05,0,98.65,,98.52
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.24,98.6,98.65,98.6,98.04,98,0,98.65,,98.51
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.65,99.26,98.38,98.6,98.39,99.38,0,98.56,,98.69
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.54,99.05,98.5,98.5,98.24,99.49,0,98.37,,98.59
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.57,99.03,98.17,98.4,98.17,98.14,0,98.46,,98.35
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.4,98.7,98.4,98.4,98.24,98.16,0,98.37,,98.36
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.21,98.21,98.2,98.11,98.24,0,98.32,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.47,99.22,98.5,98.5,98.55,98.15,0,98.49,,98.5
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.54,98.32,98.32,98.35,98.33,98.15,0,98.29,,98.32
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.56,98.55,98.55,98.55,98.26,99.62,0,98.51,,98.54
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.48,100.3,100.5,100.5,100.33,100.5,0,100.51,,100.46
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.99,100.04,99.96,99.95,100.3,99.85,0,99.97,,99.98
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.32,99.57,99.2,99.3,99.19,99.13,0,99.4,,99.28
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.97,95.66,95.66,95.3,95.14,94.94,0,95.69,,95.35
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.72,99.71,99.71,99.78,99.72,99.77,0,99.72,,99.73
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,100.09,100.07,100.1,100.1,100.14,100.06,0,100.1,,100.09
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.65,99.99,99.99,99.9,99.65,99.85,0,99.65,,99.81
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,94.72,95.05,94.84,95.05,94.84,95.04,0,94.72,,94.9
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.65,98.22,98.57,98.06,97.65,98.11,0,97.54,,97.94
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.94,99.93,99.94,99.93,99.94,99.94,0,99.93,,99.94
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.89,99.72,99.67,99.35,99.09,99.72,0,99.1,,99.39
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.77,99.87,99.86,99.87,99.9,99.91,0,99.78,,99.86
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.86,97.86,97.83,97.86,97.83,97.91,0,97.84,,97.85
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.89,97.88,97.87,97.89,97.75,98,0,97.91,,97.89
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,99.46,99.49,99.63,99.57,99.63,99.63,0,99.44,,99.56
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.88,99.25,98.86,99,98.8,99.24,0,99.06,,99.01
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.04,98.04,98.03,98.04,98.04,98.09,0,97.96,,98.04
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.73,98.88,98.75,98.75,98.64,99.03,0,98.73,,98.77
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.45,97.53,97.61,97.53,97.5,97.52,0,97.39,,97.51
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.4,96.65,97.45,96.95,97.11,97.88,0,97.1,,97.2
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,92.06,92.29,94.75,94.68,95.25,94.82,0,92.3,,93.77
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,98.02,97.99,97.97,97.99,97.98,98.04,0,97.88,,97.99
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,96.24,95.8,95.9,95.9,95.8,96.38,0,95.84,,95.94
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.85,97.15,97.3,97.3,97.3,97.24,0,96.94,,97.19
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.53,93.39,93.39,93.45,94.09,93.62,0,93.39,,93.48
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.41,96.72,97.3,96.58,96.98,97.13,0,97.22,,97.07
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.85,97.6,97.74,97.82,97.6,97.9,0,97.67,,97.74
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.27,94.44,94.43,94.4,94.02,94.42,0,94.52,,94.39
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.6,99.78,99.78,99.7,99.63,99.78,0,99.73,,99.72
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.48,97.48,97.47,97.48,97.64,97.57,0,97.35,,97.5
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.95,93.72,93.95,93.85,93.5,93.95,0,93.73,,93.84
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.9,98.71,98.7,98.7,98.44,98.9,0,98.66,,98.73
PIB-FRB-43,14-Nov-24,14-Nov-29,Half-Yearly,96.86,97.06,97.03,97.03,97.07,96.93,0,96.76,,96.98
PIB-FRB-44,14-Nov-24,14-Nov-34,Half-Yearly,93.03,93.03,93.03,93,92.79,92.55,0,93.03,,92.98
PIB-FRB-45,12-Dec-24,12-Dec-29,Half-Yearly,96.65,96.64,96.65,96.65,96.75,96.64,0,96.65,,96.65
PIB-FRB-46,12-Dec-24,12-Dec-34,Half-Yearly,92.89,92.39,92.9,92.55,92.65,92.44,0,92.4,,92.59
