,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,97.87,97.75,97.86,98.05,97.9,97.83,,97.94
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.86,97.75,97.9,98,97.88,97.78,,97.90
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.18,98.29,98.45,98.14,,98.30
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.18,98.35,98.1,97.89,98.29,98.35,97.98,,98.18
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.13,98.42,98.35,97.86,98.14,98.38,97.94,,98.18
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.89,98.16,98.78,98.45,,98.46
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,97.92,98.24,98.24,98.09,,98.16
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.36,98.15,98.05,98.15,98.38,98.07,,98.19
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.22,98.38,98.15,94.45,98.15,98.4,98.01,,98.22
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,96.17,98.05,98.44,97.97,,98.15
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.56,99.81,99.92,99.9,99.64,,99.84
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,97.84,98.5,98.17,97.74,98.21,98.4,97.97,,98.13
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,98.79,98.34,98.41,98.19,,98.37
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,93.75,94.94,94.65,94.76,,94.81
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.5,98.57,98.57,98.87,98.57,98.66,98.57,,98.57
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.64,99.65,99.64,99.71,99.65,99.65,99.53,,99.65
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.35,99.14,99.28,99.24,99.28,99.15,99.01,,99.20
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.68,98.82,98.74,98.89,98.66,98.8,98.59,,98.73
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.56,99.6,99.54,99.62,99.56,99.6,99.45,,99.57
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.16,95.5,95.43,95.16,95.5,95.4,95.1,,95.36
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.04,97.05,97.16,97.16,97.16,97.2,96.96,,97.12
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.15,99.11,99.02,99.1,99.06,98.99,99.05,98.99,,99.06
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.37,98.52,98.52,98.5,98.5,98.5,98.19,,98.47
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99,98.93,98.81,98.83,98.86,98.78,98.83,98.67,,98.84
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.74,96.71,96.74,96.67,96.71,97.49,96.71,,96.77
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.34,96.33,96.2,96.34,96.41,96.58,96.14,,96.33
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.4,98.3,98.46,98.3,98.23,98.33,98.17,,98.33
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.93,98.01,98.06,98.1,97.95,97.99,97.99,,98.01
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.37,96.24,96.11,96.3,96.38,96.55,96.15,,96.28
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,97.85,97.97,98.13,98.03,97.9,97.98,97.89,,97.96
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.78,96.47,96.32,96.45,96.4,96.53,96.81,96.53,,96.53
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.4,96.29,96.35,96.2,96.42,96.06,96.62,96.11,,96.30
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.79,95,94,94.37,94.85,95,94.5,,94.67
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.25,96.08,96.21,96.06,96.22,96.07,96.15,96.17,,96.15
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.54,94.14,94.34,94.36,94.25,94.2,94.31,,94.33
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.2,96.25,96.22,96.22,96.17,96.39,96.55,96.26,,96.26
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.55,94.63,94.64,94.64,97.55,94.45,98.36,94.53,,95.09
