,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.22,99.32,99.2,98.73,98.04,98.05,99.2,99.19,,98.93
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,99.27,97.92,98.9,97.94,98,97.94,99.13,,98.51
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.61,98.63,98.35,99.89,98.35,99.38,98.4,98.51,,98.65
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.25,98.2,98.21,99.89,98.21,98.49,98.25,98.37,,98.3
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.58,98.42,98.17,99.94,98.17,98.14,98.2,98.46,,98.33
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.47,98.39,98.1,98.88,98.25,98.16,98.2,98.37,,98.31
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.34,98.21,98.25,100.27,98.34,98.24,98.28,98.32,,98.3
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.38,98.3,98.3,99.7,98.47,98.15,98.3,98.25,,98.33
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.48,98.32,98.27,99.58,98.3,98.15,98.27,98.25,,98.32
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.54,98.55,98.24,100.2,98.24,99.62,98.3,98.39,,98.61
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.5,100.5,100.5,100.5,100.33,100.5,100.5,100.11,,100.47
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.91,100.04,99.88,99.9,99.91,99.85,99.87,100.04,,99.92
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.03,98.71,99.1,99.53,99.16,99.13,99.14,98.71,,99.05
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.92,95.71,95.28,96.18,95.28,94.94,95.28,95.64,,95.36
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.34,98.88,98.95,98.82,98.99,98.95,98.95,99.04,,98.96
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,100.08,99.99,100.02,100,99.98,99.99,99.99,,100
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.52,99.67,99.5,99.64,99.6,99.5,99.5,99.49,,99.54
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,94.55,95.04,95.25,94.63,94.84,95.25,95.2,95.04,,95
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.96,97.86,97.43,97.75,97.75,97.64,97.74,97.85,,97.77
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.7,99.64,99.66,99.45,99.68,99.5,99.57,99.59,,99.61
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.86,98.88,98.73,98.98,99.13,99.25,98.9,98.92,,98.95
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.51,99.4,99.43,99.4,99.44,99.25,99.4,99.37,,99.41
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.5,97.53,97.53,97.55,97.53,97.52,97.58,97.48,,97.53
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.83,97.95,97.96,98.08,97.96,97.95,97.95,97.96,,97.96
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.8,98.87,98.79,98.87,98.63,98.78,98.77,,98.79
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.19,98.72,98.95,98.73,98.86,98.75,99.03,,98.84
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.02,97.88,98.05,98.08,98.08,98.02,98.07,98.02,,98.04
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.67,98.45,98.98,98.59,98.65,98.5,98.58,,98.57
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.14,97.08,97.08,97.14,97.03,97.14,97.07,97.14,,97.11
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.52,97.78,97.51,97.52,97.68,97.78,97.55,97.68,,97.62
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.77,95.17,95.09,95.54,95.15,95.15,95.15,95.15,,95.14
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.97,97.94,97.93,97.94,98.22,97.8,97.92,97.86,,97.93
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.85,95.76,95.17,95.97,94.98,95.96,95.75,95.81,,95.72
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.82,96.82,96.89,96.95,96.85,96.86,96.82,96.79,,96.84
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.48,93.62,93.16,94.09,93.39,93.62,93.4,93.4,,93.49
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.31,97.45,97.45,97.45,97.36,97.58,97.5,97.62,,97.47
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.73,97.73,97.8,97.73,97.83,97.73,97.81,97.73,,97.76
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.26,94.42,94.66,94.85,94.22,94.42,94.5,94.51,,94.46
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.65,99.79,99.64,99.64,99.56,99.68,99.65,99.72,,99.66
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.47,97.44,97.54,97.5,97.54,97.53,97.56,97.61,,97.52
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,94.41,93.95,93.77,94.18,93.72,94.18,93.9,94.05,,94.01
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.84,98.58,98.86,98.49,98.4,98.9,98.7,98.67,,98.69
