,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.22,98.1,98,98,97.99,98.05,98.03,98.09,,98.05
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.16,98.05,97.92,98,97.91,98,97.95,98.05,,98
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.35,98.25,98.34,99.38,98.4,98.51,,98.46
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.19,98.2,98.21,98.2,98.21,99.49,98.25,98.43,,98.25
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.54,98.42,98.17,98.25,98.17,98.14,98.2,98.46,,98.28
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.41,98.39,98.1,98.25,98.26,98.16,98.51,98.32,,98.3
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.25,98.21,98.25,98.2,98.3,98.24,98.28,98.36,,98.26
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.3,98.3,98.3,98.2,98.44,98.15,98.34,98.3,,98.29
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.27,98.2,98.29,98.15,98.25,98.25,,98.26
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.48,98.55,98.24,98.2,98.24,99.62,98.2,98.39,,98.35
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,100.33,100.33,100.2,100.33,100.2,100.3,100.11,,100.25
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.77,100.04,99.88,100.11,99.89,99.85,99.85,100.04,,99.93
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99,98.71,99.1,99.53,99.16,99.13,99.14,98.71,,99.04
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.91,95.71,95.28,96.18,95.8,94.94,95.25,95.59,,95.43
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.35,99.23,99.31,99.32,99.34,99.23,99.35,99.35,,99.32
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.92,100,99.99,99.99,99.99,99.98,99.96,99.95,,99.98
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.51,99.7,99.5,99.61,99.58,99.5,99.53,99.48,,99.54
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,99.31,95.35,95.25,95.33,95.28,95.21,95.28,95.16,,95.28
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.92,98.34,98.32,98,98.22,98.23,98.35,97.85,,98.17
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.66,99.58,99.52,99.58,99.63,99.5,99.5,99.58,,99.57
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.82,98.88,98.73,98.98,99.09,99.25,98.7,98.91,,98.9
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.49,99.36,99.35,99.4,99.39,99.25,99.3,99.38,,99.36
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.24,97.24,97.21,97.24,97.29,97.29,97.25,97.21,,97.25
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.56,98.33,97.56,98.2,97.9,97.94,97.6,97.69,,97.82
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.75,98.8,98.79,98.84,98.63,98.84,98.75,,98.78
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.18,98.72,98.95,98.71,98.86,98.75,98.93,,98.82
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.13,98.15,98.02,98.02,98.02,98.02,98.05,98.02,,98.04
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.66,98.45,98.98,98.64,98.65,98.48,98.38,,98.54
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,96.88,96.85,96.85,96.85,96.94,96.88,96.88,96.93,,96.88
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.49,97.75,97.35,97.6,97.88,97.49,97.39,97.62,,97.56
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.75,95.14,95.09,95.31,95.13,94.94,95.06,94.94,,95.05
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.96,98.07,97.93,97.93,98.21,98.2,97.95,97.93,,98.01
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.49,95.76,95.17,95.57,95.17,95.76,95.2,95.76,,95.49
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.51,96.51,96.67,96.67,96.67,96.66,96.7,96.6,,96.63
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.49,93.62,93.16,93.63,93.4,93.86,93.2,93.4,,93.46
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.71,97.71,97.56,97.55,97.85,97.56,97.6,97.71,,97.64
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.89,97.88,98.04,97.89,97.89,98.04,98.01,97.89,,97.94
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.26,94.42,94.66,94.66,94.22,94.64,94.64,94.64,,94.54
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.66,99.8,99.67,99.64,99.65,99.68,99.65,99.72,,99.67
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.02,97.01,97.15,97.05,97.05,97.01,97.17,97.04,,97.05
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.91,93.72,93.75,93.82,93.82,93.72,93.77,93.95,,93.8
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.83,98.64,98.86,98.6,98.46,98.9,98.85,98.65,,98.74
