,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,96.62,97.00,97.44,96.45,96.75,97.16,0.00,96.50,,96.81
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,96.55,96.80,97.37,96.50,96.68,97.09,0.00,96.50,,96.72
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,97.10,97.50,97.91,97.20,97.24,97.92,0.00,97.10,,97.39
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,96.99,97.24,97.67,96.95,97.10,97.81,0.00,97.16,,97.23
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,96.88,97.28,97.78,97.10,97.24,98.35,0.00,97.27,,97.33
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,97.03,97.30,97.74,97.00,97.15,97.59,0.00,97.24,,97.26
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,96.86,97.15,97.47,96.86,97.01,97.46,0.00,97.15,,97.13
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,96.96,97.25,97.56,96.96,97.10,97.56,0.00,97.15,,97.20
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,97.00,97.27,97.57,96.90,97.13,97.87,0.00,97.19,,97.23
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,96.98,97.42,97.58,97.15,97.13,97.89,0.00,97.26,,97.31
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.32,99.46,99.23,99.33,99.32,99.46,0.00,99.30,,99.35
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,96.58,96.91,97.07,96.58,96.44,96.91,0.00,96.50,,96.70
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,97.00,98.04,98.43,97.75,97.33,98.59,0.00,97.95,,97.90
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.82,94.27,94.60,94.35,94.03,95.00,0.00,94.50,,94.51
PIB-FRB-15,31-Dec-20,31-Dec-23,Half-Yearly,99.20,99.46,99.49,99.35,99.45,99.35,0.00,99.50,,99.42
PIB-FRB-16,6-May-21,6-May-26,Half-Yearly,97.96,98.11,98.11,98.09,98.07,98.11,0.00,98.05,,98.09
PIB-FRB-17,7-Oct-21,7-Oct-24,Quarterly,99.27,99.60,99.43,99.56,99.35,99.48,0.00,99.40,,99.44
PIB-FRB-18,30-Dec-21,30-Dec-23,Quarterly,99.69,99.70,99.71,99.72,99.70,99.70,0.00,99.71,,99.70
PIB-FRB-19,7-Apr-22,7-Apr-25,Quarterly,97.73,99.07,99.07,98.80,98.89,99.13,0.00,98.90,,98.95
PIB-FRB-20,8-Sep-22,8-Sep-25,Quarterly,98.50,98.80,98.88,98.92,98.94,98.78,0.00,98.90,,98.86
PIB-FRB-21,8-Sep-22,8-Sep-24,Quarterly,99.55,99.57,99.65,99.65,99.65,99.54,0.00,99.64,,99.61
PIB-FRB-22,4-Nov-21,4-Nov-31,Half-Yearly,92.95,93.97,93.63,93.54,93.46,93.97,0.00,93.55,,93.63
PIB-FRB-23,17-Nov-22,17-Nov-27,Half-Yearly,95.66,96.62,96.50,96.35,96.49,96.87,0.00,96.40,,96.47
PIB-FRB-24,9-Feb-23,9-Feb-25,Quarterly,99.19,99.17,99.32,99.37,99.42,99.27,0.00,99.40,,99.31
PIB-FRB-25,9-Feb-23,9-Feb-26,Quarterly,98.00,98.41,98.25,98.20,98.23,98.33,0.00,98.20,,98.24
PIB-FRB-26,6-Apr-23,6-Apr-25,Quarterly,99.14,99.01,99.23,99.25,99.11,99.01,0.00,99.15,,99.13
PIB-FRB-27,6-Apr-23,6-Apr-28,Semiannually,95.20,96.64,96.51,96.25,96.52,97.03,0.00,96.45,,96.47
PIB-FRB-28,10-Aug-23,10-Aug-28,Semiannually,94.95,96.53,96.26,96.26,96.20,96.80,0.00,95.20,,96.09
PIB-FRB-29,21-Sep-23,21-Sep-25,Quarterly,98.95,98.83,98.94,98.87,98.87,98.68,0.00,98.88,,98.88
PIB-FRB-30,21-Sep-23,21-Sep-26,Quarterly,97.81,97.97,97.96,98.02,98.02,98.02,0.00,98.02,,98.00
PIB-FRB-31,21-Sep-23,21-Sep-28,Semiannually,96.70,97.13,97.14,97.14,97.17,97.19,0.00,97.16,,97.15
PIB-FRB-32,19-Oct-23,19-Oct-26,Quarterly,97.93,97.78,97.93,97.68,97.99,97.72,0.00,97.99,,97.87
PIB-FRB-33,19-Oct-23,19-Oct-28,Semiannually,96.95,97.01,96.74,97.02,96.96,96.96,0.00,96.96,,96.97
