,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.13,0,98.13,0,98.18,98.05,98.13,98.21,,98.14
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.15,0,98.11,0,98.12,98,98.15,98.26,,98.13
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,0,98.65,0,98.6,99.38,98.6,98.66,,98.74
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.21,0,98.59,0,98.5,99.49,98.4,98.62,,98.64
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.58,0,98.5,0,98.49,98.14,98.45,98.56,,98.45
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.57,0,98.47,0,98.57,98.16,98.43,98.55,,98.46
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.19,0,98.44,0,98.47,98.24,98.28,98.36,,98.33
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.28,0,98.57,0,98.56,98.15,98.32,98.48,,98.39
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,0,98.6,0,98.58,98.15,98.45,98.62,,98.47
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.5,0,98.64,0,98.56,99.62,98.53,98.66,,98.75
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,0,100.18,0,100.23,100.2,100.2,100.23,,100.2
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.75,0,99.88,0,99.71,99.8,99.85,99.92,,99.82
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.94,0,98.39,0,99.1,98.34,98.85,98.96,,98.76
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.43,0,94.95,0,95.76,94.94,95.42,95.48,,95.33
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.4,0,99.46,0,99.46,99.52,99.46,99.42,,99.45
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.98,0,99.98,0,99.98,99.97,99.98,100.03,,99.99
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.61,0,99.62,0,99.71,99.7,99.7,99.78,,99.69
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,99.39,0,99.18,0,99.48,99.43,99.4,99.54,,99.4
PIB-FRB-19,4-Nov-21,4-Nov-31,Half-Yearly,96.78,0,96.77,0,96.33,96.77,96.6,96.62,,96.65
PIB-FRB-20,17-Nov-22,17-Nov-27,Half-Yearly,97.83,0,98.26,0,98.15,98.47,98.58,98.22,,98.25
PIB-FRB-21,9-Feb-23,9-Feb-25,Quarterly,99.55,0,99.52,0,99.47,99.48,99.5,99.58,,99.52
PIB-FRB-22,9-Feb-23,9-Feb-26,Quarterly,98.75,0,98.73,0,98.92,99.21,98.75,99.52,,98.98
PIB-FRB-23,6-Apr-23,6-Apr-25,Quarterly,99.42,0,99.35,0,99.23,99.3,99.2,99.55,,99.34
PIB-FRB-24,6-Apr-23,6-Apr-28,Half-Yearly,97.87,0,97.98,0,98.1,98.09,99.09,98.09,,98.2
PIB-FRB-25,10-Aug-23,10-Aug-28,Half-Yearly,97.55,0,97.42,0,97.55,98.07,97.94,97.81,,97.72
PIB-FRB-26,21-Sep-23,21-Sep-25,Quarterly,98.75,0,98.8,0,98.69,98.76,98.8,98.91,,98.79
PIB-FRB-27,21-Sep-23,21-Sep-26,Quarterly,98.2,0,98.3,0,98.45,99.01,98.4,98.89,,98.54
PIB-FRB-28,21-Sep-23,21-Sep-28,Half-Yearly,98.39,0,98.17,0,98.04,98.31,98.03,98.27,,98.2
PIB-FRB-29,19-Oct-23,19-Oct-26,Quarterly,98.28,0,98.45,0,98.51,98.49,98.45,98.99,,98.53
PIB-FRB-30,19-Oct-23,19-Oct-28,Half-Yearly,97.62,0,97.62,0,97.5,98.67,97.62,98.21,,97.87
PIB-FRB-31,14-Dec-23,14-Dec-28,Half-Yearly,97.44,0,97.16,0,97.84,97.97,97.97,97.89,,97.71
PIB-FRB-32,14-Dec-23,14-Dec-33,Half-Yearly,94.71,0,95.09,0,95.29,95.47,95.28,95.35,,95.2
PIB-FRB-33,7-Feb-24,7-Feb-29,Half-Yearly,97.32,0,97.24,0,97.51,98.34,97.64,97.95,,97.67
PIB-FRB-34,7-Feb-24,7-Feb-34,Half-Yearly,95.73,0,95.17,0,95.17,95.37,95.15,95.59,,95.36
PIB-FRB-35,18-Apr-24,18-Apr-29,Half-Yearly,97.87,0,97.59,0,97.18,97.86,97.45,97.39,,97.56
PIB-FRB-36,18-Apr-24,18-Apr-34,Half-Yearly,95.58,0,95.5,0,95.32,95.67,95.49,95.75,,95.55
PIB-FRB-37,27-Jun-24,27-Jun-29,Half-Yearly,97.74,0,97.53,0,97.68,97.96,97.67,98.01,,97.77
PIB-FRB-38,5-Sep-24,5-Sep-29,Half-Yearly,97.59,0,97.59,0,97.28,98.05,97.59,98.15,,97.71
PIB-FRB-39,5-Sep-24,5-Sep-34,Half-Yearly,94.45,0,94.66,0,94.66,95.17,94.45,95.21,,94.77
