,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,0.00,98.10,97.87,97.75,97.85,98.05,97.90,97.87,,97.91
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,0.00,98.05,97.86,97.75,97.91,98.00,97.88,97.81,,97.89
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,0.00,98.52,98.43,98.05,98.19,98.29,98.35,98.17,,98.29
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,0.00,98.20,98.35,98.10,97.90,98.29,98.20,98.09,,98.18
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,0.00,98.15,98.42,98.35,97.89,98.14,98.35,98.15,,98.23
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,0.00,98.76,98.77,98.10,97.87,98.16,98.50,98.49,,98.40
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,0.00,98.21,98.21,98.10,97.91,98.24,98.20,98.11,,98.17
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,0.00,98.30,98.36,98.15,98.05,98.15,98.18,98.15,,98.19
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,0.00,98.25,98.38,98.15,98.01,98.15,98.35,98.15,,98.21
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,0.00,98.18,98.42,98.15,98.07,98.05,98.20,98.09,,98.14
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,0.00,99.98,99.89,99.90,99.80,99.92,99.90,99.85,,99.89
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,0.00,97.84,98.50,98.17,97.67,98.21,98.30,98.15,,98.13
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,0.00,98.54,98.39,98.35,98.80,98.34,98.35,98.21,,98.39
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,0.00,95.33,94.60,95.00,95.37,94.94,94.80,94.79,,94.97
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,0.00,98.50,98.57,98.57,98.50,98.57,98.60,98.57,,98.56
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,0.00,99.64,99.65,99.64,99.73,99.67,99.65,99.61,,99.65
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,0.00,99.35,99.14,99.28,99.23,99.29,99.15,99.05,,99.22
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,0.00,98.70,98.82,98.74,98.90,99.06,98.80,98.63,,98.79
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,0.00,99.56,99.67,99.54,99.63,99.52,99.60,99.49,,99.57
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,0.00,95.20,95.50,95.16,95.16,95.50,95.40,95.15,,95.28
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,0.00,97.04,97.05,97.16,97.16,97.16,97.18,97.11,,97.13
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,0.00,99.11,99.12,99.26,99.01,98.99,99.10,98.99,,99.07
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,0.00,98.37,98.52,98.52,98.51,98.50,98.50,98.25,,98.48
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,0.00,99.01,98.94,99.01,99.08,98.98,99.14,99.01,,99.02
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,0.00,96.74,96.71,96.74,96.72,96.79,96.78,96.71,,96.74
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,0.00,96.34,96.33,96.20,96.34,96.47,96.40,96.33,,96.35
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,0.00,98.40,98.83,98.41,98.41,98.23,98.35,98.23,,98.36
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,0.00,97.93,98.01,98.06,98.10,97.95,98.02,98.01,,98.01
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,0.00,96.37,96.24,96.11,96.25,96.38,96.30,96.19,,96.27
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,0.00,97.95,97.97,98.13,98.10,97.90,97.98,97.99,,98.00
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,0.00,96.50,96.32,96.53,96.45,96.53,94.47,96.53,,96.47
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,0.00,96.29,96.35,96.20,96.33,96.06,96.35,96.17,,96.27
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,0.00,94.79,95.00,94.00,94.37,94.56,94.80,94.51,,94.61
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,0.00,96.08,96.21,96.06,95.95,96.07,96.15,96.21,,96.11
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,0.00,94.54,94.14,94.34,94.36,94.55,94.35,94.35,,94.39
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,0.00,96.30,96.33,96.31,96.31,96.33,96.30,96.36,,96.32
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,0.00,94.63,94.64,94.63,94.45,94.63,94.55,94.59,,94.61
