Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.19,-0.04
PIBFR10YQ2033-12-14,94.99,-0.03
PIBFR10YS2028-05-31,98.76,-0.12
PIBFR10YS2028-06-28,98.69,0.00
PIBFR10YS2028-08-09,98.72,0.04
PIBFR10YS2029-02-21,98.77,0.26
PIBFR10YS2029-03-21,98.61,0.24
PIBFR10YS2029-04-18,98.40,0.08
PIBFR10YS2029-05-30,98.24,-0.08
PIBFR10YS2029-06-27,98.57,0.22
PIBFR10YS2029-07-25,98.53,0.20
PIBFR10YS2029-08-22,98.77,0.20
PIBFR10YS2030-06-18,99.94,0.02
PIBFR10YS2031-11-04,94.89,-0.10
PIBFR10YS2034-02-07,95.99,0.05
PIBFR10YS2034-04-18,93.58,-0.05
PIBFR10YS2034-09-05,94.40,-0.05
PIBFR10YS2034-10-03,93.84,-0.09
PIBFR10YS2034-11-14,92.93,-0.02
PIBFR2YQ2025-02-09,99.86,0.03
PIBFR2YQ2025-04-06,99.76,0.05
PIBFR2YQ2025-09-21,99.39,0.13
PIBFR2YS2026-10-03,99.71,-0.01
PIBFR3YQ2025-04-07,100.11,0.04
PIBFR3YQ2025-09-08,99.59,0.02
PIBFR3YQ2026-02-09,98.95,0.04
PIBFR3YQ2026-09-21,98.91,0.03
PIBFR3YQ2026-10-19,98.68,0.01
PIBFR3YQ2027-02-07,98.72,0.01
PIBFR5YQ2025-10-22,99.26,0.05
PIBFR5YS2025-06-18,100.49,0.00
PIBFR5YS2026-05-06,99.35,-0.01
PIBFR5YS2027-11-17,97.54,0.01
PIBFR5YS2028-04-06,97.62,0.12
PIBFR5YS2028-08-10,97.87,-0.01
PIBFR5YS2028-09-21,97.99,0.00
PIBFR5YS2028-10-19,97.21,0.05
PIBFR5YS2028-12-14,97.49,-0.04
PIBFR5YS2029-02-07,97.90,0.01
PIBFR5YS2029-04-18,96.88,0.07
PIBFR5YS2029-06-27,97.17,-0.11
PIBFR5YS2029-09-05,97.76,0.02
PIBFR5YS2029-10-03,97.47,0.03
PIBFR5YS2029-11-14,96.70,0.00
