,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.24,0,99.18,98.95,99.24,98.64,98.9,0,,99.07
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.2,0,99.16,98.95,99.2,98.6,98.9,0,,99.05
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.78,0,98.62,98.9,100.22,99.3,98.75,0,,98.93
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.49,0,98.77,98.8,100.25,99,98.8,0,,98.84
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.53,0,98.56,98.7,100.27,98.7,98.6,0,,98.64
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.48,0,98.45,98.6,100.29,98.55,98.52,0,,98.54
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.16,0,98.22,98.25,100.28,98.24,98.22,0,,98.23
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.31,0,98.18,98.45,100.28,98.2,98.4,0,,98.34
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.42,0,98.32,98.45,100.93,98.3,98.35,0,,98.39
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.76,0,98.5,98.75,100.28,99.62,98.75,0,,98.97
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.02,0,99.97,100.2,99.98,100.2,100.05,0,,100.06
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.96,0,99.96,100,100.52,100,100,0,,99.99
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.74,0,99.67,99.79,99.75,99.55,99.75,0,,99.73
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.81,0,94.98,96.09,95.93,95.6,95.72,0,,95.56
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.77,0,99.74,99.63,99.73,99.76,99.72,0,,99.74
PIB-FRB-16,8-Sep-22,8-Sep-25,Quarterly,99.89,0,99.74,99.84,99.82,99.82,99.84,0,,99.83
PIB-FRB-17,4-Nov-21,4-Nov-31,Half-Yearly,95.28,0,95.91,95.91,96.06,98.9,95.95,0,,95.96
PIB-FRB-18,17-Nov-22,17-Nov-27,Half-Yearly,98.54,0,98.62,98.62,98.95,98.33,98.64,0,,98.61
PIB-FRB-19,9-Feb-23,9-Feb-26,Quarterly,99.64,0,99.55,99.6,99.64,99.61,99.6,0,,99.61
PIB-FRB-20,6-Apr-23,6-Apr-28,Half-Yearly,97.93,0,98.06,98,98.12,98.04,98.07,0,,98.04
PIB-FRB-21,10-Aug-23,10-Aug-28,Half-Yearly,97.49,0,97.37,97.46,97.62,97.49,97.45,0,,97.47
PIB-FRB-22,21-Sep-23,21-Sep-25,Quarterly,99.72,0,99.72,99.74,99.7,99.52,99.7,0,,99.71
PIB-FRB-23,21-Sep-23,21-Sep-26,Quarterly,99.24,0,99.14,99.11,98.99,99.28,99.14,0,,99.16
PIB-FRB-24,21-Sep-23,21-Sep-28,Half-Yearly,97.68,0,97.64,97.55,97.59,97.6,97.54,0,,97.6
PIB-FRB-25,19-Oct-23,19-Oct-26,Quarterly,99.14,0,99.14,99.14,99.18,99.12,99.14,0,,99.14
PIB-FRB-26,19-Oct-23,19-Oct-28,Half-Yearly,97.35,0,97.8,97.64,97.7,97.77,97.69,0,,97.7
PIB-FRB-27,14-Dec-23,14-Dec-28,Half-Yearly,97.57,0,97.51,97.48,97.57,97.39,97.49,0,,97.51
PIB-FRB-28,14-Dec-23,14-Dec-33,Half-Yearly,92.68,0,93.31,93.89,93.74,93.98,93.31,0,,93.56
PIB-FRB-29,7-Feb-24,7-Feb-29,Half-Yearly,97.92,0,97.15,97.16,97.34,97.39,97.15,0,,97.26
PIB-FRB-30,7-Feb-24,7-Feb-34,Half-Yearly,94.2,0,93.15,93.2,93.5,93.8,93.5,0,,93.5
PIB-FRB-31,18-Apr-24,18-Apr-29,Half-Yearly,97.35,0,97.56,97.38,97.41,97.43,97.37,0,,97.4
PIB-FRB-32,18-Apr-24,18-Apr-34,Half-Yearly,93.28,0,94.02,93.87,93.97,93.52,93.78,0,,93.79
PIB-FRB-33,27-Jun-24,27-Jun-29,Half-Yearly,97.1,0,97.23,97.16,97.2,97.28,97.19,0,,97.2
PIB-FRB-34,5-Sep-24,5-Sep-29,Half-Yearly,96.86,0,96.95,96.92,97.08,97.18,97.02,0,,96.99
PIB-FRB-35,5-Sep-24,5-Sep-34,Half-Yearly,93.54,0,93.69,92.92,93.74,93.28,93.28,0,,93.45
PIB-FRB-36,3-Oct-24,3-Oct-26,Half-Yearly,99.7,0,99.87,99.75,99.72,99.78,99.76,0,,99.75
PIB-FRB-37,3-Oct-24,3-Oct-29,Half-Yearly,96.96,0,96.96,96.93,97,97.15,96.93,0,,96.96
PIB-FRB-38,3-Oct-24,3-Oct-34,Half-Yearly,93.02,0,93.02,93.28,93.28,93.27,93.02,0,,93.15
PIB-FRB-39,7-Feb-24,7-Feb-27,Quarterly,98.8,0,98.88,98.9,98.67,98.8,98.8,0,,98.82
PIB-FRB-40,14-Nov-24,14-Nov-29,Half-Yearly,97.38,0,97.03,97.15,97.06,97.38,97.09,0,,97.17
