,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.10,98.17,97.97,97.75,98.18,98.10,98.15,97.95,,98.07
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.00,98.08,97.86,97.75,97.84,98.13,97.95,97.95,,97.95
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,97.90,98.52,98.43,98.05,98.28,98.27,98.45,98.40,,98.31
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,97.80,98.18,98.35,98.10,98.32,98.29,98.30,98.18,,98.23
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,97.70,98.13,98.42,98.35,98.34,98.14,98.25,98.18,,98.23
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.30,98.76,98.77,98.10,98.50,98.16,98.65,98.35,,98.45
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.21,98.21,98.10,98.27,98.24,98.20,98.21,,98.20
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.36,98.15,98.39,98.15,98.30,98.15,,98.23
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.47,98.22,98.38,98.15,98.43,98.15,98.35,98.23,,98.29
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.02,98.18,98.42,98.15,98.37,98.05,98.25,98.20,,98.20
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.91,99.89,99.85,99.78,99.60,99.88,99.89,,99.86
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.21,97.83,98.38,98.55,98.41,98.19,98.35,98.23,,98.30
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,97.00,98.54,98.39,98.35,98.33,98.34,98.40,98.39,,98.37
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.82,95.33,94.60,95.00,94.87,94.94,95.00,95.00,,94.94
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.37,98.57,98.65,98.61,97.04,98.50,98.55,98.37,,98.50
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.66,99.65,99.64,99.75,99.66,99.66,99.66,,99.66
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.10,95.22,99.14,99.11,99.21,99.11,99.10,99.10,,99.11
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.65,98.87,98.82,98.74,98.90,98.76,98.80,98.75,,98.79
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.57,99.60,99.54,99.65,99.53,99.55,99.54,,99.56
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.50,95.51,95.38,95.52,96.03,95.41,95.52,95.38,,95.47
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.05,97.39,97.19,97.40,97.36,97.51,97.20,97.15,,97.28
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.11,99.11,99.02,99.10,99.20,98.99,99.10,99.02,,99.08
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.39,98.33,98.52,98.52,98.37,98.40,98.50,98.39,,98.43
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,98.95,98.88,98.81,98.83,98.95,98.78,98.85,98.74,,98.85
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97.00,97.06,97.14,97.07,96.81,97.01,97.13,97.09,,97.06
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.42,96.41,96.29,96.34,96.34,96.42,96.26,,96.36
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.40,98.50,98.30,98.46,98.53,98.23,98.47,98.30,,98.41
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.87,98.01,98.06,98.11,97.95,98.02,98.01,,98.02
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.15,96.35,96.35,96.33,96.35,96.30,98.35,96.20,,96.31
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.13,97.81,97.97,98.13,97.85,97.90,97.95,97.97,,97.96
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.70,96.92,96.93,96.92,96.81,96.87,96.91,96.75,,96.86
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.25,96.54,96.61,96.54,96.65,96.59,96.55,96.25,,96.51
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.30,94.79,95.00,94.60,94.92,95.16,94.82,94.78,,94.82
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.30,96.04,96.03,96.04,96.15,96.03,96.02,96.01,,96.05
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.55,94.32,94.14,94.32,94.38,94.25,94.33,94.32,,94.32
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.71,96.69,96.73,96.76,98.65,96.73,96.75,96.72,,96.73
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.35,94.64,95.03,94.84,94.79,94.83,94.80,94.65,,94.76
