,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,98.13,97.75,97.89,98.05,98.1,98.09,,98.06
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,98.11,97.75,97.86,98,98.05,98.11,,98.03
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.63,98.65,98.05,98.32,98.29,98.35,98.37,,98.38
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.59,98.1,98.12,98.29,98.25,98.22,,98.21
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.42,98.5,98.35,98.08,98.14,98.3,98.25,,98.27
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.39,98.47,98.1,98.01,98.16,98.5,98.52,,98.35
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.44,98.1,98.02,98.24,98.15,98.21,,98.17
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.57,98.15,98.04,98.15,98.17,98.17,,98.18
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.32,98.6,98.15,98.12,98.15,98.3,98.29,,98.27
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.55,98.64,98.15,98.06,98.05,98.4,98.34,,98.27
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.95,100.11,100.18,100.15,100.27,100.18,100.1,100.15,,100.15
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,98.74,98.48,98.74,98.7,98.74,98.55,98.5,,98.62
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.3,98.71,98.39,99.11,98.95,98.34,98.4,98.39,,98.53
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.71,94.95,95,95.29,94.94,94.95,94.97,,95.02
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.87,98.92,98.91,99.12,98.99,98.88,98.96,98.97,,98.94
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.94,99.93,99.94,99.94,99.94,99.93,99.93,99.93,,99.94
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.55,99.6,99.5,99.56,99.55,99.57,99.5,99.57,,99.55
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,99.35,99.21,99.04,99.28,99.26,99.34,99.15,99.21,,99.24
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.85,99.93,99.93,99.88,99.94,99.84,99.95,99.9,,99.91
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.6,95.35,95.68,95.51,95.29,95.23,95.47,95.29,,95.42
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.3,97.53,97.53,97.53,97.54,97.39,97.52,97.53,,97.51
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.45,99.39,99.22,99.35,99.3,99.3,99.34,,99.33
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.55,98.74,98.73,98.73,98.75,98.92,98.75,98.71,,98.74
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.27,99.19,99.03,99.08,99.16,99.15,99.17,,99.15
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,97.23,96.92,97.02,96.92,96.97,96.91,97.2,97.18,,97.04
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,96.82,97.14,97.04,97.1,97.1,97.1,96.89,96.99,,97.04
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.8,98.8,98.41,98.57,98.82,98.7,98.75,,98.73
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.2,98.33,98.3,98.55,98.2,98.55,98.3,98.29,,98.33
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,96.25,96.66,96.92,96.65,96.79,96.47,96.6,96.71,,96.65
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.15,98.1,98.17,98.62,98.06,98.5,98.15,98.17,,98.21
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,96.77,96.75,96.87,96.63,96.6,96.5,96.79,96.62,,96.69
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,96.88,96.86,96.73,97,96.62,96.85,96.87,96.85,,96.84
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,94.52,94.9,94.85,94.71,94.39,94.9,94.9,94.54,,94.74
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,96.33,96.91,96.7,96.97,96.89,96.93,96.86,96.83,,96.85
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,94.5,95.19,95.08,94.85,94.42,94.97,94.8,94.8,,94.83
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,96.45,96.31,96.34,96.58,96.34,96.27,96.57,96.34,,96.39
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,95.04,95.05,94.85,94.83,94.6,94.56,95.04,95.01,,94.90
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,96.88,96.85,96.88,96.85,97,96.88,96.9,96.88,,96.88
