,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,98.05,98.1,97.87,97.75,97.94,97.85,,97.99
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.93,98.09,97.86,97.75,97.89,97.84,,97.93
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,97.9,98.52,98.27,98.44,98.43,98.05,98.38,98.4,,98.33
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,97.8,98.18,98.14,98.25,98.35,98.1,98.28,98.33,,98.21
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,97.7,98.13,97.99,98.35,98.42,98.35,98.32,98.4,,98.26
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.3,98.76,98.61,98.7,98.77,98.1,98.48,98.75,,98.60
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.21,98.3,98.22,98.21,98.1,98.13,98.2,,98.18
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.33,98.25,98.36,98.15,98.37,98.34,,98.28
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.47,98.22,98.26,98.36,98.38,98.15,98.35,98.32,,98.32
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.02,98.18,98.19,98.25,98.42,98.15,98.28,98.4,,98.24
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.91,99.89,99.88,99.89,99.85,99.9,99.84,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.21,97.83,98.26,98.37,98.38,98.55,98.31,98.32,,98.31
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,97,98.54,98.56,98.4,98.39,98.35,98.43,98.37,,98.41
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.82,95.33,95.34,95,94.6,95,94.95,94.55,,94.95
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.37,98.43,98.4,98.31,98.47,98.43,98.43,98.43,,98.42
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.64,99.64,99.66,99.63,99.64,99.64,99.64,,99.64
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.2,99.15,99.13,99.14,99.11,99.12,99.12,,99.13
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.65,98.84,98.81,98.81,98.82,98.74,98.79,98.8,,98.80
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.5,99.64,99.48,99.57,99.54,99.58,99.54,,99.55
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.5,95.53,95.36,95.54,95.38,95.53,95.45,95.33,,95.46
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.05,97.4,97.2,97.15,97.19,97.36,97.41,97.18,,97.25
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.11,99.09,99.17,99.09,99.02,99.1,99.12,99.1,,99.10
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.39,98.32,98.46,98.5,98.52,98.52,98.49,98.5,,98.48
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,98.95,98.82,98.97,98.74,98.81,98.91,98.9,98.86,,98.88
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,96.85,96.89,96.85,96.87,96.87,96.9,96.9,96.89,,96.88
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.27,96.27,96.26,96.12,96.27,96.27,96.25,,96.27
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.47,98.5,98.49,98.3,98.46,98.47,98.46,,98.46
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.85,97.97,98.02,98.01,98.06,98.02,98,,98.01
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.15,96.21,96.19,96.2,96.16,96.22,96.19,96.14,,96.18
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.13,97.79,97.9,97.78,97.97,98.13,97.94,97.95,,97.95
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.7,96.66,96.66,96.67,96.64,96.66,96.66,96.73,,96.67
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.25,96.5,96.5,96.51,96.61,96.5,96.53,96.59,,96.52
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.3,94.76,94.8,94.85,95,94.55,94.83,94.9,,94.78
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.3,96.02,95.99,96.01,96,96.01,96.02,96,,96.01
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.31,94.24,94.23,94.14,94.3,94.24,94.15,,94.25
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.6,96.59,96.59,96.62,96.59,96.62,96.59,96.87,,96.60
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.35,94.47,94.55,94.45,95.05,94.49,94.55,94.7,,94.54
