,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.13,98.1,0,98,98.18,98.05,98.13,97.96,,98.08
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.15,98.05,0,98,98.12,98,98.15,98.01,,98.07
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,0,98.25,98.6,99.38,98.6,98.41,,98.56
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.21,98.2,0,98.2,98.5,99.49,98.45,98.37,,98.35
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.58,98.42,0,98.25,98.49,98.14,98.48,98.31,,98.39
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.57,98.39,0,98.25,98.57,98.16,98.5,98.3,,98.40
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.9,98.21,0,98.2,98.47,98.24,98.3,98.11,,98.28
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.28,98.3,0,98.2,98.56,98.15,98.4,98.23,,98.28
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,0,98.2,98.58,98.15,98.45,98.37,,98.35
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.5,98.55,0,98.2,98.56,99.62,98.53,98.41,,98.51
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,100.11,0,100.15,100.23,100.2,100.2,99.98,,100.16
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.75,100.04,0,100.11,99.71,99.82,99.85,99.67,,99.83
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.94,98.71,0,99.13,99.1,98.34,98.8,98.71,,98.85
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.43,95.71,0,95,95.76,94.94,95.42,95.23,,95.36
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.4,99.4,0,99.46,99.46,99.46,99.43,99.17,,99.43
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.98,100,0,99.94,99.99,99.97,99.98,99.78,,99.97
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.61,99.71,0,99.7,99.71,99.7,99.68,99.53,,99.68
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,99.39,99.5,0,99.5,99.48,99.5,99.4,99.29,,99.45
PIB-FRB-19,4-Nov-21,4-Nov-31,Half-Yearly,96.81,96.78,0,96.42,96.34,96.77,96.6,96.37,,96.59
PIB-FRB-20,17-Nov-22,17-Nov-27,Half-Yearly,97.83,98.26,0,97.55,98.15,98.47,98.37,97.97,,98.12
PIB-FRB-21,9-Feb-23,9-Feb-25,Quarterly,99.56,99.56,0,99.22,99.47,99.48,99.5,99.33,,99.47
PIB-FRB-22,9-Feb-23,9-Feb-26,Quarterly,98.75,98.92,0,98.98,98.93,99.21,98.75,99.27,,98.96
PIB-FRB-23,6-Apr-23,6-Apr-25,Quarterly,99.42,99.42,0,99.3,99.23,99.3,99.25,99.3,,99.31
PIB-FRB-24,6-Apr-23,6-Apr-28,Half-Yearly,97.87,97.98,0,97.87,97.99,97.86,98.1,97.84,,97.91
PIB-FRB-25,10-Aug-23,10-Aug-28,Half-Yearly,97.55,97.68,0,98.07,97.55,98.07,97.86,97.56,,97.74
PIB-FRB-26,21-Sep-23,21-Sep-25,Quarterly,98.75,98.77,0,98.41,98.69,98.76,98.8,98.66,,98.73
PIB-FRB-27,21-Sep-23,21-Sep-26,Quarterly,98.2,98.52,0,98.93,98.45,99.17,98.4,98.64,,98.59
PIB-FRB-28,21-Sep-23,21-Sep-28,Half-Yearly,98.31,98.3,0,98.17,98.17,98.3,98.17,98.02,,98.22
PIB-FRB-29,19-Oct-23,19-Oct-26,Quarterly,98.28,98.59,0,98.74,98.51,98.83,98.45,98.74,,98.61
PIB-FRB-30,19-Oct-23,19-Oct-28,Half-Yearly,97.63,97.75,0,97.76,97.5,97.62,97.62,97.96,,97.68
PIB-FRB-31,14-Dec-23,14-Dec-28,Half-Yearly,97.44,97.84,0,97.98,97.84,97.97,97.89,97.64,,97.84
PIB-FRB-32,14-Dec-23,14-Dec-33,Half-Yearly,94.71,95.28,0,95.48,95.29,95.47,95.28,95.1,,95.28
PIB-FRB-33,7-Feb-24,7-Feb-29,Half-Yearly,97.32,97.64,0,97.93,97.51,98.34,97.51,97.7,,97.66
PIB-FRB-34,7-Feb-24,7-Feb-34,Half-Yearly,95.73,95.76,0,94.98,95.89,95.37,95.15,95.34,,95.47
PIB-FRB-35,18-Apr-24,18-Apr-29,Half-Yearly,97.49,97.32,0,97.32,97.19,97.45,97.59,97.14,,97.35
PIB-FRB-36,18-Apr-24,18-Apr-34,Half-Yearly,95.58,95.5,0,95.13,95.32,95.67,95.49,95.5,,95.48
PIB-FRB-37,27-Jun-24,27-Jun-29,Half-Yearly,97.74,97.68,0,98.11,97.68,97.82,97.67,97.76,,97.74
PIB-FRB-38,5-Sep-24,5-Sep-29,Half-Yearly,97.59,98.05,0,98.06,97.28,98.21,97.59,97.9,,97.84
PIB-FRB-39,5-Sep-24,5-Sep-34,Half-Yearly,94.45,94.65,0,94.66,94.66,95.17,94.45,94.96,,94.68
