,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.17,98.64,98.65,98.55,0,98.05,98.65,98.65,,98.63
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,98.6,98.65,98.55,0,98,98.6,98.65,,98.61
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.76,99.26,98.38,98.65,0,99.38,98.65,98.67,,98.8
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.65,99.05,98.5,98.55,0,99.49,98.55,98.55,,98.67
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.63,99.03,98.17,98.4,0,98.14,98.4,98.58,,98.44
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.43,98.7,98.4,98.4,0,98.16,98.4,98.41,,98.41
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.21,98.21,98.2,0,98.24,98.21,98.21,,98.21
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.24,98.22,98.5,98.5,0,98.15,98.5,98.51,,98.39
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.39,98.32,98.32,98.35,0,98.15,98.32,98.35,,98.33
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.66,98.55,98.55,98.55,0,99.62,98.55,98.57,,98.58
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.25,100.3,100.35,100.4,0,100.3,100.33,100.33,,100.32
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.96,100.04,99.96,100,0,100,98.97,99.99,,99.98
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.42,99.62,99.2,99.72,0,99.13,99.45,99.56,,99.45
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.62,95.66,95.66,95.3,0,94.94,95.55,95.54,,95.4
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.89,99.83,99.78,99.95,0,99.77,99.83,99.78,,99.82
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,99.96,99.98,99.97,0,100,99.98,99.96,,99.97
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.99,99.98,99.96,99.9,0,99.75,99.99,99.96,,99.96
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.5,95.49,95.27,95.9,0,95.49,95.5,95.5,,95.5
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.71,98.81,98.35,98.82,0,98.81,98.72,98.71,,98.68
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.98,99.98,99.98,99.98,0,99.95,99.97,99.98,,99.98
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,99.02,99.52,99.67,99.55,0,99.72,99.52,99.58,,99.57
