,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,0,98.1,97.87,97.75,97.85,98.05,97.9,97.95,,97.92
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,0,98.05,97.86,97.75,97.85,98,97.95,97.88,,97.91
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,0,98.52,98.43,98.05,98.2,98.29,98.35,98.27,,98.31
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,0,98.2,98.35,98.1,97.91,98.29,98.2,98.18,,98.19
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,0,98.15,98.42,98.35,97.86,98.14,98.3,98.22,,98.23
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,0,98.76,98.77,98.1,97.87,98.16,98.5,98.58,,98.42
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,0,98.21,98.21,98.1,97.9,98.24,98.2,98.19,,98.18
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,0,98.3,98.36,98.15,97.99,98.15,98.18,98.22,,98.2
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,0,98.25,98.38,98.15,98.02,98.15,98.3,98.22,,98.21
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,0,98.18,98.42,98.15,98.08,98.05,98.15,98.18,,98.15
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,0,99.98,99.89,99.9,99.79,99.92,99.9,99.92,,99.91
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,0,97.84,98.48,98.17,97.66,98.45,98.2,98.23,,98.18
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,0,98.54,98.39,98.35,98.82,98.34,98.35,98.3,,98.39
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,0,95.33,94.6,95,95.38,94.94,94.9,94.87,,95.01
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,0,98.57,98.65,98.58,98.58,98.65,98.64,98.65,,98.62
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,0,99.73,99.74,99.76,99.73,99.76,99.72,99.77,,99.74
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,0,99.37,99.14,99.28,99.25,99.38,99.15,99.13,,99.24
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,0,98.7,98.82,98.74,98.9,99.06,98.74,98.71,,98.78
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,0,99.59,99.68,99.59,99.65,99.68,99.6,99.57,,99.62
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,0,95.32,95.39,95.43,95.39,95.39,95.39,95.59,,95.4
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,0,97.04,97.27,97.16,97.16,97.27,97.26,97.18,,97.21
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,0,99.14,99.3,99.22,99.03,99.68,99.1,99.06,,99.16
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,0,98.38,98.52,98.52,98.52,98.65,98.5,98.32,,98.49
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,0,98.97,99.08,99.03,99.1,99,99,99.07,,99.04
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,0,96.91,97.01,96.92,97.04,97.01,96.96,96.95,,96.97
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,0,96.36,96.49,96.4,96.46,96.49,96.43,96.41,,96.44
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,0,98.41,98.77,98.41,98.41,98.73,98.38,98.31,,98.47
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,0,97.93,98.01,98.06,98.08,97.95,98,98.07,,98.02
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,0,96.39,96.39,96.39,96.25,96.39,96.39,96.27,,96.37
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,0,97.88,98.17,98.13,97.96,98.05,97.98,98.07,,98.04
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,0,96.66,96.77,96.72,96.8,96.82,96.79,96.79,,96.77
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,0,96.28,96.35,96.33,96.33,96.33,96.3,96.21,,96.31
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,0,94.77,95,94,94.36,94.56,94.78,94.55,,94.6
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,0,96.11,96.17,96.11,96.11,96.16,96.13,96.11,,96.12
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,0,94.56,95.08,94.34,94.37,94.89,94.63,94.42,,94.57
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,0,96.64,96.64,96.64,96.59,96.67,96.61,96.64,,96.63
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,0,94.63,95.05,94.63,94.63,95.07,94.64,94.63,,94.72
PIB-FRB-38,27-Jun-24,27-Jun-29,Semiannually,0,96.53,96.55,96.54,96.69,96.6,96.53,96.55,,96.55
