,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.21,98.1,98.13,98,97.99,98.05,0,0,,98.08
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.15,98.05,98.11,98,97.91,98,0,0,,98.04
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.65,98.25,98.34,99.38,0,0,,98.63
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.19,98.2,98.59,98.2,98.21,99.49,0,0,,98.48
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.54,98.42,98.5,98.25,98.17,98.14,0,0,,98.34
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.41,98.39,98.47,98.25,98.26,98.16,0,0,,98.32
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.24,98.21,98.44,98.2,98.3,98.24,0,0,,98.27
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.3,98.3,98.57,98.2,98.44,98.15,0,0,,98.33
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.6,98.2,98.29,98.15,0,0,,98.33
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.48,98.55,98.64,98.2,98.24,99.62,0,0,,98.62
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,100.33,100.33,100.15,100.33,100.2,0,0,,100.25
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.76,100.04,99.88,100.11,99.89,99.85,0,0,,99.92
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99,98.71,98.39,99.53,99.16,99.13,0,0,,98.99
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.91,95.71,94.95,96.18,95.8,94.94,0,0,,95.42
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.34,99.23,99.31,99.32,99.34,99.28,0,0,,99.3
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.92,100,99.99,99.99,99.99,99.98,0,0,,99.98
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.5,99.7,99.18,99.61,99.58,99.5,0,0,,99.51
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.24,95.51,95.56,95.33,95.34,95.17,0,0,,95.36
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.91,98.33,98.32,98,98.22,98.27,0,0,,98.18
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.65,99.58,99.52,99.58,99.63,99.5,0,0,,99.58
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.81,98.87,98.73,98.98,99.09,99.25,0,0,,98.96
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.48,99.36,99.35,99.4,99.39,99.25,0,0,,99.37
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.27,97.24,97.21,97.24,97.29,97.29,0,0,,97.26
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.56,97.82,97.43,98.2,97.9,98.07,0,0,,97.83
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.75,98.8,98.79,98.79,98.63,0,0,,98.75
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.18,98.3,98.95,98.71,98.86,0,0,,98.7
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.13,98.15,98.02,98.02,98.02,98.02,0,0,,98.06
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.4,98.45,98.98,98.64,98.65,0,0,,98.57
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,96.8,96.65,96.85,96.94,96.85,96.73,0,0,,96.8
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.48,97.75,97.35,97.6,97.88,97.48,0,0,,97.59
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.74,95.13,95.09,95.31,95.13,94.94,0,0,,95.06
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.93,97.93,97.93,97.93,97.93,97.93,0,0,,97.93
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.49,95.76,95.17,95.57,95.17,95.76,0,0,,95.49
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.51,96.6,96.67,96.67,96.64,96.57,0,0,,96.61
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.49,93.62,95.15,93.63,93.4,93.86,0,0,,93.86
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.56,97.71,97.56,97.55,97.85,97.7,0,0,,97.66
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.89,97.88,98.04,97.89,97.89,98.04,0,0,,97.94
