Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.35,0.07
PIBFR10YQ2033-12-14,94.65,-0.07
PIBFR10YS2028-05-31,98.54,0.02
PIBFR10YS2028-06-28,98.52,0.02
PIBFR10YS2028-08-09,98.65,-0.01
PIBFR10YS2029-02-21,98.56,-0.01
PIBFR10YS2029-03-21,98.35,0.00
PIBFR10YS2029-04-18,98.37,0.00
PIBFR10YS2029-05-30,98.20,0.01
PIBFR10YS2029-06-27,98.50,0.00
PIBFR10YS2029-07-25,98.32,-0.01
PIBFR10YS2029-08-22,98.54,-0.01
PIBFR10YS2030-06-18,99.98,0.02
PIBFR10YS2031-11-04,94.91,0.00
PIBFR10YS2034-02-07,95.92,-0.01
PIBFR10YS2034-04-18,93.46,-0.02
PIBFR10YS2034-09-05,94.40,0.01
PIBFR10YS2034-10-03,93.86,-0.02
PIBFR10YS2034-11-14,92.99,0.01
PIBFR10YS2034-12-12,92.57,0.03
PIBFR2YQ2025-02-09,99.94,0.00
PIBFR2YQ2025-04-06,99.86,-0.01
PIBFR2YQ2025-09-21,99.57,0.02
PIBFR2YS2026-10-03,99.73,0.02
PIBFR3YQ2025-04-07,100.10,0.00
PIBFR3YQ2025-09-08,99.85,-0.04
PIBFR3YQ2026-02-09,99.44,-0.07
PIBFR3YQ2026-09-21,99.04,0.01
PIBFR3YQ2026-10-19,98.76,0.00
PIBFR3YQ2027-02-07,98.73,-0.01
PIBFR5YQ2025-10-22,99.27,0.02
PIBFR5YS2025-06-18,100.50,0.00
PIBFR5YS2026-05-06,99.73,-0.01
PIBFR5YS2027-11-17,97.83,0.09
PIBFR5YS2028-04-06,97.84,0.06
PIBFR5YS2028-08-10,97.88,0.01
PIBFR5YS2028-09-21,98.04,0.00
PIBFR5YS2028-10-19,97.47,0.04
PIBFR5YS2028-12-14,97.46,0.03
PIBFR5YS2029-02-07,97.99,0.01
PIBFR5YS2029-04-18,97.10,0.08
PIBFR5YS2029-06-27,97.12,0.01
PIBFR5YS2029-09-05,97.74,-0.07
PIBFR5YS2029-10-03,97.49,-0.01
PIBFR5YS2029-11-14,96.86,0.09
PIBFR5YS2029-12-12,96.65,-0.02
