Bond Code,Price,Net Change,,,
PIBFR10YQ2030-10-22,96.97,-0.14,,,
PIBFR10YQ2033-12-14,95.39,-0.09,,,
PIBFR10YS2028-05-31,99.45,-0.03,,,
PIBFR10YS2028-06-28,99.34,-0.03,,,
PIBFR10YS2028-08-09,99.30,0.09,,,
PIBFR10YS2029-02-21,99.16,-0.05,,,
PIBFR10YS2029-03-21,99.01,-0.03,,,
PIBFR10YS2029-04-18,98.92,-0.03,,,
PIBFR10YS2029-05-30,98.81,-0.03,,,
PIBFR10YS2029-06-27,98.78,-0.03,,,
PIBFR10YS2029-07-25,98.86,-0.03,,,
PIBFR10YS2029-08-22,99.24,0.02,,,
PIBFR10YS2030-06-18,100.51,-0.31,,,
PIBFR10YS2031-11-04,96.96,0.00,,,
PIBFR10YS2034-02-07,95.49,-0.05,,,
PIBFR10YS2034-04-18,95.69,-0.04,,,
PIBFR10YS2034-09-05,95.31,-0.05,,,
PIBFR10YS2034-10-03,95.31,-0.05,,,
PIBFR10YS2034-11-14,95.50,0.03,,,
PIBFR10YS2034-12-12,95.06,-0.06,,,
PIBFR10YS2035-01-09,95.40,-0.01,,,
PIBFR10YS2035-04-17,95.29,-0.01,,,
PIBFR10YS2035-05-29,95.17,-0.01,,,
PIBFR2YQ2025-09-21,99.90,-0.01,,,
PIBFR2YS2026-10-03,99.78,0.00,,,
PIBFR2YS2027-01-09,99.86,-0.01,,,
PIBFR3YQ2025-09-08,99.97,0.00,,,
PIBFR3YQ2026-02-09,99.80,0.01,,,
PIBFR3YQ2026-09-21,99.60,0.01,,,
PIBFR3YQ2026-10-19,99.54,0.03,,,
PIBFR3YQ2027-02-07,99.24,0.06,,,
PIBFR5YQ2025-10-22,99.88,-0.01,,,
PIBFR5YS2025-06-18,100.00,0.00,,,
PIBFR5YS2026-05-06,100.16,0.00,,,
PIBFR5YS2027-11-17,98.90,-0.03,,,
PIBFR5YS2028-04-06,98.76,-0.02,,,
PIBFR5YS2028-08-10,98.50,-0.06,,,
PIBFR5YS2028-09-21,98.56,-0.02,,,
PIBFR5YS2028-10-19,98.60,-0.03,,,
PIBFR5YS2028-12-14,98.30,-0.06,,,
PIBFR5YS2029-02-07,98.27,-0.04,,,
PIBFR5YS2029-04-18,98.37,-0.04,,,
PIBFR5YS2029-06-27,98.03,-0.09,,,
PIBFR5YS2029-09-05,98.22,-0.02,,,
PIBFR5YS2029-10-03,98.10,0.00,,,
PIBFR5YS2029-11-14,98.14,-0.04,,,
PIBFR5YS2029-12-12,97.78,-0.08,,,
PIBFR5YS2030-01-09,97.95,0.00,,,
PIBFR5YS2030-04-17,98.03,-0.01,,,
