Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.84,-0.2
PIBFR10YQ2033-12-14,94.98,0.25
PIBFR10YS2028-05-31,99.1,-0.05
PIBFR10YS2028-06-28,99.18,-0.06
PIBFR10YS2028-08-09,99.1,-0.17
PIBFR10YS2029-02-21,98.96,-0.17
PIBFR10YS2029-03-21,98.78,-0.13
PIBFR10YS2029-04-18,98.66,-0.15
PIBFR10YS2029-05-30,98.34,-0.12
PIBFR10YS2029-06-27,98.43,-0.2
PIBFR10YS2029-07-25,98.47,-0.09
PIBFR10YS2029-08-22,99.11,-0.06
PIBFR10YS2030-06-18,100.01,-0.08
PIBFR10YS2031-11-04,96.48,-0.07
PIBFR10YS2034-02-07,94.71,0.16
PIBFR10YS2034-04-18,95.07,0.14
PIBFR10YS2034-09-05,94.67,0.18
PIBFR10YS2034-10-03,94.71,0.24
PIBFR10YS2034-11-14,94.75,0.19
PIBFR10YS2034-12-12,94.78,0.08
PIBFR10YS2035-01-09,94.63,0.03
PIBFR10YS2035-04-17,95.09,0.03
PIBFR2YQ2025-09-21,99.88,-0.06
PIBFR2YS2026-10-03,99.75,0.04
PIBFR2YS2027-01-09,99.88,0.09
PIBFR3YQ2025-09-08,99.87,-0.05
PIBFR3YQ2026-02-09,99.7,-0.07
PIBFR3YQ2026-09-21,99.29,-0.02
PIBFR3YQ2026-10-19,99.36,-0.07
PIBFR3YQ2027-02-07,99.01,-0.06
PIBFR5YQ2025-10-22,99.74,-0.04
PIBFR5YS2025-06-18,100.08,-0.01
PIBFR5YS2026-05-06,100.2,0.04
PIBFR5YS2027-11-17,98.52,-0.05
PIBFR5YS2028-04-06,98.61,0.08
PIBFR5YS2028-08-10,98.01,0.01
PIBFR5YS2028-09-21,98.18,0.06
PIBFR5YS2028-10-19,98.28,0.07
PIBFR5YS2028-12-14,97.88,-0.01
PIBFR5YS2029-02-07,97.9,0.1
PIBFR5YS2029-04-18,98.17,0.11
PIBFR5YS2029-06-27,97.77,-0.02
PIBFR5YS2029-09-05,97.67,0.03
PIBFR5YS2029-10-03,97.66,0.03
PIBFR5YS2029-11-14,97.74,0.01
PIBFR5YS2029-12-12,97.6,0.05
PIBFR5YS2030-01-09,97.58,-0.03
PIBFR5YS2030-04-17,97.81,0.02
