Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,97.22,0.00,,
PIBFR10YQ2033-12-14,95.33,0.00,,
PIBFR10YS2028-05-31,99.46,0.00,,
PIBFR10YS2028-06-28,99.35,0.00,,
PIBFR10YS2028-08-09,99.35,0.00,,
PIBFR10YS2029-02-21,99.19,0.00,,
PIBFR10YS2029-03-21,99.03,0.00,,
PIBFR10YS2029-04-18,98.99,0.00,,
PIBFR10YS2029-05-30,98.93,0.00,,
PIBFR10YS2029-06-27,98.91,0.01,,
PIBFR10YS2029-07-25,98.90,0.00,,
PIBFR10YS2029-08-22,99.20,0.00,,
PIBFR10YS2030-06-18,100.37,0.00,,
PIBFR10YS2031-11-04,97.01,0.05,,
PIBFR10YS2034-02-07,95.45,0.00,,
PIBFR10YS2034-04-18,95.56,0.01,,
PIBFR10YS2034-09-05,95.29,-0.02,,
PIBFR10YS2034-10-03,95.24,-0.02,,
PIBFR10YS2034-11-14,95.47,0.00,,
PIBFR10YS2034-12-12,95.00,0.00,,
PIBFR10YS2035-01-09,95.37,0.00,,
PIBFR10YS2035-04-17,95.35,0.07,,
PIBFR10YS2035-05-29,95.14,-0.02,,
PIBFR2YQ2025-09-21,99.94,0.00,,
PIBFR2YS2026-10-03,99.78,0.00,,
PIBFR2YS2027-01-09,99.86,0.00,,
PIBFR3YQ2025-09-08,99.97,0.00,,
PIBFR3YQ2026-02-09,99.80,0.00,,
PIBFR3YQ2026-09-21,99.60,0.00,,
PIBFR3YQ2026-10-19,99.54,0.00,,
PIBFR3YQ2027-02-07,99.24,0.00,,
PIBFR5YQ2025-10-22,99.91,0.01,,
PIBFR5YS2026-05-06,100.16,0.00,,
PIBFR5YS2027-11-17,98.89,0.00,,
PIBFR5YS2028-04-06,98.90,0.16,,
PIBFR5YS2028-08-10,98.54,0.08,,
PIBFR5YS2028-09-21,98.59,0.08,,
PIBFR5YS2028-10-19,98.65,0.09,,
PIBFR5YS2028-12-14,98.29,0.03,,
PIBFR5YS2029-02-07,98.26,0.10,,
PIBFR5YS2029-04-18,98.40,0.08,,
PIBFR5YS2029-06-27,98.05,0.18,,
PIBFR5YS2029-09-05,98.12,0.12,,
PIBFR5YS2029-10-03,97.94,0.07,,
PIBFR5YS2029-11-14,98.17,0.06,,
PIBFR5YS2029-12-12,97.82,0.03,,
PIBFR5YS2030-01-09,97.95,0.03,,
PIBFR5YS2030-04-17,98.04,0.08,,
