,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.17,0,98.65,0,97.88,98.05,98.65,98.65,,98.51
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,0,98.65,0,97.83,98,98.6,98.65,,98.48
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.77,0,98.38,0,98.52,99.38,98.65,98.67,,98.73
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.65,0,98.5,0,98.35,99.49,98.55,98.55,,98.68
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.63,0,98.17,0,98.24,98.14,98.4,98.58,,98.36
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.43,0,98.4,0,98.28,98.16,98.4,98.41,,98.35
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.06,0,98.21,0,98.12,98.24,98.21,98.21,,98.18
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.24,0,98.5,0,98.34,98.15,98.5,98.51,,98.37
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.39,0,98.32,0,98.43,98.15,98.32,98.35,,98.33
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.67,0,98.55,0,98.36,99.62,98.55,98.57,,98.72
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.24,0,100.35,0,100.3,100.3,100.33,100.33,,100.31
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.96,0,99.96,0,99.96,100,98.97,99.99,,99.81
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.43,0,99.2,0,99.32,99.13,99.45,99.56,,99.35
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.62,0,95.66,0,94.81,94.94,95.55,95.55,,95.19
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.89,0,99.78,0,99.83,99.83,99.83,99.83,,99.83
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,0,99.98,0,99.98,100,99.98,99.96,,99.98
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.99,0,99.96,0,99.93,99.75,99.99,99.96,,99.93
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.51,0,95.27,0,95.5,95.49,95.5,95.51,,95.46
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.72,0,98.6,0,98.71,98.81,98.81,98.71,,98.56
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.99,0,99.99,0,99.98,99.95,99.98,99.99,,99.98
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,99.03,0,99.67,0,99.21,99.72,99.55,99.58,,99.46
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.83,0,99.85,0,99.86,99.9,99.89,99.88,,99.87
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.94,0,97.74,0,97.81,97.82,97.77,97.84,,97.82
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.54,0,97.53,0,97.36,97.63,97.8,97.54,,97.57
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,99.43,0,99.45,0,99.84,99.38,99.44,99.5,,99.51
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.9,0,98.86,0,98.83,99.46,98.9,99.12,,99.01
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.12,0,98.03,0,97.6,97.58,97.56,97.65,,97.76
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,99.24,0,98.75,0,99.16,98.92,99.25,99.25,,99.1
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.43,0,97.45,0,97.48,97.44,97.44,97.46,,97.45
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.44,0,97.45,0,97.29,97.28,97.4,97.38,,97.37
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,92.57,0,94.75,0,93.54,92.8,92.85,92.86,,93.23
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,98.15,0,97.97,0,97.07,97.52,97.35,97.26,,97.55
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.53,0,95.55,0,93.9,94.94,94.4,94.63,,94.83
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,97.21,0,97.15,0,97.12,97.14,97.2,97.21,,97.17
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,94.59,0,93.96,0,93.44,94.56,94.12,94.17,,94.14
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.08,0,97.1,0,97.11,97.13,97.1,96.98,,97.08
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.55,0,97.64,0,97.1,97.23,97.4,97.4,,97.39
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.73,0,94.43,0,94.1,94.24,94.49,94.6,,94.43
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.63,0,99.78,0,99.65,99.78,99.77,99.73,,99.72
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.38,0,97.15,0,96.94,97.11,97.14,97.04,,97.13
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.77,0,93.42,0,93.54,93.98,93.76,93.77,,93.71
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,99.05,0,98.7,0,98.54,98.9,98.7,98.8,,98.78
PIB-FRB-43,14-Nov-24,14-Nov-29,Half-Yearly,97.5,0,97.5,0,97.47,97.39,97.43,97.47,,97.46
PIB-FRB-44,14-Nov-24,14-Nov-34,Half-Yearly,92.81,0,92.94,0,92.95,92.79,93.05,93.34,,92.98
PIB-FRB-45,12-Dec-24,12-Dec-29,Half-Yearly,96.84,0,96.96,0,96.98,97.34,97.1,97.01,,97.04
PIB-FRB-46,12-Dec-24,12-Dec-34,Half-Yearly,93.15,0,92.55,0,92.65,92.54,92.62,92.9,,92.74
PIB-FRB-47,9-Jan-25,9-Jan-27,Semiannually,99.64,0,100.13,0,99.64,99.67,100.15,99.98,,99.87
PIB-FRB-48,9-Jan-25,9-Jan-30,Semiannually,96.59,0,96.83,0,96.83,96.82,96.77,96.87,,96.79
PIB-FRB-49,9-Jan-25,9-Jan-35,Semiannually,92.64,0,92.89,0,92.64,93.15,92.89,92.64,,92.81
