,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.16,98.1,98.13,0,98.01,98.05,0,98.05,,98.08
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.16,98.05,98.11,0,97.94,98,0,98.05,,98.05
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.65,0,98.39,99.38,0,98.25,,98.64
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.59,0,98.27,99.49,0,98.2,,98.49
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.56,98.42,98.5,0,98.24,98.14,0,98.25,,98.35
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.61,98.39,98.47,0,98.33,98.16,0,98.35,,98.39
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.22,98.21,98.44,0,98.27,98.24,0,98.34,,98.29
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.29,98.3,98.57,0,98.34,98.15,0,98.2,,98.31
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.6,0,98.35,98.15,0,98.25,,98.35
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.49,98.55,98.64,0,98.31,99.62,0,98.25,,98.64
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,100.11,100.18,0,100.23,100.2,0,100.11,,100.16
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.75,100.04,99.88,0,99.72,99.85,0,100.04,,99.88
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.98,98.71,98.39,0,99.13,99.13,0,98.71,,98.84
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.46,95.71,94.95,0,95.79,94.94,0,95.59,,95.41
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.43,99.43,99.41,0,99.42,99.24,0,99.48,,99.4
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.81,99.83,99.84,0,99.82,99.78,0,99.72,,99.8
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.49,99.69,99.18,0,99.48,99.52,0,99.45,,99.47
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.7,95.79,96.77,0,96.12,95.66,0,95.65,,95.95
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.87,98.4,98.28,0,98.29,98.4,0,97.85,,98.18
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.6,99.52,99.52,0,99.46,99.47,0,99.45,,99.5
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.78,98.83,98.73,0,98.95,99.22,0,98.91,,98.9
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.45,99.32,99.35,0,99.19,99.26,0,99.29,,99.31
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,96.9,96.97,96.9,0,96.93,96.9,0,97.03,,96.94
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,96.79,97.55,97.43,0,97.68,97.81,0,96.78,,97.34
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.72,98.8,0,98.57,98.62,0,98.75,,98.7
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.17,98.3,0,98.46,98.85,0,98.93,,98.65
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.16,97.89,98.03,0,98.03,98.16,0,98.17,,98.07
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.38,98.45,0,98.53,98.69,0,98.38,,98.45
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.04,96.79,96.84,0,96.77,96.91,0,96.81,,96.86
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.46,97.72,97.32,0,97.86,97.58,0,97.45,,97.57
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.73,95.11,95.09,0,95.18,94.91,0,94.74,,94.96
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.32,97.78,97.93,0,97.9,98.34,0,97.87,,97.86
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.73,95.76,95.17,0,95.77,95.96,0,95.64,,95.67
