,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,95.50,95.30,95.90,95.30,96.03,95.50,0.00,95.30,,95.50
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,95.10,94.90,95.85,94.95,95.98,95.45,0.00,95.40,,95.35
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,96.35,96.36,96.44,96.35,96.58,96.40,0.00,95.50,,96.38
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,96.00,95.25,96.28,96.25,96.41,96.05,0.00,96.40,,96.20
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,95.45,95.45,97.03,95.50,96.62,96.00,0.00,96.40,,95.99
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,95.50,95.50,96.19,95.50,96.33,96.00,0.00,96.40,,95.90
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,95.50,95.50,96.07,95.55,96.22,95.80,0.00,96.00,,95.78
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,95.50,95.30,96.19,95.35,96.34,95.80,0.00,95.50,,95.67
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,95.40,95.20,96.40,95.25,96.40,95.80,0.00,95.50,,95.67
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,95.55,95.59,96.27,95.60,96.41,95.80,0.00,95.50,,95.76
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,98.65,98.64,98.48,98.68,98.60,98.57,0.00,98.60,,98.61
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,95.60,95.75,95.76,95.75,96.44,95.90,0.00,96.45,,95.92
PIB-FRB-13,22-Oct-20,22-Oct-23,Quarterly,99.90,99.91,99.91,99.88,99.91,99.92,0.00,99.90,,99.91
PIB-FRB-14,22-Oct-20,22-Oct-25,Quarterly,97.00,97.00,97.89,97.00,96.94,97.00,0.00,97.10,,97.02
PIB-FRB-15,22-Oct-20,22-Oct-30,Quarterly,94.00,93.65,93.99,93.65,93.72,93.70,0.00,93.75,,93.76
PIB-FRB-16,31-Dec-20,31-Dec-23,Half-Yearly,99.20,99.20,99.41,99.20,99.40,99.35,0.00,99.48,,99.31
PIB-FRB-17,6-May-21,6-May-26,Half-Yearly,96.60,96.62,96.90,96.60,96.67,96.75,0.00,96.66,,96.66
PIB-FRB-18,7-Oct-21,7-Oct-24,Quarterly,99.28,99.26,99.00,99.25,99.09,99.27,0.00,99.10,,99.19
PIB-FRB-19,30-Dec-21,30-Dec-23,Quarterly,99.81,99.81,99.81,99.81,99.79,99.81,0.00,99.81,,99.81
PIB-FRB-20,7-Apr-22,7-Apr-25,Quarterly,97.73,97.80,98.47,97.80,98.60,98.85,0.00,98.40,,98.21
PIB-FRB-21,8-Sep-22,8-Sep-25,Quarterly,98.50,98.38,98.07,98.30,98.31,98.46,0.00,98.50,,98.39
PIB-FRB-22,8-Sep-22,8-Sep-24,Quarterly,99.50,99.53,99.56,99.60,99.56,99.60,0.00,99.60,,99.57
PIB-FRB-23,4-Nov-21,4-Nov-31,Half-Yearly,92.95,92.90,92.88,92.94,93.03,92.90,0.00,93.02,,92.94
PIB-FRB-24,17-Nov-22,17-Nov-27,Half-Yearly,95.55,95.53,95.29,95.50,94.92,95.54,0.00,94.91,,95.36
PIB-FRB-25,9-Feb-23,9-Feb-25,Quarterly,99.19,99.19,99.16,99.20,99.21,99.19,0.00,99.21,,99.20
PIB-FRB-26,9-Feb-23,9-Feb-26,Quarterly,98.00,98.18,97.84,97.83,97.84,97.84,0.00,98.10,,97.92
PIB-FRB-27,6-Apr-23,6-Apr-25,Quarterly,99.06,99.06,99.05,99.08,99.03,99.11,0.00,99.03,,99.06
PIB-FRB-28,6-Apr-23,6-Apr-28,Semiannually,95.20,95.39,95.13,95.60,95.26,95.39,0.00,95.20,,95.29
PIB-FRB-29,10-Aug-23,10-Aug-28,Semiannually,94.95,95.19,94.93,95.06,94.84,95.46,0.00,95.84,,95.12
PIB-FRB-30,21-Sep-23,21-Sep-25,Quarterly,98.76,98.75,98.78,98.72,98.97,98.76,0.00,98.96,,98.80
PIB-FRB-31,21-Sep-23,21-Sep-26,Quarterly,97.50,97.70,97.74,97.60,97.61,97.61,0.00,97.60,,97.62
PIB-FRB-32,21-Sep-23,21-Sep-28,Semiannually,95.99,96.07,95.99,96.07,96.08,96.04,0.00,96.08,,96.05
