,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,0,0,97.88,98.05,0,98.17,,98.07
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,0,0,97.86,98,0,98.12,,98.05
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.63,0,0,98.4,98.29,0,98.37,,98.40
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,0,0,98.15,98.29,0,98.22,,98.21
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.42,0,0,98.04,98.14,0,98.17,,98.18
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.39,0,0,97.98,98.16,0,98.52,,98.31
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,0,0,98.01,98.24,0,98.13,,98.14
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,0,0,98.05,98.15,0,98.17,,98.16
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.32,0,0,98.15,98.15,0,98.37,,98.28
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.55,0,0,98.36,98.05,0,98.2,,98.25
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,0,0,99.89,99.92,0,99.88,,99.90
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.96,0,0,97.68,98.45,0,98.47,,98.20
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.71,0,0,98.92,98.34,0,98.4,,98.51
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.71,0,0,95.28,94.94,0,94.97,,95.16
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.82,98.89,0,0,98.89,98.89,0,98.81,,98.86
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.94,99.93,0,0,99.94,99.93,0,99.94,,99.94
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.47,99.52,0,0,99.52,98.93,0,99.47,,99.38
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,99.21,0,0,99.01,99.19,0,99.12,,99.05
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.82,99.88,0,0,99.84,99.84,0,99.85,,99.85
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.6,95.6,0,0,95.57,95.56,0,95.58,,95.58
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.73,0,0,97.42,97.51,0,97.29,,97.42
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.44,0,0,99.26,99.3,0,99.27,,99.31
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.75,0,0,98.76,98.72,0,98.53,,98.64
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.22,0,0,98.95,99.16,0,99.17,,99.13
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,97.23,97.23,0,0,97.22,97.22,0,97.22,,97.22
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,96.77,96.79,0,0,96.86,96.79,0,96.83,,96.81
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.61,0,0,98.51,98.82,0,98.65,,98.67
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,98.29,0,0,98.16,98.53,0,98.11,,98.23
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,96.25,96.61,0,0,96.74,96.73,0,96.32,,96.53
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,98.08,0,0,98.03,98.5,0,98.17,,98.18
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,96.77,96.97,0,0,97,97.02,0,96.97,,96.95
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,96.88,96.85,0,0,96.83,96.88,0,96.9,,96.87
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,94.52,94.9,0,0,94.39,94.9,0,94.54,,94.65
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,96.33,96.81,0,0,96.77,96.87,0,96.72,,96.70
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,94.5,94.84,0,0,94.51,94.97,0,94.52,,94.67
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,96.87,96.77,0,0,96.85,96.85,0,96.81,,96.83
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,95.04,94.83,0,0,94.69,96.64,0,95.06,,95.25
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,96.78,96.76,0,0,96.74,96.73,0,96.7,,96.74
