,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,43251,46904,Half-Yearly,0,98.17,97.87,97.75,97.99,98.05,97.9,98,,97.96
PIB-FRB-2,43279,46932,Half-Yearly,0,98.08,97.86,97.75,97.98,98.05,97.88,97.95,,97.94
PIB-FRB-3,43321,46974,Half-Yearly,0,98.52,98.43,98.05,98.29,98.29,98.45,98.31,,98.35
PIB-FRB-4,43517,47170,Half-Yearly,0,98.18,98.35,98.1,98.16,98.29,98.38,98.06,,98.22
PIB-FRB-5,43545,47198,Half-Yearly,0,98.13,98.42,98.35,98.14,98.14,98.4,98.1,,98.23
PIB-FRB-6,43573,47226,Half-Yearly,0,98.76,98.77,98.1,98.16,98.16,98.78,98.38,,98.45
PIB-FRB-7,43615,47268,Half-Yearly,0,98.21,98.21,98.1,98.22,98.24,98.24,98.08,,98.2
PIB-FRB-8,43643,47296,Half-Yearly,0,98.25,98.36,98.15,98.35,98.15,98.38,98.13,,98.25
PIB-FRB-9,43671,47324,Half-Yearly,0,98.22,98.38,98.15,98.21,98.15,98.4,98.08,,98.22
PIB-FRB-10,43699,47352,Half-Yearly,0,98.18,98.42,98.15,98.15,98.05,98.44,98.08,,98.2
PIB-FRB-11,44000,45826,Half-Yearly,0,99.91,99.89,99.85,99.85,99.92,99.9,99.8,,99.88
PIB-FRB-12,44000,11127,Half-Yearly,0,97.83,98.38,98.55,98,98.21,98.4,98.08,,98.21
PIB-FRB-13,44126,45952,Quarterly,0,98.54,98.39,98.35,98.77,98.34,98.41,98.31,,98.41
PIB-FRB-14,44126,11253,Quarterly,0,95.33,94.6,95,95.51,94.94,94.65,94.92,,94.97
PIB-FRB-15,44322,46148,Half-Yearly,0,98.57,98.65,98.57,98.62,98.54,98.66,98.51,,98.59
PIB-FRB-16,44476,45572,Quarterly,0,99.67,99.65,99.64,99.69,99.68,99.65,99.55,,99.66
PIB-FRB-17,44658,45754,Quarterly,0,99.13,99.14,99.11,99.21,99.11,99.15,99.03,,99.13
PIB-FRB-18,44812,45908,Quarterly,0,98.67,98.82,98.74,98.88,98.66,98.8,98.65,,98.74
PIB-FRB-19,44812,45543,Quarterly,0,99.53,99.6,99.54,99.63,99.56,99.63,99.46,,99.57
PIB-FRB-20,44504,11631,Half-Yearly,0,95.5,95.38,95.51,95.34,95.34,95.4,95.26,,95.39
PIB-FRB-21,44882,46708,Half-Yearly,0,97.27,97.19,97.39,97.37,97.28,97.2,97.14,,97.26
PIB-FRB-22,44966,45697,Quarterly,0,99.07,99.02,99.1,99.02,98.99,99.05,98.94,,99.03
PIB-FRB-23,44966,46062,Quarterly,0,98.35,98.52,98.52,98.35,98.41,98.5,98.25,,98.43
PIB-FRB-24,45022,45753,Quarterly,0,98.88,98.81,98.83,98.81,98.78,98.83,98.72,,98.81
PIB-FRB-25,45022,46849,Semiannually,0,96.92,97,96.9,96.9,96.89,96.94,96.89,,96.91
PIB-FRB-26,45148,46975,Semiannually,0,96.43,96.56,96.44,96.36,96.56,96.58,96.3,,96.47
PIB-FRB-27,45190,45921,Quarterly,0,98.37,98.3,98.46,98.26,98.23,98.33,98.22,,98.3
PIB-FRB-28,45190,46286,Quarterly,0,97.9,98.01,98.06,97.98,97.95,97.99,97.82,,97.97
PIB-FRB-29,45190,47017,Semiannually,0,96.54,96.55,96.23,96.86,96.49,96.57,96.32,,96.49
PIB-FRB-30,45218,46314,Quarterly,0,97.83,97.97,98.13,97.97,97.9,97.98,97.84,,97.93
PIB-FRB-31,45218,47045,Semiannually,0,96.79,96.79,96.79,96.68,96.82,96.81,96.71,,96.78
PIB-FRB-32,45274,47101,Semiannually,0,96.71,96.61,96.31,96.71,96.83,96.62,96.28,,96.59
PIB-FRB-33,45274,12402,Semiannually,0,94.82,95,94.82,94.82,95.16,95,94.68,,94.89
PIB-FRB-34,45329,47156,Semiannually,0,96.05,96.19,96.06,96.47,96.19,96.15,95.92,,96.13
PIB-FRB-35,45329,12457,Semiannually,0,94.52,94.14,94.34,94.34,94.25,94.2,94.17,,94.26
PIB-FRB-36,45400,47226,Semiannually,0,96.58,96.5,95.09,96.59,96.3,96.55,96.43,,96.47
PIB-FRB-37,45400,12527,Semiannually,0,94.75,94.83,94.75,94.46,94.82,96.52,94.62,,94.75
