,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,97.87,97.75,97.88,0,98.05,97.97,,97.97
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,97.75,97.88,0,97.95,97.9,,97.93
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.33,0,98.35,98.3,,98.34
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,98.1,98.09,0,98.22,98.2,,98.18
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,98.35,98,0,98.15,98.2,,98.2
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.96,0,98.55,98.48,,98.48
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,98.02,0,98.22,98.18,,98.16
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,98.15,98.08,0,98.2,98.23,,98.21
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.25,98.38,98.15,98.16,0,98.25,98.23,,98.25
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,98.3,0,98.22,98.19,,98.21
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.9,99.75,0,99.9,99.86,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.96,98.48,98.17,97.7,0,98.4,98.22,,98.23
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,98.87,0,98.35,98.35,,98.4
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,95.41,0,95,94.86,,95.02
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.66,98.66,98.66,98.63,0,98.65,98.62,,98.64
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.82,99.82,99.82,99.82,99.83,0,99.81,99.82,,99.82
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.33,99.32,99.39,99.31,0,99.32,99.2,,99.3
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.74,98.82,98.74,98.93,0,98.9,98.9,,98.82
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.67,99.77,99.74,99.59,99.76,0,99.74,99.67,,99.72
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.49,95.39,95.43,95.53,0,95.54,95.5,,95.49
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.16,97.27,97.27,97.34,0,97.35,97.2,,97.25
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.27,99.3,99.22,99.16,0,99.2,99.1,,99.23
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.44,98.52,98.52,98.56,0,98.52,98.4,,98.49
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.08,99.08,99.03,98.89,0,99.07,99.16,,99.08
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,96.89,96.9,96.92,96.89,96.89,0,96.87,96.94,,96.9
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.6,96.64,96.65,96.57,0,96.69,96.44,,96.58
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.55,98.64,98.41,98.45,0,98.63,98.35,,98.54
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.92,98.01,98.06,98.09,0,98.05,98.09,,98.05
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.56,96.53,96.54,96.25,0,96.54,96.3,,96.43
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,97.93,98.17,98.13,97.98,0,98.1,98.09,,98.08
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.77,96.78,96.78,96.78,96.73,0,96.73,96.81,,96.77
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.65,96.53,96.51,96.53,96.56,0,96.53,96.6,,96.55
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.92,95,94,94.41,0,94.94,94.57,,94.67
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.33,96.45,96.44,96.43,96.44,0,96.49,96.48,,96.45
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.8,95.08,94.34,94.49,0,94.55,94.4,,94.55
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.64,96.6,96.6,96.6,96.55,0,96.6,96.6,,96.6
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,95.04,94.82,95.05,94.63,94.63,0,96.67,94.6,,94.83
PIB-FRB-38,27-Jun-24,27-Jun-29,Semiannually,96.6,96.6,96.56,96.54,96.61,0,96.6,96.57,,96.59
