,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,0,98.17,97.87,97.75,98,98.05,97.85,98.13,,97.98
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,0,98.08,97.86,97.75,97.98,98.02,97.87,98.12,,97.96
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,0,98.52,98.43,98.05,98.37,98.29,98.42,98.4,,98.38
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,0,98.18,98.35,98.1,98.24,98.29,98.37,98.23,,98.26
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,0,98.13,98.42,98.35,98.22,98.14,98.45,98.23,,98.27
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,0,98.76,98.77,98.1,98.25,98.16,98.75,98.5,,98.48
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,0,98.21,98.21,98.1,98.31,98.24,98.35,98.26,,98.25
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,0,98.25,98.36,98.15,98.43,98.15,98.36,98.26,,98.28
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,0,98.22,98.38,98.15,98.35,98.15,98.42,98.27,,98.27
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,0,98.18,98.42,98.15,98.29,98.05,99.9,98.23,,98.25
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,0,99.91,99.89,99.85,99.9,99.9,98.4,99.9,,99.89
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,0,97.83,98.38,98.55,98.08,98.21,98.42,98.42,,98.30
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,0,98.54,98.39,98.35,98.82,98.34,94.6,98.44,,98.41
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,0,95.33,94.6,95,98.09,94.94,98.63,95,,95.67
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,0,98.64,98.65,98.58,98.65,98.65,99.64,98.64,,98.65
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,0,99.68,99.65,99.64,99.68,99.68,99.65,99.68,,99.67
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,0,99.13,99.14,99.11,99.2,99.11,99.15,99.16,,99.14
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,0,98.67,98.82,98.74,98.88,98.66,98.8,98.78,,98.76
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,0,99.53,99.6,99.54,99.65,99.56,99.62,99.64,,99.59
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,0,95.51,95.38,95.51,95.58,95.38,95.4,95.37,,95.44
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,0,97.39,97.19,97.39,97.39,97.39,97.2,97.24,,97.32
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,0,99.07,99.02,99.1,99.07,98.99,99.05,99.13,,99.06
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,0,98.34,98.52,98.52,98.41,98.4,98.5,98.38,,98.44
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,0,98.88,98.81,98.83,98.88,98.78,98.8,98.85,,98.83
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,0,97.09,97.09,97.02,97.05,97.04,97.1,97.02,,97.06
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,0,96.43,96.56,96.56,96.44,96.56,96.55,96.34,,96.51
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,0,98.37,98.3,98.46,98.37,98.23,98.3,98.35,,98.34
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,0,97.89,98.01,98.06,98.07,97.95,98,97.95,,97.99
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,0,96.54,96.55,96.36,96.44,96.49,96.55,96.28,,96.48
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,0,97.82,97.97,98.13,98,97.9,97.95,97.97,,97.96
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,0,96.86,96.84,96.79,96.84,96.82,96.85,96.84,,96.84
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,0,96.7,96.61,96.41,96.85,96.83,96.6,96.38,,96.63
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,0,94.81,95,94.6,95.1,95.16,95,94.78,,94.94
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,0,96.05,96.22,96.33,96.53,96.19,96.2,96.01,,96.20
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,0,94.52,94.14,94.32,94.71,94.25,94.15,94.3,,94.31
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,0,96.72,96.73,96.73,96.75,96.52,96.72,96.72,,96.72
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,0,94.64,94.83,94.83,95.02,94.82,95.2,94.7,,94.84
