Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,96.15,0.02,,
PIBFR10YQ2033-12-14,95.38,0.14,,
PIBFR10YS2028-05-31,99.26,0.01,,
PIBFR10YS2028-06-28,99.24,0.03,,
PIBFR10YS2028-08-09,99.06,0.03,,
PIBFR10YS2029-02-21,98.92,0.02,,
PIBFR10YS2029-03-21,98.77,0.03,,
PIBFR10YS2029-04-18,98.64,0.03,,
PIBFR10YS2029-05-30,98.42,0.02,,
PIBFR10YS2029-06-27,98.41,0.03,,
PIBFR10YS2029-07-25,98.49,0.02,,
PIBFR10YS2029-08-22,99.15,0.02,,
PIBFR10YS2030-06-18,100.12,0.01,,
PIBFR10YS2031-11-04,96.91,0.12,,
PIBFR10YS2034-02-07,95.04,0.04,,
PIBFR10YS2034-04-18,95.62,0.32,,
PIBFR10YS2034-09-05,94.97,0.08,,
PIBFR10YS2034-10-03,95.14,0.08,,
PIBFR10YS2034-11-14,95.17,0.11,,
PIBFR10YS2034-12-12,95.18,0.09,,
PIBFR10YS2035-01-09,95.17,0.15,,
PIBFR10YS2035-04-17,95.21,0.15,,
PIBFR2YQ2025-09-21,99.92,0.01,,
PIBFR2YS2026-10-03,99.78,0.03,,
PIBFR2YS2027-01-09,99.90,0.00,,
PIBFR3YQ2025-09-08,99.97,0.01,,
PIBFR3YQ2026-02-09,99.75,0.04,,
PIBFR3YQ2026-09-21,99.43,0.11,,
PIBFR3YQ2026-10-19,99.46,0.11,,
PIBFR3YQ2027-02-07,99.08,0.02,,
PIBFR5YQ2025-10-22,99.76,0.01,,
PIBFR5YS2025-06-18,100.04,0.00,,
PIBFR5YS2026-05-06,100.19,0.01,,
PIBFR5YS2027-11-17,98.88,0.05,,
PIBFR5YS2028-04-06,98.97,0.02,,
PIBFR5YS2028-08-10,98.24,0.02,,
PIBFR5YS2028-09-21,98.56,0.21,,
PIBFR5YS2028-10-19,98.68,0.02,,
PIBFR5YS2028-12-14,98.17,0.07,,
PIBFR5YS2029-02-07,98.05,0.01,,
PIBFR5YS2029-04-18,98.43,0.05,,
PIBFR5YS2029-06-27,98.00,0.06,,
PIBFR5YS2029-09-05,97.92,0.10,,
PIBFR5YS2029-10-03,97.84,0.04,,
PIBFR5YS2029-11-14,98.15,0.06,,
PIBFR5YS2029-12-12,97.74,0.04,,
PIBFR5YS2030-01-09,97.76,0.02,,
PIBFR5YS2030-04-17,97.91,0.02,,
