Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.28,-0.06
PIBFR10YQ2033-12-14,93.06,-0.14
PIBFR10YS2028-05-31,98.51,-0.02
PIBFR10YS2028-06-28,98.48,-0.03
PIBFR10YS2028-08-09,98.86,0.08
PIBFR10YS2029-02-21,98.68,0.03
PIBFR10YS2029-03-21,98.45,0.04
PIBFR10YS2029-04-18,98.39,0.00
PIBFR10YS2029-05-30,98.19,0.00
PIBFR10YS2029-06-27,98.38,-0.03
PIBFR10YS2029-07-25,98.30,0.00
PIBFR10YS2029-08-22,98.58,0.00
PIBFR10YS2030-06-18,99.98,0.00
PIBFR10YS2031-11-04,95.17,0.01
PIBFR10YS2034-02-07,93.48,0.00
PIBFR10YS2034-04-18,93.54,0.00
PIBFR10YS2034-09-05,94.48,0.04
PIBFR10YS2034-10-03,93.74,0.02
PIBFR10YS2034-11-14,93.18,0.00
PIBFR10YS2034-12-12,92.82,0.00
PIBFR10YS2035-01-09,92.81,-0.03
PIBFR2YQ2025-04-06,99.88,0.00
PIBFR2YQ2025-09-21,99.53,0.01
PIBFR2YS2026-10-03,99.72,-0.02
PIBFR2YS2027-01-09,99.98,-0.03
PIBFR3YQ2025-04-07,99.96,0.00
PIBFR3YQ2025-09-08,99.85,-0.01
PIBFR3YQ2026-02-09,99.54,0.00
PIBFR3YQ2026-09-21,99.05,0.01
PIBFR3YQ2026-10-19,99.06,-0.05
PIBFR3YQ2027-02-07,98.75,0.01
PIBFR5YQ2025-10-22,99.49,0.05
PIBFR5YS2025-06-18,100.30,-0.01
PIBFR5YS2026-05-06,99.83,0.00
PIBFR5YS2027-11-17,98.80,0.03
PIBFR5YS2028-04-06,97.83,0.02
PIBFR5YS2028-08-10,97.39,0.00
PIBFR5YS2028-09-21,97.62,0.00
PIBFR5YS2028-10-19,97.44,0.00
PIBFR5YS2028-12-14,97.36,0.00
PIBFR5YS2029-02-07,97.04,0.03
PIBFR5YS2029-04-18,97.08,-0.04
PIBFR5YS2029-06-27,97.07,0.01
PIBFR5YS2029-09-05,97.13,-0.07
PIBFR5YS2029-10-03,97.06,-0.01
PIBFR5YS2029-11-14,97.33,0.05
PIBFR5YS2029-12-12,96.94,-0.03
PIBFR5YS2030-01-09,96.80,0.00
