,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,0,97.85,97.95,97.88,97.87,97.75,97.94,97.85,,97.88
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,0,97.78,97.84,97.87,97.86,97.75,97.89,97.84,,97.84
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,0,97.98,98.04,98.44,98.43,98.05,98.38,97.99,,98.18
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,0,98.4,97.91,98.33,98.35,98.1,98.28,98.1,,98.23
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,0,97.85,97.85,98.35,98.42,98.35,98.32,97.9,,98.15
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,0,98.08,98.23,98.25,98.3,98.1,98.25,98.27,,98.22
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,0,98.35,98.2,98.22,98.21,98.1,98.13,98.2,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,0,98.45,98.3,98.35,98.36,98.15,98.37,98.34,,98.34
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,0,98.44,98.22,98.36,98.38,98.15,98.35,98.37,,98.34
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,0,97.88,98.13,98.4,98.42,98.15,98.19,98.3,,98.23
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,0,99.87,99.89,99.88,99.89,99.85,99.9,99.87,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,0,98.6,98.29,98.37,98.38,98.55,98.39,98.36,,98.41
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,0,98.51,98.56,98.4,98.39,98.35,98.41,98.37,,98.42
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,0,95.33,95.2,94.6,94.6,95,94.85,94.8,,94.89
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,0,98.29,98.32,98.31,98.31,98.31,98.31,98.18,,98.31
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,0,99.63,99.62,99.63,99.6,99.63,99.63,99.57,,99.62
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,0,99.16,99.12,99.12,99.14,99.17,99.13,99.12,,99.13
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,0,98.74,98.77,98.86,98.79,98.74,98.77,98.75,,98.76
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,0,99.58,99.57,99.57,99.58,99.54,99.57,99.49,,99.57
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,0,95.14,95.12,95,94.99,94.99,95.01,94.97,,95.02
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,0,97.07,97.05,97.05,97.05,97.07,97.05,96.78,,97.05
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,0,99.28,99.15,99.16,99.13,99.1,99.07,98.95,,99.12
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,0,98.51,98.38,98.45,98.52,98.52,98.48,98.3,,98.47
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,0,98.93,98.95,98.94,98.94,98.91,98.9,98.87,,98.92
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,0,96.65,96.65,96.66,96.65,96.65,96.65,96.6,,96.65
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,0,96.11,96.12,96.37,96.36,96.12,96.3,96.35,,96.25
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,0,98.48,98.49,98.49,98.49,98.46,98.46,98.4,,98.48
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,0,97.82,97.94,98.02,98.04,98.06,98.03,98.03,,98.01
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,0,95.94,96.08,96.15,96.08,96.08,96.08,96.08,,96.08
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,0,97.86,97.9,97.76,97.78,98.13,97.87,97.9,,97.86
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,0,96.4,96.36,96.5,96.41,96.14,96.46,96.38,,96.40
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,0,96.18,96.27,96.45,96.42,96.32,96.32,96.15,,96.30
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,0,94.35,94.58,95,95,94.7,94.91,94.9,,94.82
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,0,95.85,95.86,95.96,95.96,95.86,95.91,95.99,,95.91
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,0,94.11,94.08,94.15,94.14,94.3,94.15,94.14,,94.14
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,0,96.18,96.15,96.15,96.18,96.18,96.18,96.09,,96.17
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,0,94.38,94.35,94.38,94.51,94.33,94.38,94.37,,94.37
