,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.17,0,98.65,98.55,97.89,98.05,98.65,98.65,,98.51
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,0,98.65,98.55,97.84,98,98.6,98.65,,98.49
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.78,0,98.38,98.65,98.53,99.38,98.65,98.67,,98.66
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.66,0,98.5,98.55,98.35,99.49,98.55,98.55,,98.56
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.64,0,98.17,98.4,98.24,98.14,98.4,98.58,,98.36
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.43,0,98.4,98.4,98.28,98.16,98.4,98.41,,98.38
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.06,0,98.21,98.2,98.12,98.24,98.21,98.21,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.24,0,98.5,98.5,98.34,98.15,98.5,98.51,,98.42
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.39,0,98.32,98.35,98.42,98.15,98.32,98.35,,98.35
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.67,0,98.55,98.55,98.37,99.62,98.55,98.57,,98.58
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.24,0,100.35,100.4,100.29,100.3,100.33,100.33,,100.32
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.96,0,99.96,100,99.96,100,99.96,99.99,,99.97
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.43,0,99.2,99.72,99.33,99.13,99.5,99.55,,99.4
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.62,0,95.66,95.3,94.81,94.94,95.55,95.48,,95.22
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.89,0,99.78,99.83,99.83,99.83,99.83,99.83,,99.83
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,0,99.98,99.95,99.98,100,99.98,99.96,,99.98
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.99,0,99.96,99.9,99.93,99.75,99.97,99.96,,99.94
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.51,0,95.27,95.9,95.51,95.49,95.5,95.51,,95.5
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.72,0,98.6,98.83,98.71,98.81,98.81,98.71,,98.73
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.99,0,99.99,99.99,99.98,99.95,99.98,99.99,,99.99
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,99.03,0,99.67,99.56,99.21,99.72,99.55,99.58,,99.51
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.84,0,99.85,99.87,99.86,99.9,99.86,99.88,,99.86
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.94,0,97.74,97.75,97.81,97.82,97.82,97.84,,97.81
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.54,0,97.53,97.88,97.38,97.63,97.54,97.54,,97.56
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,99.43,0,99.45,99.58,99.84,99.52,99.44,99.5,,99.5
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.91,0,98.86,98.96,98.83,99.46,98.9,99.05,,98.94
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.12,0,98.03,97.47,97.6,97.58,97.6,97.66,,97.69
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,99.24,0,98.75,99.31,99.16,98.92,99.25,99.25,,99.16
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.43,0,97.45,97.43,97.48,97.44,97.44,97.46,,97.44
