Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,97.22,-0.03,,
PIBFR10YQ2033-12-14,95.33,-0.01,,
PIBFR10YS2028-05-31,99.46,-0.03,,
PIBFR10YS2028-06-28,99.35,-0.02,,
PIBFR10YS2028-08-09,99.35,0.01,,
PIBFR10YS2029-02-21,99.19,-0.01,,
PIBFR10YS2029-03-21,99.03,-0.06,,
PIBFR10YS2029-04-18,98.99,-0.06,,
PIBFR10YS2029-05-30,98.93,-0.09,,
PIBFR10YS2029-06-27,98.90,-0.09,,
PIBFR10YS2029-07-25,98.90,-0.08,,
PIBFR10YS2029-08-22,99.20,0.06,,
PIBFR10YS2030-06-18,100.37,0.10,,
PIBFR10YS2031-11-04,96.96,-0.01,,
PIBFR10YS2034-02-07,95.45,-0.02,,
PIBFR10YS2034-04-18,95.55,-0.02,,
PIBFR10YS2034-09-05,95.31,0.01,,
PIBFR10YS2034-10-03,95.26,-0.04,,
PIBFR10YS2034-11-14,95.47,-0.04,,
PIBFR10YS2034-12-12,95.00,0.00,,
PIBFR10YS2035-01-09,95.37,-0.04,,
PIBFR10YS2035-04-17,95.28,-0.02,,
PIBFR10YS2035-05-29,95.16,-0.01,,
PIBFR2YQ2025-09-21,99.94,0.05,,
PIBFR2YS2026-10-03,99.78,0.00,,
PIBFR2YS2027-01-09,99.86,0.03,,
PIBFR3YQ2025-09-08,99.97,0.00,,
PIBFR3YQ2026-02-09,99.80,0.00,,
PIBFR3YQ2026-09-21,99.60,0.03,,
PIBFR3YQ2026-10-19,99.54,0.02,,
PIBFR3YQ2027-02-07,99.24,-0.06,,
PIBFR5YQ2025-10-22,99.90,-0.03,,
PIBFR5YS2026-05-06,100.16,-0.01,,
PIBFR5YS2027-11-17,98.89,0.01,,
PIBFR5YS2028-04-06,98.74,-0.01,,
PIBFR5YS2028-08-10,98.46,-0.01,,
PIBFR5YS2028-09-21,98.51,-0.03,,
PIBFR5YS2028-10-19,98.56,-0.02,,
PIBFR5YS2028-12-14,98.26,-0.03,,
PIBFR5YS2029-02-07,98.16,-0.07,,
PIBFR5YS2029-04-18,98.32,0.00,,
PIBFR5YS2029-06-27,97.87,-0.02,,
PIBFR5YS2029-09-05,98.00,0.01,,
PIBFR5YS2029-10-03,97.87,-0.05,,
PIBFR5YS2029-11-14,98.11,-0.04,,
PIBFR5YS2029-12-12,97.79,-0.01,,
PIBFR5YS2030-01-09,97.92,0.01,,
PIBFR5YS2030-04-17,97.96,0.00,,
