,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,97.87,97.75,97.66,98.05,97.9,0,,97.93
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.86,97.75,97.68,98.02,97.88,0,,97.90
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.04,98.29,98.45,0,,98.30
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.18,98.35,98.1,97.89,98.29,98.35,0,,98.22
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.13,98.42,98.35,97.85,98.14,98.38,0,,98.23
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.88,98.16,98.78,0,,98.46
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,97.92,98.24,98.24,0,,98.17
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.36,98.15,98.09,98.15,98.38,0,,98.21
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.22,98.38,98.15,97.97,98.15,98.4,0,,98.26
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,97.92,98.05,98.44,0,,98.18
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.56,99.22,99.92,99.9,0,,99.82
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,97.84,98.5,98.17,97.87,98.21,98.4,0,,98.17
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,98.78,98.34,98.41,0,,98.41
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,93.74,94.94,94.65,0,,94.82
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.57,98.65,98.57,98.5,98.42,98.66,0,,98.54
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.67,99.65,99.64,99.7,99.63,99.65,0,,99.65
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.26,99.14,99.11,99.23,98.28,99.15,0,,99.15
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.68,98.82,98.74,98.89,98.66,98.8,0,,98.75
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.55,99.6,99.54,99.61,99.56,99.6,0,,99.58
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.39,95.38,95.51,97.16,95.34,95.4,0,,95.44
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.16,97.05,97.16,97.16,97.16,97.2,0,,97.16
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.15,99.1,99.02,99.1,98.98,98.99,99.05,0,,99.05
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.36,98.52,98.52,98.49,98.41,98.5,0,,98.47
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99,98.91,98.81,98.83,98.92,98.78,98.83,0,,98.86
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.76,96.78,96.78,96.78,96.8,97.49,0,,96.83
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,98.32,96.33,96.31,96.46,96.4,96.58,0,,96.42
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.4,98.3,98.46,98.3,98.23,98.33,0,,98.35
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.92,98.01,98.06,98.09,97.95,97.99,0,,98.01
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.37,96.5,96.23,96.37,96.24,96.55,0,,96.35
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,97.84,97.97,98.13,98.02,97.9,97.98,0,,97.97
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.78,96.52,96.58,96.71,96.53,96.53,96.81,0,,96.63
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.4,96.56,96.35,96.2,96.57,96.07,96.62,0,,96.42
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.8,95,94,94.63,94.85,95,0,,94.76
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.25,96.07,96.21,96.06,96.21,96.07,96.15,0,,96.14
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.54,94.14,94.34,94.35,94.25,94.2,0,,94.33
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.44,96.36,96.36,96.36,96.33,96.39,96.55,0,,96.38
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.55,94.63,94.64,96.64,94.45,94.45,98.36,0,,94.98
