Bond Code,Price,Net Change,,,
PIBFR10YQ2030-10-22,96.14,0.10,,,
PIBFR10YQ2033-12-14,94.75,0.14,,,
PIBFR10YS2028-05-31,99.24,0.12,,,
PIBFR10YS2028-06-28,99.31,0.13,,,
PIBFR10YS2028-08-09,99.31,0.09,,,
PIBFR10YS2029-02-21,99.18,0.09,,,
PIBFR10YS2029-03-21,98.93,0.05,,,
PIBFR10YS2029-04-18,98.86,0.09,,,
PIBFR10YS2029-05-30,98.53,0.12,,,
PIBFR10YS2029-06-27,98.56,-0.06,,,
PIBFR10YS2029-07-25,98.66,0.14,,,
PIBFR10YS2029-08-22,99.22,0.10,,,
PIBFR10YS2030-06-18,100.16,0.07,,,
PIBFR10YS2031-11-04,96.61,0.12,,,
PIBFR10YS2034-02-07,94.64,0.19,,,
PIBFR10YS2034-04-18,94.92,0.17,,,
PIBFR10YS2034-09-05,94.56,0.12,,,
PIBFR10YS2034-10-03,94.52,0.33,,,
PIBFR10YS2034-11-14,94.60,0.19,,,
PIBFR10YS2034-12-12,94.52,0.02,,,
PIBFR10YS2035-01-09,94.75,0.26,,,
PIBFR10YS2035-04-17,95.08,0.19,,,
PIBFR2YQ2025-09-21,99.94,0.00,,,
PIBFR2YS2026-10-03,99.75,0.04,,,
PIBFR2YS2027-01-09,99.90,0.11,,,
PIBFR3YQ2025-09-08,99.90,-0.02,,,
PIBFR3YQ2026-02-09,99.75,-0.02,,,
PIBFR3YQ2026-09-21,99.34,0.04,,,
PIBFR3YQ2026-10-19,99.37,-0.06,,,
PIBFR3YQ2027-02-07,99.06,-0.01,,,
PIBFR5YQ2025-10-22,99.82,0.04,,,
PIBFR5YS2025-06-18,100.10,0.01,,,
PIBFR5YS2026-05-06,100.15,0.03,,,
PIBFR5YS2027-11-17,98.56,-0.10,,,
PIBFR5YS2028-04-06,98.53,0.00,,,
PIBFR5YS2028-08-10,98.00,0.02,,,
PIBFR5YS2028-09-21,98.10,0.06,,,
PIBFR5YS2028-10-19,98.25,0.04,,,
PIBFR5YS2028-12-14,97.79,0.01,,,
PIBFR5YS2029-02-07,97.74,0.00,,,
PIBFR5YS2029-04-18,98.03,-0.03,,,
PIBFR5YS2029-06-27,97.78,0.03,,,
PIBFR5YS2029-09-05,97.61,0.05,,,
PIBFR5YS2029-10-03,97.66,0.06,,,
PIBFR5YS2029-11-14,97.71,0.04,,,
PIBFR5YS2029-12-12,97.56,0.01,,,
PIBFR5YS2030-01-09,97.61,0.07,,,
PIBFR5YS2030-04-17,97.78,0.07,,,
