,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,97.87,97.75,97.27,0,0,98,,97.86
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.86,97.75,97.95,0,0,97.95,,97.93
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.29,0,0,98.31,,98.32
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.18,98.35,98.1,98.02,0,0,98.15,,98.17
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.13,98.42,98.35,97.99,0,0,98.1,,98.19
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,98.02,0,0,98.38,,98.42
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,98.08,0,0,98.08,,98.13
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.36,98.15,98.21,0,0,98.13,,98.21
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.22,98.38,98.15,98.21,0,0,98.08,,98.24
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,98.06,0,0,98.08,,98.17
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.91,99.89,99.85,99.89,0,0,99.8,,99.87
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,97.83,98.38,98.55,97.91,0,0,98.08,,98.16
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,98.71,0,0,98.31,,98.42
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,93.73,0,0,94.92,,94.75
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.57,98.65,98.57,98.57,0,0,98.51,,98.55
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.69,99.65,99.64,99.68,0,0,99.55,,99.65
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.3,99.14,99.11,99.18,0,0,99.03,,99.14
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.68,98.82,98.74,98.78,0,0,98.65,,98.73
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.55,99.6,99.54,99.61,0,0,99.46,,99.56
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.5,95.38,95.51,95.17,0,0,95.26,,95.39
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.27,97.05,97.16,97.16,0,0,97.14,,97.16
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.15,99.09,99.02,99.1,98.96,0,0,98.94,,99.04
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.36,98.52,98.52,98.35,0,0,98.25,,98.41
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99,98.91,98.81,98.83,98.75,0,0,98.72,,98.84
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.9,96.71,96.9,96.85,0,0,96.89,,96.88
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.32,96.56,96.31,96.22,0,0,96.3,,96.34
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.39,98.3,98.46,98.16,0,0,98.22,,98.32
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.92,98.01,98.06,97.9,0,0,97.82,,97.96
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.55,96.31,96.23,96.31,0,0,96.32,,96.33
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,97.84,97.97,98.13,97.83,0,0,97.84,,97.94
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.78,96.79,96.53,96.71,96.61,0,0,96.71,,96.69
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.4,96.7,96.35,95.8,96.58,0,0,96.28,,96.35
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.8,95,93.63,94.74,0,0,94.68,,94.56
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.25,96.07,96.2,96.06,96.34,0,0,95.95,,96.15
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.53,94.14,94.34,94.34,0,0,94.17,,94.34
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.44,96.36,96.36,96.39,96.3,0,0,96.43,,96.38
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.55,94.74,94.83,96.64,90.94,0,0,94.62,,94.39
