,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,0.00,97.85,98.03,97.88,97.87,0.00,0.00,0.00,,97.91
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,0.00,97.78,97.90,97.87,97.86,0.00,0.00,0.00,,97.85
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,0.00,97.98,98.26,98.44,98.43,0.00,0.00,0.00,,98.28
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,0.00,98.40,98.14,98.33,98.35,0.00,0.00,0.00,,98.31
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,0.00,97.85,98.00,98.40,98.42,0.00,0.00,0.00,,98.17
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,0.00,98.08,98.62,98.70,98.77,0.00,0.00,0.00,,98.54
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,0.00,98.35,98.44,98.22,98.21,0.00,0.00,0.00,,98.31
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,0.00,98.45,98.42,98.35,98.36,0.00,0.00,0.00,,98.40
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,0.00,98.44,98.22,98.36,98.38,0.00,0.00,0.00,,98.35
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,0.00,97.88,98.25,98.40,98.42,0.00,0.00,0.00,,98.24
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,0.00,99.87,99.89,99.88,99.89,0.00,0.00,0.00,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,0.00,98.60,98.23,98.37,98.38,0.00,0.00,0.00,,98.40
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,0.00,98.51,98.60,98.40,98.39,0.00,0.00,0.00,,98.48
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,0.00,95.33,95.36,94.60,94.60,0.00,0.00,0.00,,94.97
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,0.00,98.44,98.44,98.31,98.31,0.00,0.00,0.00,,98.38
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,0.00,99.65,99.66,99.66,99.66,0.00,0.00,0.00,,99.66
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,0.00,99.17,99.18,99.13,99.14,0.00,0.00,0.00,,99.16
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,0.00,98.75,98.81,98.81,98.79,0.00,0.00,0.00,,98.79
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,0.00,99.59,99.60,99.57,99.58,0.00,0.00,0.00,,99.59
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,0.00,95.55,95.31,95.00,94.99,0.00,0.00,0.00,,95.21
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,0.00,97.20,97.15,97.15,97.20,0.00,0.00,0.00,,97.18
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,0.00,99.13,99.15,99.16,99.13,0.00,0.00,0.00,,99.14
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,0.00,98.45,98.52,98.50,98.52,0.00,0.00,0.00,,98.50
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,0.00,98.94,98.96,98.94,98.94,0.00,0.00,0.00,,98.95
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,0.00,97.09,96.97,97.05,97.09,0.00,0.00,0.00,,97.05
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,0.00,96.25,96.38,96.15,96.12,0.00,0.00,0.00,,96.23
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,0.00,98.49,98.51,98.49,98.49,0.00,0.00,0.00,,98.50
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,0.00,97.82,98.00,98.02,98.04,0.00,0.00,0.00,,97.97
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,0.00,96.31,96.21,96.20,96.21,0.00,0.00,0.00,,96.23
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,0.00,97.87,97.96,97.76,97.78,0.00,0.00,0.00,,97.84
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,0.00,96.80,96.81,96.80,96.83,0.00,0.00,0.00,,96.81
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,0.00,96.33,96.47,96.60,96.60,0.00,0.00,0.00,,96.50
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,0.00,94.54,94.73,95.00,95.00,0.00,0.00,0.00,,94.82
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,0.00,96.00,96.00,95.96,96.00,0.00,0.00,0.00,,95.99
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,0.00,94.30,94.23,94.15,94.14,0.00,0.00,0.00,,94.21
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,0.00,96.77,96.74,96.80,96.80,0.00,0.00,0.00,,96.78
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,0.00,94.84,94.53,94.30,95.05,0.00,0.00,0.00,,94.68
