,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-22,6-Apr-23,6-Apr-28,Half-Yearly,97.84,97.82,97.74,97.72,97.37,97.82,97.82,97.87,,97.79
PIB-FRB-23,10-Aug-23,10-Aug-28,Half-Yearly,97.45,97.53,97.45,97.51,99.54,97.36,97.36,97.35,,97.44
PIB-FRB-24,21-Sep-23,21-Sep-25,Quarterly,99.57,99.51,99.53,99.6,98.86,99.52,99.52,99.53,,99.53
PIB-FRB-25,21-Sep-23,21-Sep-26,Quarterly,99.14,98.57,99.06,98.96,97.13,99.46,99.05,99.07,,98.98
PIB-FRB-26,21-Sep-23,21-Sep-28,Half-Yearly,98.14,97.61,98.03,97.38,99.17,97.56,97.6,97.68,,97.77
PIB-FRB-27,19-Oct-23,19-Oct-26,Quarterly,99.02,99.01,99.09,99.31,97.34,98.92,99.05,99.02,,99.02
PIB-FRB-28,19-Oct-23,19-Oct-28,Half-Yearly,97.45,97.46,97.45,97.34,97.16,97.4,97.45,97.48,,97.43
PIB-FRB-29,14-Dec-23,14-Dec-28,Half-Yearly,97.45,97.29,97.45,97.42,93.21,97.29,97.4,97.39,,97.37
PIB-FRB-30,14-Dec-23,14-Dec-33,Half-Yearly,92.58,93.15,94.75,93.29,96.99,92.81,93.15,92.87,,93.34
PIB-FRB-31,7-Feb-24,7-Feb-29,Half-Yearly,97.87,97.07,97.01,96.93,93.3,96.92,97.05,97.14,,97.02
PIB-FRB-32,7-Feb-24,7-Feb-34,Half-Yearly,94.16,93.24,95.55,93.4,96.94,93.49,93.45,93.5,,93.93
PIB-FRB-33,18-Apr-24,18-Apr-29,Half-Yearly,97.08,97.07,97.15,97.23,93.31,97.07,97.1,97,,97.08
PIB-FRB-34,18-Apr-24,18-Apr-34,Half-Yearly,93.68,93.67,93.58,93.49,96.93,93.44,93.45,93.54,,93.57
PIB-FRB-35,27-Jun-24,27-Jun-29,Half-Yearly,97.09,97.08,97.02,97.19,96.56,97.08,97.19,97.03,,97.08
PIB-FRB-36,5-Sep-24,5-Sep-29,Half-Yearly,97.14,97.03,97.64,97.05,94.12,97.26,97.15,97.2,,97.14
PIB-FRB-37,5-Sep-24,5-Sep-34,Half-Yearly,94.75,94.52,94.43,94.47,99.67,94.31,94.46,94.38,,94.5
PIB-FRB-38,3-Oct-24,3-Oct-26,Half-Yearly,99.64,99.8,99.78,99.7,96.78,99.78,99.73,99.74,,99.73
PIB-FRB-39,3-Oct-24,3-Oct-29,Half-Yearly,97.09,97.14,97.08,97.06,93.34,97.07,97.09,97.03,,97.07
PIB-FRB-40,3-Oct-24,3-Oct-34,Half-Yearly,93.7,93.77,93.6,93.78,98.52,93.69,93.78,93.79,,93.75
PIB-FRB-41,7-Feb-24,7-Feb-27,Quarterly,98.71,98.8,98.7,98.69,96.92,98.9,98.72,98.81,,98.74
PIB-FRB-42,14-Nov-24,14-Nov-29,Half-Yearly,97.51,97.24,97.24,97.25,92.97,97.18,97.25,97.35,,97.25
PIB-FRB-43,14-Nov-24,14-Nov-34,Half-Yearly,92.82,94.03,92.94,93.28,96.75,93.05,93.25,93.35,,93.32
PIB-FRB-44,12-Dec-24,12-Dec-29,Half-Yearly,96.85,97.01,96.96,96.85,96.75,96.98,96.98,96.96,,96.93
PIB-FRB-45,12-Dec-24,12-Dec-34,Half-Yearly,93.16,93.15,92.55,92.65,93.3,92.65,92.65,93.01,,92.88
PIB-FRB-46,9-Jan-25,9-Jan-27,Semiannually,99.64,99.97,100.13,100.3,99.97,100,99.97,99.97,,100
PIB-FRB-47,9-Jan-25,9-Jan-30,Semiannually,96.77,96.83,96.76,96.77,96.7,96.76,96.77,96.8,,96.77
PIB-FRB-48,9-Jan-25,9-Jan-35,Semiannually,92.64,92.89,92.89,92.89,92.9,92.89,92.89,92.74,,92.87
