,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,97.87,97.75,97.52,0,97.9,97.83,,97.89
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.86,97.75,97.69,0,97.88,97.78,,97.85
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.05,0,98.45,98.14,,98.27
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.18,98.35,98.1,97.89,0,98.35,97.98,,98.16
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.13,98.42,98.35,97.85,0,98.38,97.94,,98.19
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.88,0,98.78,98.22,,98.47
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,97.92,0,98.24,97.92,,98.11
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.36,98.15,98.09,0,98.38,97.97,,98.20
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.22,98.38,98.15,97.99,0,98.4,97.92,,98.23
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,97.92,0,98.44,97.9,,98.15
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.56,99.89,0,99.9,99.64,,99.83
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,97.84,98.5,98.17,97.68,0,98.4,97.9,,98.10
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,98.79,0,98.41,98.14,,98.38
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,93.74,0,94.65,94.76,,94.78
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.57,98.65,98.57,98.5,0,98.66,98.35,,98.54
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.68,99.65,99.64,99.7,0,99.65,99.38,,99.66
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.27,99.14,99.11,99.23,0,99.15,98.85,,99.15
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.68,98.82,98.74,98.89,0,98.8,98.48,,98.75
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.56,99.6,99.54,99.62,0,99.6,99.3,,99.58
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.16,95.38,95.43,95.16,0,95.4,95.1,,95.31
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.04,97.05,97.16,97.16,0,97.2,96.96,,97.11
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.15,99.11,99.02,99.1,98.99,0,99.05,98.77,,99.05
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.37,98.52,98.52,98.49,0,98.5,98.07,,98.47
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99,98.93,98.81,98.83,98.78,0,98.83,98.55,,98.84
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.73,96.66,96.74,96.78,0,97.49,96.73,,96.80
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.33,96.33,96.2,96.33,0,96.58,96.14,,96.31
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.4,98.3,98.46,98.19,0,98.33,98.04,,98.32
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.92,98.01,98.06,98.09,0,97.99,97.66,,98.01
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.37,96.24,96.11,96.43,0,96.55,96.15,,96.29
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,97.85,97.97,98.13,98.04,0,97.98,97.66,,97.97
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.78,96.26,96.32,96.53,96.53,0,96.81,96.31,,96.49
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.4,96.29,96.35,96.2,96.47,0,96.62,96.11,,96.34
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.79,95,94,94.38,0,95,94.5,,94.64
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.25,98.08,96.21,96.06,96.22,0,96.15,95.79,,96.18
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.54,94.14,94.34,94.35,0,94.2,94,,94.31
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.2,96.3,96.22,96.31,96.28,0,96.3,96.21,,96.26
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.55,94.63,94.64,94.64,94.45,0,94.82,94.45,,94.58
