Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.25,-0.02
PIBFR10YQ2033-12-14,93.07,0.10
PIBFR10YS2028-05-31,98.51,-0.02
PIBFR10YS2028-06-28,98.49,-0.02
PIBFR10YS2028-08-09,98.77,0.03
PIBFR10YS2029-02-21,98.66,0.02
PIBFR10YS2029-03-21,98.40,0.00
PIBFR10YS2029-04-18,98.38,0.00
PIBFR10YS2029-05-30,98.19,0.00
PIBFR10YS2029-06-27,98.42,0.04
PIBFR10YS2029-07-25,98.36,0.01
PIBFR10YS2029-08-22,98.57,0.00
PIBFR10YS2030-06-18,99.99,0.00
PIBFR10YS2031-11-04,95.58,0.02
PIBFR10YS2034-02-07,95.07,0.12
PIBFR10YS2034-04-18,94.15,0.03
PIBFR10YS2034-09-05,94.44,-0.01
PIBFR10YS2034-10-03,93.80,-0.04
PIBFR10YS2034-11-14,93.00,0.00
PIBFR10YS2034-12-12,92.78,0.02
PIBFR10YS2035-01-09,92.82,-0.05
PIBFR2YQ2025-02-09,99.96,0.01
PIBFR2YQ2025-04-06,99.86,-0.01
PIBFR2YQ2025-09-21,99.43,0.00
PIBFR2YS2026-10-03,99.73,0.00
PIBFR2YS2027-01-09,99.90,-0.05
PIBFR3YQ2025-04-07,99.99,-0.01
PIBFR3YQ2025-09-08,99.95,-0.01
PIBFR3YQ2026-02-09,99.52,0.00
PIBFR3YQ2026-09-21,99.00,0.02
PIBFR3YQ2026-10-19,99.17,0.35
PIBFR3YQ2027-02-07,98.77,0.00
PIBFR5YQ2025-10-22,99.40,0.00
PIBFR5YS2025-06-18,100.32,-0.01
PIBFR5YS2026-05-06,99.83,0.02
PIBFR5YS2027-11-17,98.59,-0.02
PIBFR5YS2028-04-06,97.81,-0.01
PIBFR5YS2028-08-10,97.57,0.04
PIBFR5YS2028-09-21,97.73,0.01
PIBFR5YS2028-10-19,97.48,-0.01
PIBFR5YS2028-12-14,97.35,0.00
PIBFR5YS2029-02-07,97.41,0.04
PIBFR5YS2029-04-18,97.27,-0.01
PIBFR5YS2029-06-27,97.12,0.01
PIBFR5YS2029-09-05,97.48,0.00
PIBFR5YS2029-10-03,97.21,0.00
PIBFR5YS2029-11-14,97.48,0.00
PIBFR5YS2029-12-12,97.07,0.01
PIBFR5YS2030-01-09,96.85,-0.02
