,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.17,98.64,98.65,98.55,97.89,0,98.65,98.65,,98.63
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,98.6,98.65,98.55,97.84,0,98.6,98.65,,98.61
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.62,99.26,98.38,98.65,98.35,0,98.62,98.63,,98.58
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.67,99.05,98.5,98.55,98.37,0,98.55,98.55,,98.56
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.65,99.03,98.17,98.4,98.25,0,98.4,98.57,,98.45
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.44,98.7,98.4,98.4,98.29,0,98.4,98.41,,98.41
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.06,98.21,98.21,98.2,98.12,0,98.21,98.21,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.24,99.22,98.5,98.43,98.34,0,98.5,98.51,,98.46
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.39,98.32,98.32,98.35,98.16,0,98.32,98.35,,98.33
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.68,98.55,98.55,98.55,98.39,0,98.55,98.57,,98.55
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.23,100.3,100.35,100.35,100.28,0,100.3,100.33,,100.31
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.96,100.04,99.96,100,99.96,0,99.96,99.99,,99.97
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.44,99.62,99.2,99.66,99.34,0,99.55,99.55,,99.5
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.63,95.66,95.66,95.79,94.82,0,95.6,95.48,,95.44
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.84,99.83,99.84,99.84,99.84,0,99.83,99.84,,99.84
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,99.94,99.96,99.95,99.98,0,99.98,99.96,,99.97
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.94,99.98,99.98,99.9,99.94,0,99.96,99.96,,99.96
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.19,95.1,95.1,95.4,95.51,0,95.5,95.1,,95.26
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.73,98.82,98.6,98.83,98.83,0,98.82,98.72,,98.76
PIB-FRB-20,9-Feb-23,9-Feb-26,Quarterly,99.35,99.54,99.4,99.63,99.22,0,99.6,99.58,,99.49
PIB-FRB-21,6-Apr-23,6-Apr-25,Quarterly,99.87,99.89,99.87,99.87,99.88,0,99.86,99.88,,99.87
PIB-FRB-22,6-Apr-23,6-Apr-28,Half-Yearly,97.83,97.82,97.74,97.71,97.83,0,97.82,97.85,,97.81
PIB-FRB-23,10-Aug-23,10-Aug-28,Half-Yearly,97.23,97.81,97.53,97.23,97.39,0,97.35,97.35,,97.37
PIB-FRB-24,21-Sep-23,21-Sep-25,Quarterly,99.56,99.47,99.53,99.58,99.53,0,99.46,99.51,,99.52
PIB-FRB-25,21-Sep-23,21-Sep-26,Quarterly,98.92,99.29,99.06,98.96,98.84,0,98.9,99.06,,98.98
PIB-FRB-26,21-Sep-23,21-Sep-28,Half-Yearly,98.13,97.61,98.03,97.37,97.62,0,97.6,97.67,,97.71
PIB-FRB-27,19-Oct-23,19-Oct-26,Quarterly,99.17,99.31,98.75,99.31,99.17,0,99.25,99.26,,99.23
PIB-FRB-28,19-Oct-23,19-Oct-28,Half-Yearly,97.44,97.46,97.45,97.33,97.47,0,97.44,97.47,,97.45
PIB-FRB-29,14-Dec-23,14-Dec-28,Half-Yearly,97.44,97.29,97.45,97.42,97.3,0,97.42,97.39,,97.39
PIB-FRB-30,14-Dec-23,14-Dec-33,Half-Yearly,92.57,93.15,94.75,93.29,93.55,0,93.15,92.86,,93.2
PIB-FRB-31,7-Feb-24,7-Feb-29,Half-Yearly,97.86,97.07,97.01,96.92,97.07,0,97.07,97.13,,97.07
PIB-FRB-32,7-Feb-24,7-Feb-34,Half-Yearly,94.16,93.24,95.55,93.4,93.55,0,93.4,93.5,,93.6
PIB-FRB-33,18-Apr-24,18-Apr-29,Half-Yearly,97.07,97.07,97.15,97.22,97.13,0,97.22,97.19,,97.15
PIB-FRB-34,18-Apr-24,18-Apr-34,Half-Yearly,93.67,93.67,93.21,93.44,93.44,0,93.66,93.53,,93.55
PIB-FRB-35,27-Jun-24,27-Jun-29,Half-Yearly,97.09,97.08,97.02,97.18,97.02,0,97.07,96.99,,97.06
PIB-FRB-36,5-Sep-24,5-Sep-29,Half-Yearly,97.12,97.03,97.64,97.04,97.12,0,97.2,97.42,,97.18
PIB-FRB-37,5-Sep-24,5-Sep-34,Half-Yearly,94.74,94.52,94.43,94.47,94.12,0,94.49,94.61,,94.5
PIB-FRB-38,3-Oct-24,3-Oct-26,Half-Yearly,99.64,99.8,99.78,99.7,99.66,0,99.77,99.73,,99.73
PIB-FRB-39,3-Oct-24,3-Oct-29,Half-Yearly,97.08,97.14,97.08,97.05,96.95,0,97.06,97.08,,97.07
PIB-FRB-40,3-Oct-24,3-Oct-34,Half-Yearly,93.69,93.77,93.42,93.78,93.56,0,93.78,93.78,,93.72
PIB-FRB-41,7-Feb-24,7-Feb-27,Quarterly,98.71,98.8,98.7,98.69,98.52,0,98.7,98.81,,98.72
PIB-FRB-42,14-Nov-24,14-Nov-29,Half-Yearly,97.51,97.24,97.24,97.24,97.47,0,97.25,97.34,,97.31
PIB-FRB-43,14-Nov-24,14-Nov-34,Half-Yearly,92.82,93.54,92.94,93.28,92.95,0,93.3,93.35,,93.16
PIB-FRB-44,12-Dec-24,12-Dec-29,Half-Yearly,96.85,97.01,96.96,96.85,96.98,0,96.96,96.95,,96.94
PIB-FRB-45,12-Dec-24,12-Dec-34,Half-Yearly,93.15,93.15,92.55,92.65,92.65,0,92.65,93,,92.82
PIB-FRB-46,9-Jan-25,9-Jan-27,Semiannually,99.64,99.97,100.13,100.3,99.97,0,100.05,99.97,,100.02
PIB-FRB-47,9-Jan-25,9-Jan-30,Semiannually,96.77,96.83,96.76,96.77,96.83,0,96.83,96.8,,96.8
PIB-FRB-48,9-Jan-25,9-Jan-35,Semiannually,92.64,92.89,92.89,92.89,92.64,0,92.89,92.64,,92.79
