,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.10,97.87,0.00,97.88,98.05,98.05,97.97,,98.01
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,0.00,97.88,98.00,97.95,97.90,,97.96
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.30,98.52,98.43,0.00,98.32,98.29,98.35,98.30,,98.34
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.20,98.20,98.35,0.00,98.09,98.29,98.22,98.20,,98.22
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,0.00,98.00,98.14,98.15,98.20,,98.16
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.50,98.76,98.77,0.00,97.96,98.16,98.55,98.48,,98.49
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.10,98.21,98.21,0.00,98.03,98.24,98.22,98.18,,98.18
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.30,98.36,0.00,98.08,98.15,98.20,98.23,,98.21
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.40,98.25,98.38,0.00,98.16,98.15,98.25,98.23,,98.25
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.10,98.18,98.42,0.00,98.30,98.05,98.22,98.19,,98.20
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,0.00,99.75,99.92,99.90,99.86,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.96,98.48,0.00,97.70,98.45,98.40,98.22,,98.29
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.20,98.54,98.39,0.00,98.87,98.34,98.35,98.35,,98.39
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.90,95.33,94.60,0.00,95.41,94.94,95.00,94.86,,95.01
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.40,98.65,98.66,0.00,98.63,98.67,98.65,98.62,,98.64
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.82,99.82,99.83,0.00,99.83,99.82,99.82,99.79,,99.82
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.10,99.33,99.32,0.00,99.30,98.66,99.32,99.20,,99.25
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.70,98.73,98.82,0.00,98.93,98.91,98.90,98.90,,98.85
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.67,99.76,99.74,0.00,99.76,99.72,99.74,99.67,,99.73
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.49,95.39,0.00,95.53,95.56,95.54,95.50,,95.51
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.16,97.27,0.00,97.34,97.27,97.35,97.20,,97.25
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.25,99.30,0.00,99.15,99.27,99.20,99.10,,99.23
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.43,98.52,0.00,98.56,98.48,98.52,98.40,,98.48
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.07,99.08,0.00,98.88,99.13,99.07,99.16,,99.10
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,96.92,96.94,96.92,0.00,96.94,96.93,96.91,96.96,,96.93
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.67,96.64,0.00,96.57,96.72,96.69,96.44,,96.60
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.55,98.64,0.00,98.45,98.68,98.63,98.35,,98.59
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.92,98.01,0.00,98.09,98.08,98.05,98.09,,98.06
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.55,96.53,0.00,96.25,96.47,96.54,96.30,,96.42
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,97.93,98.17,0.00,98.01,98.05,98.10,98.09,,98.07
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.77,96.78,96.78,0.00,96.73,96.77,96.78,96.81,,96.78
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.65,96.50,96.51,0.00,96.56,96.56,96.54,96.60,,96.55
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.93,95.00,0.00,94.41,94.92,94.94,94.57,,94.78
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.33,96.44,96.44,0.00,96.44,96.44,96.50,96.48,,96.45
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.50,94.79,95.08,0.00,94.49,94.97,94.55,94.40,,94.66
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.64,96.62,96.63,0.00,96.58,96.62,96.62,96.65,,96.63
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,95.04,94.81,95.05,0.00,94.63,94.81,96.67,94.60,,94.87
PIB-FRB-38,27-Jun-24,27-Jun-29,Semiannually,96.60,96.60,96.56,0.00,96.61,96.55,96.60,96.57,,96.59
