,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,0,97.87,97.75,97.88,98.05,98.05,98.15,,98.00
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,0,97.86,97.75,97.86,98,98.05,98.1,,97.97
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,0,98.43,98.05,98.39,98.29,98.35,98.35,,98.34
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,0,98.35,98.1,98.15,98.29,98.25,98.2,,98.22
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,0,98.42,98.35,98.03,98.14,98.3,98.15,,98.22
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,0,98.77,98.1,97.98,98.16,98.5,98.5,,98.35
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,0,98.21,98.1,98.01,98.24,98.15,98.11,,98.13
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,0,98.36,98.15,98.05,98.15,98.15,98.15,,98.15
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,0,98.38,98.15,98.15,98.15,98.3,98.35,,98.27
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,0,98.42,98.15,98.35,98.05,98.4,98.18,,98.24
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,0,99.89,99.9,99.74,99.92,99.9,99.86,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,0,98.48,98.17,97.68,98.45,98.45,98.45,,98.39
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,0,98.39,98.35,98.92,98.34,98.35,98.38,,98.36
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,0,94.6,95,95.28,94.94,94.95,94.95,,94.95
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.82,0,98.74,98.82,98.82,98.88,99.81,98.79,,98.83
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.94,0,99.92,99.94,99.84,99.92,99.9,99.93,,99.92
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.47,0,99.5,99.55,99.52,98.93,99.5,99.45,,99.49
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,0,98.82,99.12,99.01,99.11,99,99.1,,99.01
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.82,0,99.85,99.83,99.83,99.84,99.82,99.83,,99.83
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.6,0,95.57,95.57,95.57,95.56,95.6,95.56,,95.57
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,0,97.27,97.72,97.4,97.5,97.72,97.27,,97.43
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,0,99.39,99.22,99.26,99.3,99.3,99.25,,99.28
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,0,98.52,98.73,98.75,98.72,98.72,98.51,,98.64
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,0,99.19,99.03,98.95,99.16,99.15,99.15,,99.13
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,97.23,0,97.22,97.24,97.22,97.24,97.31,97.2,,97.23
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,96.77,0,96.88,96.85,96.89,96.78,96.95,96.81,,96.84
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,0,98.8,98.41,98.51,98.82,98.65,98.63,,98.67
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,0,98.01,98.06,98.16,98.53,98.1,98.09,,98.09
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,96.25,0,96.72,96.7,96.25,96.73,96.7,96.3,,96.53
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,0,98.17,98.13,98.03,98.5,98.13,98.15,,98.14
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,96.77,0,96.97,97.02,96.97,97.01,97,96.95,,96.98
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,96.88,0,96.86,96.86,96.8,96.88,96.96,96.88,,96.87
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,94.52,0,95,94.71,94.39,94.9,94.9,94.52,,94.71
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,96.33,0,96.79,96.71,99.65,96.84,96.73,96.7,,96.75
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,94.5,0,95.08,94.85,94.51,94.97,94.85,94.5,,94.74
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,96.87,0,96.8,96.82,96.82,96.85,96.87,96.79,,96.83
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,95.04,0,95.05,94.83,94.69,94.68,95.04,95.04,,94.93
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,96.74,0,96.68,96.68,96.68,96.68,96.68,96.68,,96.68
