,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,97.87,97.75,97.88,98.05,0,98.05,,97.99
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,97.75,97.87,98,0,98.05,,97.97
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.34,98.29,0,98.3,,98.33
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,98.1,98.1,98.29,0,98.2,,98.20
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,98.35,98.01,98.14,0,98.2,,98.20
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.97,98.16,0,98.48,,98.40
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,98.02,98.24,0,98.18,,98.16
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,98.15,98.07,98.15,0,98.23,,98.20
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.25,98.38,98.15,98.19,98.15,0,98.25,,98.24
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,98.31,98.05,0,98.19,,98.19
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.9,99.76,99.92,0,99.86,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.96,98.48,98.17,97.69,98.45,0,98.22,,98.24
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.71,98.39,98.35,98.9,98.34,0,98.35,,98.43
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.71,94.6,95,95.28,94.94,0,94.91,,95.01
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.66,98.66,98.66,98.66,98.7,0,98.62,,98.65
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.84,99.85,99.84,99.85,99.86,99.85,0,99.87,,99.85
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.34,99.32,99.39,99.33,98.66,0,99.2,,99.26
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.75,98.82,98.74,98.97,98.91,0,98.9,,98.82
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.67,99.76,99.77,99.73,99.78,99.72,0,99.67,,99.73
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.6,95.59,95.66,95.53,95.59,95.69,0,95.58,,95.60
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.16,97.27,95.66,97.37,97.38,0,97.2,,97.23
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.28,99.3,99.22,98.19,99.27,0,99.19,,99.25
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.46,98.52,98.52,98.61,98.48,0,98.51,,98.50
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.09,99.08,99.03,98.9,99.13,0,99.16,,99.10
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,97.09,97.07,97.13,97.07,97.07,97.07,0,96.94,,97.07
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,96.35,96.77,96.83,96.7,96.7,96.82,0,96.5,,96.70
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.56,98.64,98.41,98.47,98.68,0,98.45,,98.56
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.93,98.01,98.06,98.14,98.08,0,98.09,,98.06
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,96.25,96.57,96.7,96.56,96.25,95.56,0,96.3,,96.39
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,97.89,98.17,98.13,98.02,98.05,0,98.09,,98.08
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,96.77,96.87,96.87,96.81,96.82,96.84,0,96.81,,96.83
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,96.65,96.72,96.67,96.72,96.64,96.72,0,96.6,,96.68
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,94.52,94.92,95,94,94.4,94.9,0,94.57,,94.66
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,96.33,96.6,96.59,96.54,96.6,96.6,0,96.48,,96.56
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,94.5,94.81,95.08,94.34,94.66,94.97,0,94.45,,94.68
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,96.7,96.67,96.72,96.69,96.67,96.71,0,96.74,,96.70
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,95.04,94.82,95.05,94.63,94.67,95,0,94.81,,94.87
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,96.6,96.6,96.56,96.57,96.66,96.57,0,96.57,,96.58
