Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,95.51,-0.09,,
PIBFR10YQ2033-12-14,93.91,0.22,,
PIBFR10YS2028-05-31,99.04,0.06,,
PIBFR10YS2028-06-28,99.02,0.06,,
PIBFR10YS2028-08-09,98.98,-0.02,,
PIBFR10YS2029-02-21,98.89,0.01,,
PIBFR10YS2029-03-21,98.72,0.00,,
PIBFR10YS2029-04-18,98.56,-0.01,,
PIBFR10YS2029-05-30,98.23,0.00,,
PIBFR10YS2029-06-27,98.48,-0.03,,
PIBFR10YS2029-07-25,98.38,0.01,,
PIBFR10YS2029-08-22,98.95,-0.05,,
PIBFR10YS2030-06-18,100.06,0.00,,
PIBFR10YS2031-11-04,96.09,0.06,,
PIBFR10YS2034-02-07,93.67,0.10,,
PIBFR10YS2034-04-18,94.03,0.12,,
PIBFR10YS2034-09-05,93.61,0.14,,
PIBFR10YS2034-10-03,93.28,0.00,,
PIBFR10YS2034-11-14,93.58,-0.04,,
PIBFR10YS2034-12-12,93.55,-0.03,,
PIBFR10YS2035-01-09,93.50,0.06,,
PIBFR10YS2035-04-17,93.68,0.06,,
PIBFR2YQ2025-09-21,99.73,-0.03,,
PIBFR2YS2026-10-03,99.68,-0.06,,
PIBFR2YS2027-01-09,99.84,0.06,,
PIBFR3YQ2025-09-08,99.85,-0.02,,
PIBFR3YQ2026-02-09,99.63,-0.01,,
PIBFR3YQ2026-09-21,99.15,-0.03,,
PIBFR3YQ2026-10-19,99.19,0.00,,
PIBFR3YQ2027-02-07,99.11,0.24,,
PIBFR5YQ2025-10-22,99.70,-0.01,,
PIBFR5YS2025-06-18,100.01,-0.01,,
PIBFR5YS2026-05-06,100.04,0.09,,
PIBFR5YS2027-11-17,98.59,0.00,,
PIBFR5YS2028-04-06,98.06,0.01,,
PIBFR5YS2028-08-10,97.65,0.03,,
PIBFR5YS2028-09-21,97.64,0.00,,
PIBFR5YS2028-10-19,97.72,-0.03,,
PIBFR5YS2028-12-14,97.54,0.00,,
PIBFR5YS2029-02-07,97.34,-0.05,,
PIBFR5YS2029-04-18,97.52,0.05,,
PIBFR5YS2029-06-27,97.32,0.00,,
PIBFR5YS2029-09-05,97.17,0.02,,
PIBFR5YS2029-10-03,97.13,0.01,,
PIBFR5YS2029-11-14,97.31,0.00,,
PIBFR5YS2029-12-12,97.14,0.04,,
PIBFR5YS2030-01-09,97.05,0.02,,
PIBFR5YS2030-04-17,97.13,0.01,,
