,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,0,98.1,0,98,97.99,98.05,0,98.05,,98.04
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,0,98.05,0,98,97.91,98,0,98.05,,98
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,0,98.63,0,98.25,98.34,99.38,0,98.25,,98.57
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,0,98.2,0,98.2,98.21,99.49,0,98.21,,98.46
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,0,98.42,0,98.25,98.17,98.14,0,98.39,,98.27
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,0,98.39,0,98.25,98.26,98.16,0,98.35,,98.28
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,0,98.21,0,98.2,98.3,98.24,0,98.34,,98.26
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,0,98.3,0,98.2,98.44,98.15,0,98.2,,98.26
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,0,98.32,0,98.2,98.29,98.15,0,98.25,,98.24
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,0,98.55,0,98.2,98.24,99.62,0,98.39,,98.6
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,0,100.33,0,100.15,100.33,100.2,0,100.11,,100.22
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,0,100.04,0,100.11,99.89,99.85,0,100.04,,99.99
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,0,98.71,0,99.53,99.16,99.13,0,98.71,,99.05
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,0,95.71,0,96.18,95.8,94.94,0,95.59,,95.64
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,0,99.21,0,99.32,99.34,99.27,0,99.35,,99.3
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,0,99.98,0,99.99,99.99,99.98,0,99.72,,99.93
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,0,99.66,0,99.61,99.58,99.54,0,99.45,,99.57
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,0,95.5,0,95.33,95.17,95.13,0,95.16,,95.26
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,0,98.43,0,98,98.22,98.21,0,97.85,,98.14
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,0,99.57,0,99.58,99.62,99.5,0,99.45,,99.54
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,0,98.87,0,98.98,99.09,99.25,0,98.91,,99.02
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,0,99.35,0,99.4,99.39,99.28,0,99.29,,99.34
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,0,97.24,0,97.24,97.29,97.26,0,97.21,,97.25
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,0,97.81,0,98.2,97.89,98.07,0,96.78,,97.75
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,0,98.74,0,98.79,98.78,98.63,0,98.75,,98.74
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,0,99.18,0,98.95,98.71,98.78,0,98.93,,98.91
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,0,98.15,0,98.02,98.02,98.02,0,97.97,,98.04
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,0,98.4,0,98.98,98.64,98.65,0,98.38,,98.61
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,0,96.65,0,96.94,97.31,96.85,0,96.81,,96.91
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,0,97.74,0,97.6,97.88,97.48,0,97.45,,97.63
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,0,95.13,0,95.31,95.13,94.74,0,94.74,,95.01
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,0,97.93,0,97.93,97.93,97.93,0,97.79,,97.9
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,0,95.76,0,95.57,95.17,95.76,0,95.64,,95.58
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,0,96.57,0,96.67,96.63,96.66,0,96.63,,96.63
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,0,93.62,0,93.63,93.4,93.39,0,95.14,,93.84
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,0,97.85,0,97.55,97.85,97.7,0,97.69,,97.73
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,0,97.88,0,97.89,97.89,98.04,0,97.88,,97.92
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,0,94.43,0,94.66,94.22,94.64,0,94.64,,94.52
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,0,99.8,0,99.64,99.65,99.68,0,99.8,,99.71
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,0,97.08,0,97.08,97.08,97.14,0,97.04,,97.08
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,0,93.73,0,93.82,93.82,93.73,0,93.95,,93.81
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,0,98.63,0,98.6,98.46,98.9,0,98.83,,98.68
