,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.10,97.85,97.88,97.88,97.87,97.75,97.94,97.85,,97.88
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.00,97.78,97.84,97.87,97.86,97.75,97.89,97.84,,97.85
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,97.90,97.98,98.18,98.44,98.43,98.05,98.38,97.99,,98.17
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,97.80,98.40,98.23,98.33,98.35,98.10,98.28,98.10,,98.23
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,97.70,97.85,98.15,98.35,98.42,98.35,98.32,97.90,,98.15
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.30,98.08,98.22,98.25,98.48,98.10,98.25,98.27,,98.23
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.35,98.19,98.22,98.21,98.10,98.13,98.20,,98.18
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.45,98.34,98.35,98.36,98.15,98.37,98.34,,98.32
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.47,98.44,98.34,98.36,98.38,98.15,98.35,98.37,,98.37
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.02,97.88,98.23,98.40,98.42,98.15,98.19,98.30,,98.22
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.87,99.88,99.88,99.89,99.85,99.90,99.87,,99.87
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.21,98.60,98.41,98.37,98.38,98.55,98.39,98.36,,98.41
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,97.00,98.51,98.42,98.40,98.39,98.35,98.41,98.37,,98.39
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.82,95.33,94.89,94.60,94.60,95.00,94.85,94.99,,94.86
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.31,98.29,98.31,98.31,98.31,98.31,98.31,98.30,,98.31
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.62,99.63,99.62,99.63,99.60,99.63,99.63,99.60,,99.62
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.05,99.17,99.13,99.12,99.14,99.17,99.13,99.12,,99.14
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.55,98.75,98.76,98.86,98.79,98.74,98.77,98.75,,98.76
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.55,99.59,99.57,99.57,99.58,99.54,99.57,99.54,,99.56
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,94.85,95.14,95.02,95.00,94.99,94.99,95.01,94.97,,95.00
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.05,97.08,97.05,97.05,97.19,97.08,97.14,96.78,,97.08
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.10,99.28,99.12,99.16,99.13,99.10,99.10,99.02,,99.12
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.39,98.45,98.47,98.45,98.52,98.52,98.48,98.40,,98.46
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,98.95,98.94,98.92,98.94,98.94,98.91,98.90,98.89,,98.93
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,96.65,96.65,96.65,96.66,96.70,96.73,96.70,96.63,,96.67
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.45,96.11,96.25,96.37,96.36,95.86,96.30,96.30,,96.28
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.40,98.49,98.48,98.49,98.49,98.46,98.43,98.45,,98.47
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.82,98.01,98.02,98.04,98.06,98.03,98.03,,98.03
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.15,95.94,96.08,96.15,96.08,95.95,96.08,96.08,,96.07
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.13,97.87,97.86,97.76,97.78,98.13,97.87,97.90,,97.90
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.35,96.40,96.40,96.50,96.46,96.49,96.41,96.38,,96.42
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,95.98,96.19,96.30,96.45,96.42,96.19,96.32,96.15,,96.26
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.30,94.36,94.82,95.00,95.00,94.70,94.84,94.90,,94.77
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.10,95.86,95.91,95.96,95.96,95.58,95.91,95.99,,95.93
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.31,94.11,94.14,94.15,94.14,94.30,94.15,94.13,,94.17
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.18,96.17,96.17,96.15,96.24,96.24,96.24,96.15,,96.19
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.35,94.37,94.37,94.38,94.51,94.33,94.38,94.37,,94.37
