,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,98.05,97.88,97.87,97.75,97.94,97.85,,97.95
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.91,97.87,97.86,97.75,97.89,97.84,,97.90
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,97.9,98.52,98.26,98.44,98.43,98.05,98.38,98.4,,98.33
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,97.8,98.18,98.14,98.33,98.35,98.1,98.28,98.3,,98.22
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,97.7,98.13,97.99,98.4,98.42,98.35,98.32,98.4,,98.27
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.3,98.76,98.64,98.7,98.77,98.1,98.48,98.7,,98.60
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.21,98.31,98.22,98.21,98.1,98.13,98.18,,98.18
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.32,98.35,98.36,98.15,98.37,98.34,,98.30
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.47,98.22,98.23,98.36,98.38,98.15,98.35,98.37,,98.32
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.02,98.18,98.25,98.4,98.42,98.15,98.28,98.4,,98.28
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.91,99.89,99.88,99.89,99.85,99.9,99.87,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.21,97.83,98.25,98.37,98.38,98.55,98.31,98.36,,98.31
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,97,98.54,98.55,98.4,98.39,98.35,98.43,98.37,,98.41
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.82,95.33,95.36,94.6,94.6,95,94.95,94.9,,94.93
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.37,98.43,98.41,98.31,98.47,98.44,98.41,98.39,,98.41
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.62,99.63,99.66,99.63,99.63,99.63,99.7,,99.64
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.18,99.14,99.13,99.14,99.11,99.14,99.12,,99.13
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.65,98.76,98.79,98.81,98.82,98.74,98.78,98.77,,98.78
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.61,99.61,99.57,99.58,99.54,99.61,99.58,,99.59
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.5,95.54,95.37,95.37,95.38,95.54,95.38,95.34,,95.42
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.05,97.07,97.14,97.15,97.19,97.07,97.12,97.1,,97.11
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.11,99.14,99.16,99.16,99.11,99.1,99.14,99.12,,99.13
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.39,98.31,98.45,98.5,98.52,98.52,98.48,98.47,,98.47
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,98.95,98.95,98.96,98.94,98.94,98.91,98.96,98.93,,98.95
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,96.85,96.89,96.92,96.92,96.94,96.92,96.92,96.9,,96.91
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.39,96.26,96.51,96.12,96.26,96.26,96.1,,96.27
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.51,98.48,98.49,98.48,98.46,98.48,98.46,,98.48
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.83,97.94,98.02,98.01,98.06,98.04,98.03,,98.02
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.15,96.34,96.19,96.2,96.16,96.21,96.16,96.15,,96.18
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.13,97.78,97.84,97.78,97.97,98.13,97.84,97.75,,97.89
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.7,96.69,96.69,96.69,96.72,96.75,96.69,96.65,,96.70
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.25,96.48,96.48,96.6,96.61,96.48,96.51,96.5,,96.51
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.3,94.56,94.78,95,95,94.55,94.82,95,,94.79
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.3,96.01,95.98,95.96,96,96.01,96,95.99,,96.00
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.4,94.3,94.23,94.15,94.14,94.3,94.23,94.2,,94.24
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.6,96.59,96.63,96.62,96.65,96.63,96.63,96.54,,96.62
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.35,94.48,94.56,94.3,95.05,94.49,94.48,94.55,,94.49
