Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,95.70,-0.02,,
PIBFR10YQ2033-12-14,93.80,0.04,,
PIBFR10YS2028-05-31,99.11,-0.09,,
PIBFR10YS2028-06-28,99.08,-0.09,,
PIBFR10YS2028-08-09,99.07,0.05,,
PIBFR10YS2029-02-21,98.96,0.01,,
PIBFR10YS2029-03-21,98.77,-0.01,,
PIBFR10YS2029-04-18,98.63,-0.02,,
PIBFR10YS2029-05-30,98.32,-0.01,,
PIBFR10YS2029-06-27,98.52,-0.06,,
PIBFR10YS2029-07-25,98.44,-0.03,,
PIBFR10YS2029-08-22,98.98,0.13,,
PIBFR10YS2030-06-18,100.11,0.04,,
PIBFR10YS2031-11-04,96.27,0.04,,
PIBFR10YS2034-02-07,93.71,0.01,,
PIBFR10YS2034-04-18,94.02,-0.10,,
PIBFR10YS2034-09-05,93.66,-0.02,,
PIBFR10YS2034-10-03,93.37,-0.02,,
PIBFR10YS2034-11-14,93.65,0.01,,
PIBFR10YS2034-12-12,93.58,0.04,,
PIBFR10YS2035-01-09,93.49,0.02,,
PIBFR10YS2035-04-17,93.72,0.00,,
PIBFR2YQ2025-09-21,99.86,0.01,,
PIBFR2YS2026-10-03,99.77,0.01,,
PIBFR2YS2027-01-09,99.87,0.03,,
PIBFR3YQ2025-09-08,99.88,0.00,,
PIBFR3YQ2026-02-09,99.71,-0.02,,
PIBFR3YQ2026-09-21,99.23,0.01,,
PIBFR3YQ2026-10-19,99.38,-0.04,,
PIBFR3YQ2027-02-07,98.94,-0.03,,
PIBFR5YQ2025-10-22,99.73,-0.02,,
PIBFR5YS2025-06-18,100.04,0.04,,
PIBFR5YS2026-05-06,100.06,-0.01,,
PIBFR5YS2027-11-17,98.62,-0.01,,
PIBFR5YS2028-04-06,98.27,0.05,,
PIBFR5YS2028-08-10,97.78,0.11,,
PIBFR5YS2028-09-21,97.75,0.08,,
PIBFR5YS2028-10-19,98.01,0.12,,
PIBFR5YS2028-12-14,97.65,0.01,,
PIBFR5YS2029-02-07,97.57,0.08,,
PIBFR5YS2029-04-18,97.76,0.11,,
PIBFR5YS2029-06-27,97.46,0.04,,
PIBFR5YS2029-09-05,97.31,0.06,,
PIBFR5YS2029-10-03,97.30,0.07,,
PIBFR5YS2029-11-14,97.43,0.02,,
PIBFR5YS2029-12-12,97.15,0.04,,
PIBFR5YS2030-01-09,97.27,0.07,,
PIBFR5YS2030-04-17,97.38,-0.02,,
