,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,98.05,97.88,0,97.75,97.94,97.85,,97.96
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.91,97.87,0,97.75,97.89,97.84,,97.90
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,97.9,98.52,98.26,98.44,0,98.05,98.38,98.4,,98.31
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,97.8,98.18,98.14,98.33,0,98.1,98.28,98.2,,98.18
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,97.7,98.13,97.99,98.4,0,98.35,98.32,98.4,,98.24
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.3,98.76,98.62,98.7,0,98.1,98.48,98.59,,98.54
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.05,98.21,98.31,98.22,0,98.1,98.13,98.18,,98.17
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.31,98.35,0,98.15,98.37,98.34,,98.28
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.47,98.22,98.22,98.36,0,98.15,98.35,98.37,,98.30
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.02,98.18,98.25,98.4,0,98.15,98.28,98.3,,98.23
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.91,99.9,99.88,0,99.85,99.9,99.87,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.21,97.83,98.24,98.37,0,98.55,98.31,98.36,,98.30
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,97,98.54,98.54,98.4,0,98.35,98.43,98.37,,98.42
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.82,95.33,95.36,94.6,0,95,94.95,94.9,,95.00
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.37,98.36,98.41,98.31,0,98.44,98.41,98.39,,98.39
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.66,99.66,99.66,0,99.65,99.66,99.53,,99.66
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.18,99.15,99.13,0,99.17,99.14,99.12,,99.14
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.65,98.76,98.81,98.81,0,98.74,98.78,98.77,,98.77
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.55,99.61,99.61,99.57,0,99.54,99.61,99.58,,99.58
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.5,95.37,95.37,95.37,0,95.37,95.38,95.34,,95.37
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.05,97.07,97.14,97.15,0,97.08,97.12,97.1,,97.10
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.1,99.14,99.16,99.16,0,99.1,99.14,99.12,,99.13
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.39,98.31,98.48,98.5,0,98.52,98.48,98.47,,98.46
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,98.95,98.95,98.96,98.94,0,98.91,98.95,98.93,,98.94
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,96.85,96.79,96.9,96.9,0,96.9,96.9,96.9,,96.89
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.38,96.26,96.51,0,96.13,96.31,96.1,,96.29
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.5,98.5,98.49,0,98.46,98.48,98.46,,98.48
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.83,97.94,98.02,0,98.06,98.04,98.03,,98.02
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.15,96.34,96.19,96.2,0,96.21,96.21,96.15,,96.19
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.13,97.78,97.84,97.78,0,98.13,97.84,97.75,,97.87
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.7,96.66,96.67,96.8,0,96.72,96.7,96.65,,96.69
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.25,96.4,96.48,96.6,0,96.47,96.56,96.5,,96.48
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.3,94.55,94.85,95,0,94.55,94.85,95,,94.76
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.3,96,96.01,95.96,0,96,96,95.99,,96.00
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.31,94.3,94.23,94.15,0,94.3,94.23,94.2,,94.25
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.6,96.59,96.6,96.6,0,96.63,96.6,96.54,,96.60
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.35,94.48,94.59,94.3,0,94.49,94.56,94.55,,94.49
