,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.87,97.87,97.87,97.82,97.87,97.99,97.87,97.9,,97.88
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,99.45,99.48,99.44,99.63,99.63,99.63,99.63,99.42,,99.54
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.87,99.24,98.86,98.9,98.8,99.24,99.24,99.05,,99.03
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.03,98.03,98.03,98.03,98.03,98.14,98.02,97.96,,98.03
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.72,98.87,98.7,98.7,98.64,99.03,99.03,98.72,,98.79
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.44,97.38,97.38,97.44,97.19,97.44,97.44,97.39,,97.41
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.75,97.1,97.45,97.49,97.1,97.87,97.48,97.65,,97.49
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,93.92,93.82,95.05,94.47,95.24,94.82,95.05,95.05,,94.73
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,98.01,97.98,97.97,97.97,97.98,98.03,97.94,97.87,,97.98
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,96.24,95.79,95.86,95.9,95.8,96.38,95.86,95.84,,95.92
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.84,96.99,96.83,97.21,96.93,97.2,96.83,96.84,,96.94
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.53,93.39,93.39,93.45,94.09,93.62,93.39,93.39,,93.46
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.39,96.56,97.3,97.25,96.83,97.11,97.35,97.31,,97.19
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.84,97.9,97.74,97.81,97.75,97.9,97.75,97.66,,97.8
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.27,94.43,94.43,94.5,94.02,94.42,94.42,94.52,,94.41
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.6,99.78,99.71,99.7,99.63,99.78,99.75,99.74,,99.72
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.38,97.47,97.47,97.54,97.64,97.57,97.48,97.35,,97.49
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.95,93.72,93.95,93.9,93.5,93.95,93.95,93.72,,93.87
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.89,98.7,98.7,98.7,98.44,98.9,98.85,98.65,,98.75
PIB-FRB-43,14-Nov-24,14-Nov-29,Half-Yearly,96.73,96.69,96.69,96.69,96.79,96.79,96.69,96.69,,96.71
PIB-FRB-44,14-Nov-24,14-Nov-34,Half-Yearly,93.03,93.03,93.03,93,92.79,92.55,93.03,93.03,,92.99
