,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.2,99.32,99.2,98.73,98.02,98.05,0,98.03,,98.64
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.15,99.27,97.92,98.9,97.92,98,0,98.05,,98.4
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.6,98.63,98.35,99.89,98.35,99.38,0,98.51,,98.69
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.25,98.2,98.21,99.89,98.21,99.49,0,98.37,,98.51
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.59,98.42,98.17,99.94,98.17,98.14,0,98.46,,98.36
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.47,98.39,98.1,98.88,98.25,98.16,0,98.32,,98.32
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.32,98.21,98.25,100.27,98.32,98.24,0,98.36,,98.3
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.37,98.3,98.3,99.7,98.45,98.15,0,98.25,,98.33
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.47,98.32,98.27,99.58,98.3,98.15,0,98.25,,98.32
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.54,98.55,98.24,100.2,98.24,99.62,0,98.39,,98.67
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.19,100.33,100.33,100.2,100.33,100.2,0,100.11,,100.25
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.77,100.04,99.88,99.9,99.9,99.85,0,100.04,,99.91
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.01,98.71,99.1,99.53,99.15,99.13,0,98.71,,99.02
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.91,95.71,95.28,96.18,95.28,94.94,0,95.64,,95.37
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.37,98.95,99.31,99.32,99.37,99.29,0,99,,99.26
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.99,100.06,99.99,99.99,100.01,99.98,0,99.99,,99.99
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.51,99.7,99.5,99.61,99.59,99.5,0,99.49,,99.54
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.53,95.37,95.25,95.33,95.3,95.21,0,95.52,,95.35
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.93,98.25,98.14,97.71,97.93,97.82,0,97.85,,97.93
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.68,99.61,99.52,99.58,99.66,99.5,0,99.59,,99.59
