,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,97.87,97.75,97.84,98.05,98,97.97,,97.97
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,97.75,97.85,98,97.95,97.9,,97.94
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,98.21,98.29,98.3,98.29,,98.3
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,98.1,97.97,98.29,98.2,98.2,,98.2
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,98.35,97.92,98.14,98.2,98.23,,98.2
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,97.93,98.16,98.5,98.59,,98.44
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,97.96,98.24,98.15,98.2,,98.16
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,98.15,98.04,98.15,98.15,98.23,,98.19
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.25,98.38,98.15,98.09,98.15,98.15,98.23,,98.22
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,98.24,98.05,99.9,98.19,,98.21
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,99.9,99.78,99.92,98.3,99.96,,99.88
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.84,98.48,98.17,97.92,98.45,98.35,98.22,,98.26
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,98.83,98.34,98.35,98.34,,98.39
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,95.38,94.94,94.9,94.91,,95
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.65,98.65,98.65,98.18,98.69,98.6,98.69,,98.61
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.82,99.83,99.83,99.82,99.83,99.83,99.84,99.84,,99.83
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.39,99.14,99.38,99.29,99.68,99.3,99.15,,99.28
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.71,98.82,98.74,98.91,99.06,98.7,98.89,,98.8
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.67,99.61,99.69,99.59,99.66,99.68,99.63,99.61,,99.64
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.39,95.39,95.43,95.53,95.56,95.4,95.62,,95.47
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.04,97.27,97.27,97.2,97.38,97.2,97.2,,97.22
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.16,99.3,99.22,99.04,99.68,99.2,99.1,,99.21
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.4,98.52,98.52,98.53,98.65,98.5,98.35,,98.49
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,98.98,99.08,99.03,98.78,98.91,99.05,99.13,,99.03
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.99,97.01,96.97,96.97,96.99,96.96,96.99,,96.99
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.58,96.57,96.58,96.58,96.6,96.57,96.44,,96.55
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.42,98.77,98.41,98.42,98.63,98.4,98.33,,98.51
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.91,98.01,98.06,98.08,97.82,98,98.09,,98.02
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.53,96.5,96.5,96.25,96.52,96.57,96.29,,96.43
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,97.89,98.17,98.13,97.97,98.05,98.05,98.09,,98.07
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.77,96.66,96.77,96.8,96.74,96.82,96.71,96.81,,96.77
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.65,96.48,96.35,96.49,96.35,96.48,96.41,96.25,,96.43
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.76,95,94,94.43,94.56,94.6,94.57,,94.57
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.33,96.4,96.31,96.34,96.39,96.4,96.36,96.28,,96.36
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.57,95.08,94.34,94.46,94.89,94.5,94.4,,94.55
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.64,96.61,96.62,96.62,96.58,96.62,96.67,96.62,,96.62
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,95.04,94.63,95.05,94.63,94.63,95.07,94.63,94.62,,94.77
PIB-FRB-38,27-Jun-24,27-Jun-29,Semiannually,96.6,96.53,96.55,96.54,96.68,96.57,96.53,96.57,,96.56
