Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,95.62,0.01,,
PIBFR10YQ2033-12-14,93.26,0.02,,
PIBFR10YS2028-05-31,98.88,-0.06,,
PIBFR10YS2028-06-28,98.86,-0.06,,
PIBFR10YS2028-08-09,98.98,0.08,,
PIBFR10YS2029-02-21,98.83,0.05,,
PIBFR10YS2029-03-21,98.72,0.09,,
PIBFR10YS2029-04-18,98.58,0.02,,
PIBFR10YS2029-05-30,98.23,0.00,,
PIBFR10YS2029-06-27,98.57,0.16,,
PIBFR10YS2029-07-25,98.37,-0.01,,
PIBFR10YS2029-08-22,99.00,0.08,,
PIBFR10YS2030-06-18,100.01,0.01,,
PIBFR10YS2031-11-04,95.31,-0.01,,
PIBFR10YS2034-02-07,93.50,0.00,,
PIBFR10YS2034-04-18,93.64,0.02,,
PIBFR10YS2034-09-05,93.18,0.12,,
PIBFR10YS2034-10-03,93.06,-0.01,,
PIBFR10YS2034-11-14,93.20,0.03,,
PIBFR10YS2034-12-12,93.17,0.00,,
PIBFR10YS2035-01-09,92.85,-0.04,,
PIBFR2YQ2025-09-21,99.64,0.00,,
PIBFR2YS2026-10-03,99.77,0.01,,
PIBFR2YS2027-01-09,99.89,0.02,,
PIBFR3YQ2025-09-08,99.84,0.00,,
PIBFR3YQ2026-02-09,99.59,0.00,,
PIBFR3YQ2026-09-21,99.14,0.01,,
PIBFR3YQ2026-10-19,99.11,-0.02,,
PIBFR3YQ2027-02-07,98.78,0.00,,
PIBFR5YQ2025-10-22,99.69,0.00,,
PIBFR5YS2025-06-18,100.19,0.03,,
PIBFR5YS2026-05-06,99.72,-0.01,,
PIBFR5YS2027-11-17,98.66,0.01,,
PIBFR5YS2028-04-06,97.89,0.04,,
PIBFR5YS2028-08-10,97.48,0.04,,
PIBFR5YS2028-09-21,97.54,-0.03,,
PIBFR5YS2028-10-19,97.47,0.03,,
PIBFR5YS2028-12-14,97.42,0.01,,
PIBFR5YS2029-02-07,97.10,0.07,,
PIBFR5YS2029-04-18,97.14,0.06,,
PIBFR5YS2029-06-27,97.05,0.00,,
PIBFR5YS2029-09-05,96.84,0.00,,
PIBFR5YS2029-10-03,96.84,-0.04,,
PIBFR5YS2029-11-14,97.33,-0.04,,
PIBFR5YS2029-12-12,96.92,0.00,,
PIBFR5YS2030-01-09,96.83,0.00,,
